# IODP371 site U1506 seismic and synthetic trace data
#Synthetic seismogram and seismic trace data.		
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
2082.0000	-2.9603	-0.0220
2083.0000	-0.6894	-0.1435
2084.0000	1.9875	-0.2551
2085.0000	4.6903	-0.3194
2086.0000	6.8885	-0.3100
2087.0000	8.0903	-0.2195
2088.0000	8.0910	-0.0619
2089.0000	6.9454	0.1319
2090.0000	4.9332	0.3234
2091.0000	2.5116	0.4713
2092.0000	0.1611	0.5456
2093.0000	-1.7740	0.5344
2094.0000	-3.1667	0.4459
2095.0000	-4.0565	0.3023
2096.0000	-4.5786	0.1334
2097.0000	-4.8369	-0.0357
2098.0000	-4.8172	-0.1902
2099.0000	-4.4214	-0.3233
2100.0000	-3.5425	-0.4259
2101.0000	-2.2117	-0.4879
2102.0000	-0.6155	-0.4942
2103.0000	0.9567	-0.4333
2104.0000	2.2029	-0.3068
2105.0000	2.9086	-0.1334
2106.0000	3.0058	0.0543
2107.0000	2.5945	0.2186
2108.0000	1.8876	0.3294
2109.0000	1.1179	0.3719
2110.0000	0.4651	0.3461
2111.0000	0.0332	0.2632
2112.0000	-0.1537	0.1442
2113.0000	-0.1322	0.0159
2114.0000	0.0196	-0.0940
2115.0000	0.1962	-0.1646
2116.0000	0.2832	-0.1899
2117.0000	0.1895	-0.1781
2118.0000	-0.1051	-0.1437
2119.0000	-0.5133	-0.0988
2120.0000	-0.8418	-0.0485
2121.0000	-0.8588	0.0051
2122.0000	-0.4047	0.0576
2123.0000	0.5031	0.0997
2124.0000	1.6345	0.1204
2125.0000	2.6105	0.1132
2126.0000	3.0445	0.0806
2127.0000	2.7011	0.0330
2128.0000	1.5899	-0.0149
2129.0000	-0.0548	-0.0486
2130.0000	-1.8854	-0.0573
2131.0000	-3.5591	-0.0384
2132.0000	-4.8074	0.0023
2133.0000	-5.5248	0.0514
2134.0000	-5.7210	0.0903
2135.0000	-5.4213	0.1008
2136.0000	-4.5980	0.0728
2137.0000	-3.1801	0.0086
2138.0000	-1.1403	-0.0759
2139.0000	1.4532	-0.1545
2140.0000	4.3047	-0.2026
2141.0000	6.8845	-0.1992
2142.0000	8.6211	-0.1407
2143.0000	9.1147	-0.0417
2144.0000	8.2846	0.0708
2145.0000	6.3762	0.1680
2146.0000	3.8412	0.2260
2147.0000	1.1672	0.2284
2148.0000	-1.2583	0.1686
2149.0000	-3.1952	0.0546
2150.0000	-4.5710	-0.0854
2151.0000	-5.4196	-0.2047
2152.0000	-5.7822	-0.2546
2153.0000	-5.6576	-0.2108
2154.0000	-5.0259	-0.0893
2155.0000	-3.9171	0.0586
2156.0000	-2.4696	0.1716
2157.0000	-0.9289	0.2068
2158.0000	0.4236	0.1587
2159.0000	1.3844	0.0584
2160.0000	1.8873	-0.0417
2161.0000	2.0112	-0.0969
2162.0000	1.9300	-0.0874
2163.0000	1.8089	-0.0245
2164.0000	1.7135	0.0571
2165.0000	1.5812	0.1167
2166.0000	1.2780	0.1267
2167.0000	0.7089	0.0858
2168.0000	-0.0841	0.0176
2169.0000	-0.9210	-0.0439
2170.0000	-1.5267	-0.0721
2171.0000	-1.6545	-0.0607
2172.0000	-1.2164	-0.0242
2173.0000	-0.3467	0.0108
2174.0000	0.6423	0.0171
2175.0000	1.3986	-0.0215
2176.0000	1.6837	-0.1015
2177.0000	1.4626	-0.1974
2178.0000	0.8933	-0.2680
2179.0000	0.2224	-0.2739
2180.0000	-0.3121	-0.1937
2181.0000	-0.5521	-0.0463
2182.0000	-0.4584	0.1194
2183.0000	-0.1030	0.2441
2184.0000	0.3799	0.2856
2185.0000	0.8437	0.2362
2186.0000	1.1671	0.1224
2187.0000	1.2862	-0.0104
2188.0000	1.1978	-0.1180
2189.0000	0.9492	-0.1713
2190.0000	0.6171	-0.1598
2191.0000	0.2782	-0.0944
2192.0000	-0.0121	0.0045
2193.0000	-0.2331	0.1129
2194.0000	-0.4032	0.2089
2195.0000	-0.5758	0.2752
2196.0000	-0.8114	0.3001
2197.0000	-1.1683	0.2776
2198.0000	-1.6638	0.2099
2199.0000	-2.2423	0.1068
2200.0000	-2.7487	-0.0096
2201.0000	-2.9772	-0.1174
2202.0000	-2.7141	-0.1975
2203.0000	-1.8989	-0.2397
2204.0000	-0.6796	-0.2435
2205.0000	0.6779	-0.2157
2206.0000	1.9327	-0.1670
2207.0000	2.8982	-0.1106
2208.0000	3.4249	-0.0607
2209.0000	3.4060	-0.0307
2210.0000	2.8558	-0.0269
2211.0000	1.9726	-0.0441
2212.0000	1.0294	-0.0666
2213.0000	0.1894	-0.0763
2214.0000	-0.5374	-0.0607
2215.0000	-1.2280	-0.0192
2216.0000	-1.7441	0.0383
2217.0000	-1.9148	0.0975
2218.0000	-1.7639	0.1441
2219.0000	-1.4076	0.1683
2220.0000	-0.9471	0.1541
2221.0000	-0.4449	0.1027
2222.0000	0.0588	0.0257
2223.0000	0.4931	-0.0536
2224.0000	0.7739	-0.1070
2225.0000	0.9093	-0.1119
2226.0000	0.9536	-0.0613
2227.0000	0.9583	0.0333
2228.0000	0.9459	0.1455
2229.0000	0.9051	0.2437
2230.0000	0.8028	0.3011
2231.0000	0.6122	0.2946
2232.0000	0.3396	0.2182
2233.0000	0.0308	0.0840
2234.0000	-0.2479	-0.0781
2235.0000	-0.4371	-0.2282
2236.0000	-0.5030	-0.3283
2237.0000	-0.4510	-0.3516
2238.0000	-0.3275	-0.2866
2239.0000	-0.1911	-0.1457
2240.0000	-0.0868	0.0610
2241.0000	-0.0353	0.2659
2242.0000	-0.0378	0.3991
2243.0000	-0.0900	0.4034
2244.0000	-0.1925	0.2516
2245.0000	-0.3512	-0.0321
2246.0000	-0.5648	-0.3683
2247.0000	-0.8102	-0.6482
2248.0000	-1.0410	-0.7808
2249.0000	-1.2020	-0.7473
2250.0000	-1.2514	-0.5599
2251.0000	-1.1798	-0.3251
2252.0000	-1.0199	-0.1290
2253.0000	-0.8287	-0.0234
2254.0000	-0.6580	-0.0075
2255.0000	-0.5290	-0.0341
2256.0000	-0.4230	-0.0374
2257.0000	-0.2898	0.0261
2258.0000	-0.0671	0.1543
2259.0000	0.3000	0.3080
2260.0000	0.8442	0.4585
2261.0000	1.5621	0.5996
2262.0000	2.3985	0.7607
2263.0000	3.2315	0.9604
2264.0000	3.8708	1.1670
2265.0000	4.1025	1.3026
2266.0000	3.7663	1.2832
2267.0000	2.8482	1.0650
2268.0000	1.5377	0.6615
2269.0000	0.1977	0.1353
2270.0000	-0.7640	-0.4038
2271.0000	-1.0811	-0.8189
2272.0000	-0.7815	-0.9747
2273.0000	-0.2102	-0.8109
2274.0000	0.1168	-0.4075
2275.0000	-0.2196	0.0285
2276.0000	-1.2796	0.2829
2277.0000	-2.6666	0.2926
2278.0000	-3.6949	0.1905
2279.0000	-3.7768	0.1730
2280.0000	-2.8416	0.2795
2281.0000	-1.5224	0.2481
2282.0000	-0.9595	-0.3832
2283.0000	-2.2429	-1.9799
2284.0000	-5.7156	-4.4933
2285.0000	-10.5021	-7.3180
2286.0000	-14.5823	-9.4158
2287.0000	-15.4958	-9.6693
2288.0000	-11.4389	-7.3358
2289.0000	-2.2823	-2.4546
2290.0000	10.0823	4.0699
2291.0000	22.1989	10.5828
2292.0000	30.2452	15.2675
2293.0000	31.5017	16.7928
2294.0000	25.4510	14.8614
2295.0000	14.0125	10.2232
2296.0000	0.8015	4.2925
2297.0000	-10.2717	-1.4258
2298.0000	-16.4739	-5.7976
2299.0000	-17.0422	-8.1995
2300.0000	-13.2559	-8.6964
2301.0000	-7.6516	-7.5448
2302.0000	-2.8247	-5.2669
2303.0000	-0.3857	-2.5086
2304.0000	-0.5066	0.0299
2305.0000	-2.1660	1.7223
2306.0000	-3.8673	2.1556
2307.0000	-4.4267	1.2409
2308.0000	-3.4623	-0.7273
2309.0000	-1.4164	-3.0781
2310.0000	0.8229	-5.0433
2311.0000	2.4270	-5.8405
2312.0000	3.0012	-5.1028
2313.0000	2.6696	-3.0010
2314.0000	1.8886	-0.1459
2315.0000	1.1406	2.6938
2316.0000	0.6909	4.8883
2317.0000	0.5237	6.1005
2318.0000	0.4502	6.2709
2319.0000	0.2899	5.5574
2320.0000	0.0026	4.1233
2321.0000	-0.2967	2.3282
2322.0000	-0.4291	0.5087
2323.0000	-0.2769	-1.0476
2324.0000	0.1371	-2.1686
2325.0000	0.6600	-2.8202
2326.0000	1.0927	-3.0615
2327.0000	1.2937	-2.9892
2328.0000	1.2418	-2.6800
2329.0000	1.0268	-2.2102
2330.0000	0.7836	-1.5051
2331.0000	0.6149	-0.6424
2332.0000	0.5467	0.3142
2333.0000	0.5343	1.2499
2334.0000	0.5045	1.9975
2335.0000	0.4024	2.3742
2336.0000	0.2165	2.2588
2337.0000	-0.0270	1.6798
2338.0000	-0.2893	0.8329
2339.0000	-0.5431	0.0201
2340.0000	-0.7796	-0.5272
2341.0000	-0.9979	-0.6532
2342.0000	-1.1864	-0.4150
2343.0000	-1.3140	-0.0068
2344.0000	-1.3380	0.3345
2345.0000	-1.2328	0.4264
2346.0000	-0.9952	0.2007
2347.0000	-0.6615	-0.2929
2348.0000	-0.3028	-0.9216
2349.0000	0.0007	-1.5169
2350.0000	0.1910	-1.9364
2351.0000	0.2513	-2.0499
2352.0000	0.2052	-1.8029
2353.0000	0.1021	-1.2050
2354.0000	-0.0041	-0.3301
2355.0000	-0.0744	0.6908
2356.0000	-0.0972	1.6844
2357.0000	-0.0868	2.4628
2358.0000	-0.0666	2.8576
2359.0000	-0.0501	2.7870
2360.0000	-0.0279	2.1655
2361.0000	0.0337	1.1196
2362.0000	0.1815	-0.1278
2363.0000	0.4471	-1.2891
2364.0000	0.8015	-2.0976
2365.0000	1.2239	-2.3921
2366.0000	1.6892	-2.1729
2367.0000	2.1324	-1.5866
2368.0000	2.4268	-0.8508
2369.0000	2.3797	-0.1614
2370.0000	1.8492	0.3825
2371.0000	0.9571	0.7480
2372.0000	0.0465	0.9590
2373.0000	-0.9563	1.0242
2374.0000	-2.0773	0.9130
2375.0000	-3.2004	0.5848
2376.0000	-4.0537	0.0421
2377.0000	-4.3912	-0.6280
2378.0000	-4.1766	-1.2532
2379.0000	-3.5231	-1.6271
2380.0000	-2.5613	-1.5901
2381.0000	-1.4190	-1.0661
2382.0000	-0.2766	-0.1480
2383.0000	0.6114	0.9410
2384.0000	1.0155	1.9281
2385.0000	0.9428	2.5899
2386.0000	0.6038	2.8210
2387.0000	0.2190	2.6377
2388.0000	-0.0161	2.1298
2389.0000	-0.0180	1.4425
2390.0000	0.1438	0.5373
2391.0000	0.3067	-0.4698
2392.0000	0.3258	-1.5064
2393.0000	0.1564	-2.4698
2394.0000	-0.1315	-3.2209
2395.0000	-0.3960	-3.6045
2396.0000	-0.5045	-3.4902
2397.0000	-0.3826	-2.8236
2398.0000	-0.0289	-1.6713
2399.0000	0.4992	-0.2269
2400.0000	1.1356	1.2179


