# IODP371 site U1510 seismic and synthetic trace data (prefered model)
#Synthetic seismogram and seismic trace data.		
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
1598.0000	0.6901	-0.0858
1599.0000	1.1063	-0.0630
1600.0000	1.2906	-0.0208
1601.0000	1.2631	0.0014
1602.0000	1.0867	-0.0091
1603.0000	0.8281	-0.0384
1604.0000	0.5300	-0.0546
1605.0000	0.2050	-0.0273
1606.0000	-0.1484	0.0508
1607.0000	-0.5180	0.1550
1608.0000	-0.8598	0.2340
1609.0000	-1.1037	0.2650
1610.0000	-1.1793	0.1510
1611.0000	-1.0521	-0.0525
1612.0000	-0.7511	-0.2790
1613.0000	-0.3673	-0.4580
1614.0000	-0.0313	-0.5500
1615.0000	0.1365	-0.5600
1616.0000	0.0823	-0.5240
1617.0000	-0.1550	-0.4800
1618.0000	-0.4559	-0.4450
1619.0000	-0.6639	-0.4040
1620.0000	-0.6546	-0.3150
1621.0000	-0.3916	-0.1600
1622.0000	0.0552	0.0414
1623.0000	0.5373	0.2430
1624.0000	0.8825	0.4150
1625.0000	0.9650	0.5480
1626.0000	0.7563	0.6380
1627.0000	0.3320	0.6720
1628.0000	-0.1626	0.6420
1629.0000	-0.5693	0.5670
1630.0000	-0.7692	0.5450
1631.0000	-0.7201	0.6330
1632.0000	-0.4611	0.8180
1633.0000	-0.0894	1.0100
1634.0000	0.2723	1.1200
1635.0000	0.5076	1.1300
1636.0000	0.5325	1.1200
1637.0000	0.3100	1.1600
1638.0000	-0.1413	1.2300
1639.0000	-0.7358	1.1900
1640.0000	-1.3192	0.9570
1641.0000	-1.6972	0.6090
1642.0000	-1.6900	0.3930
1643.0000	-1.2039	0.4780
1644.0000	-0.2983	0.6700
1645.0000	0.7805	0.3460
1646.0000	1.6229	-1.2100
1647.0000	1.7739	-4.2500
1648.0000	0.9150	-8.1700
1649.0000	-0.9705	-11.6000
1650.0000	-3.5094	-13.2000
1651.0000	-5.9771	-12.1000
1652.0000	-7.4716	-8.5400
1653.0000	-7.2203	-3.6500
1654.0000	-4.8704	1.2800
1655.0000	-0.6726	5.3600
1656.0000	4.5201	8.4000
1657.0000	9.4628	10.7000
1658.0000	12.8886	12.5000
1659.0000	13.8997	13.7000
1660.0000	12.2519	13.8000
1661.0000	8.4298	12.3000
1662.0000	3.4852	9.1600
1663.0000	-1.3059	4.8900
1664.0000	-4.8417	0.3260
1665.0000	-6.5058	-3.6100
1666.0000	-6.2924	-6.2500
1667.0000	-4.7220	-7.4000
1668.0000	-2.5996	-7.2600
1669.0000	-0.7156	-6.3300
1670.0000	0.4018	-5.1800
1671.0000	0.6039	-4.2500
1672.0000	0.0866	-3.7300
1673.0000	-0.7644	-3.4800
1674.0000	-1.5567	-3.2500
1675.0000	-2.0291	-2.8400
1676.0000	-2.1016	-2.2500
1677.0000	-1.8359	-1.5800
1678.0000	-1.3454	-0.9830
1679.0000	-0.7120	-0.4810
1680.0000	0.0505	-0.0178
1681.0000	0.9650	0.4720
1682.0000	2.0201	0.9730
1683.0000	3.1041	1.4000
1684.0000	3.9853	1.6900
1685.0000	4.3592	1.8500
1686.0000	3.9508	1.9400
1687.0000	2.6539	2.0200
1688.0000	0.6157	2.1000
1689.0000	-1.7636	2.1300
1690.0000	-3.9301	2.0400
1691.0000	-5.3432	1.8500
1692.0000	-5.6527	1.5900
1693.0000	-4.8152	1.3300
1694.0000	-3.1356	1.0800
1695.0000	-1.1597	0.8420
1696.0000	0.5147	0.5790
1697.0000	1.4420	0.2820
1698.0000	1.4726	-0.0378
1699.0000	0.7894	-0.3750
1700.0000	-0.1816	-0.6770
1701.0000	-0.9518	-0.9760
1702.0000	-1.1646	-1.2800
1703.0000	-0.7300	-1.5500
1704.0000	0.1501	-1.7300
1705.0000	1.0838	-1.7500
1706.0000	1.6716	-1.5700
1707.0000	1.6896	-1.2600
1708.0000	1.1770	-0.9070
1709.0000	0.4123	-0.5740
1710.0000	-0.2174	-0.2740
1711.0000	-0.3984	0.0609
1712.0000	-0.0465	0.5040
1713.0000	0.6450	1.0300
1714.0000	1.2914	1.4800
1715.0000	1.4948	1.6300
1716.0000	1.0320	1.3100
1717.0000	-0.0241	0.5210
1718.0000	-1.3127	-0.5080
1719.0000	-2.3273	-1.4400
1720.0000	-2.6286	-2.0000
1721.0000	-2.0308	-2.0600
1722.0000	-0.6932	-1.7100
1723.0000	0.9301	-1.1100
1724.0000	2.2633	-0.3900
1725.0000	2.8386	0.4370
1726.0000	2.4741	1.3800
1727.0000	1.3392	2.3600
1728.0000	-0.1168	3.1800
1729.0000	-1.3434	3.5300
1730.0000	-1.8990	3.2100
1731.0000	-1.6097	2.2400
1732.0000	-0.6103	0.9090
1733.0000	0.7229	-0.3760
1734.0000	1.9209	-1.3000
1735.0000	2.5925	-1.8100
1736.0000	2.5418	-2.0700
1737.0000	1.8062	-2.2900
1738.0000	0.6148	-2.5200
1739.0000	-0.7078	-2.5900
1740.0000	-1.8444	-2.2700
1741.0000	-2.5620	-1.4400
1742.0000	-2.7519	-0.3100
1743.0000	-2.4320	0.7010
1744.0000	-1.7204	1.2200
1745.0000	-0.7963	1.1300
1746.0000	0.1402	0.7030
1747.0000	0.9000	0.3370
1748.0000	1.3257	0.3360
1749.0000	1.3441	0.6980
1750.0000	0.9974	1.1700
1751.0000	0.4324	1.3900
1752.0000	-0.1466	1.2100
1753.0000	-0.5437	0.7150
1754.0000	-0.6295	0.1680
1755.0000	-0.4065	-0.1920
1756.0000	-0.0138	-0.2990
1757.0000	0.3345	-0.2690
1758.0000	0.4427	-0.2910
1759.0000	0.2185	-0.4730
1760.0000	-0.2756	-0.7740
1761.0000	-0.8260	-1.0200
1762.0000	-1.1598	-1.0400
1763.0000	-1.0636	-0.7830
1764.0000	-0.4799	-0.3260
1765.0000	0.4560	0.1670
1766.0000	1.4451	0.5350
1767.0000	2.1307	0.7050
1768.0000	2.2464	0.7030
1769.0000	1.7225	0.6220
1770.0000	0.7152	0.5260
1771.0000	-0.4486	0.4110
1772.0000	-1.3858	0.2420
1773.0000	-1.8036	0.0054
1774.0000	-1.6104	-0.2510
1775.0000	-0.9370	-0.4340
1776.0000	-0.0786	-0.4730
1777.0000	0.6193	-0.3750
1778.0000	0.8967	-0.2210
1779.0000	0.6703	-0.0946
1780.0000	0.0517	-0.0066
1781.0000	-0.7062	0.1050
1782.0000	-1.3118	0.2890
1783.0000	-1.5504	0.5240
1784.0000	-1.3502	0.7250
1785.0000	-0.7907	0.7940
1786.0000	-0.0633	0.6720
1787.0000	0.6029	0.3590
1788.0000	1.0258	-0.0891
1789.0000	1.1241	-0.5470
1790.0000	0.9287	-0.8020
1791.0000	0.5559	-0.6480
1792.0000	0.1617	-0.0143
1793.0000	-0.1051	0.8540
1794.0000	-0.1498	1.3800
1795.0000	0.0422	0.9120
1796.0000	0.4016	-0.7980
1797.0000	0.7909	-3.2700
1798.0000	1.0381	-5.3800
1799.0000	0.9891	-5.9600
1800.0000	0.5633	-4.5300
1801.0000	-0.2027	-1.6800
1802.0000	-1.1370	1.2500
1803.0000	-1.9607	3.0500
1804.0000	-2.3704	3.4000
1805.0000	-2.1361	3.0400
1806.0000	-1.1934	3.1600
1807.0000	0.3068	4.3500
1808.0000	2.0142	6.1000
1809.0000	3.4645	7.0400
1810.0000	4.2101	5.9300
1811.0000	3.9748	2.6400
1812.0000	2.7531	-1.6600
1813.0000	0.8127	-5.1200
1814.0000	-1.3768	-6.4500
1815.0000	-3.2795	-5.6400
1816.0000	-4.4478	-3.8100
1817.0000	-4.6468	-2.3000
1818.0000	-3.9078	-1.7600
1819.0000	-2.4954	-1.7900
1820.0000	-0.7988	-1.5400
1821.0000	0.7853	-0.4750
1822.0000	1.9604	1.1200
1823.0000	2.5888	2.3600
1824.0000	2.6937	2.5500
1825.0000	2.4071	1.7300
1826.0000	1.9057	0.5970
1827.0000	1.3580	-0.0628
1828.0000	0.8840	-0.0028
1829.0000	0.5392	0.3630
1830.0000	0.3216	0.3730
1831.0000	0.1905	-0.2260
1832.0000	0.0887	-1.0700
1833.0000	-0.0370	-1.4900
1834.0000	-0.2187	-1.1200
1835.0000	-0.4575	-0.2160
1836.0000	-0.7191	0.5410
1837.0000	-0.9403	0.6090
1838.0000	-1.0470	0.0465
1839.0000	-0.9796	-0.5600
1840.0000	-0.7189	-0.5470
1841.0000	-0.3028	0.2120
1842.0000	0.1759	1.2200
1843.0000	0.5897	1.7600
1844.0000	0.8077	1.4400
1845.0000	0.7342	0.5080
1846.0000	0.3417	-0.3650
1847.0000	-0.3134	-0.5930
1848.0000	-1.1007	-0.1150
1849.0000	-1.8462	0.6130
1850.0000	-2.3709	0.9450
1851.0000	-2.5319	0.6270
1852.0000	-2.2564	-0.1010
1853.0000	-1.5590	-0.7060
1854.0000	-0.5502	-0.7610
1855.0000	0.5855	-0.2330
1856.0000	1.6266	0.5110
1857.0000	2.3632	0.9620
1858.0000	2.6374	0.7810
1859.0000	2.3856	-0.0185
1860.0000	1.6696	-1.0700
1861.0000	0.6681	-1.9000
1862.0000	-0.3639	-2.1400
1863.0000	-1.1619	-1.7100
1864.0000	-1.5251	-0.8480
1865.0000	-1.3761	0.0338
1866.0000	-0.7840	0.5760
1867.0000	0.0450	0.6710
1868.0000	0.8313	0.4980
1869.0000	1.3100	0.3650
1870.0000	1.3124	0.4750
1871.0000	0.8280	0.7710
1872.0000	0.0110	0.9900
1873.0000	-0.8742	0.8730
1874.0000	-1.5447	0.3640
1875.0000	-1.7921	-0.3350
1876.0000	-1.5501	-0.8890
1877.0000	-0.9298	-1.0400
1878.0000	-0.1772	-0.7570
1879.0000	0.4207	-0.1900
1880.0000	0.6414	0.3910
1881.0000	0.4079	0.7770
1882.0000	-0.1785	0.8620
1883.0000	-0.8670	0.6470
1884.0000	-1.3461	0.2260
1885.0000	-1.3588	-0.2540
1886.0000	-0.7970	-0.6210
1887.0000	0.2489	-0.7340
1888.0000	1.5081	-0.5480
1889.0000	2.6240	-0.1570
1890.0000	3.2715	0.2400
1891.0000	3.2607	0.4440
1892.0000	2.5946	0.3760
1893.0000	1.4663	0.1400
1894.0000	0.1945	-0.0501
1895.0000	-0.8782	-0.0139
1896.0000	-1.5052	0.2590
1897.0000	-1.5961	0.5940
1898.0000	-1.2278	0.7500
1899.0000	-0.6052	0.5930
1900.0000	0.0280	0.1870
1901.0000	0.4754	-0.2670
1902.0000	0.6328	-0.5640
1903.0000	0.5033	-0.6400
1904.0000	0.1815	-0.5750
1905.0000	-0.1868	-0.4980
1906.0000	-0.4731	-0.4720
1907.0000	-0.6117	-0.4540
1908.0000	-0.5994	-0.3660
1909.0000	-0.4838	-0.1930
1910.0000	-0.3387	0.0041
1911.0000	-0.2335	0.1130
1912.0000	-0.2066	0.0921
1913.0000	-0.2540	0.0129
1914.0000	-0.3387	0.0076
1915.0000	-0.4063	0.1560
1916.0000	-0.4079	0.4110
1917.0000	-0.3173	0.6250
1918.0000	-0.1395	0.6580
1919.0000	0.0907	0.4830
1920.0000	0.3172	0.1970
1921.0000	0.4820	-0.0361
1922.0000	0.5431	-0.1070
1923.0000	0.4910	-0.0342
1924.0000	0.3494	0.0613
1925.0000	0.1703	0.0427
1926.0000	0.0194	-0.1540
1927.0000	-0.0458	-0.4830
1928.0000	0.0016	-0.8140
1929.0000	0.1440	-1.0000
1930.0000	0.3203	-0.9140
1931.0000	0.4466	-0.5560
1932.0000	0.4467	-0.0348
1933.0000	0.2823	0.4600
1934.0000	-0.0296	0.7440
1935.0000	-0.4185	0.7410
1936.0000	-0.7804	0.5370
1937.0000	-1.0082	0.3390
1938.0000	-1.0216	0.3400
1939.0000	-0.8154	0.5710
1940.0000	-0.4493	0.8630
1941.0000	-0.0260	0.9540
1942.0000	0.3377	0.6860
1943.0000	0.5460	0.1270
1944.0000	0.5545	-0.4550
1945.0000	0.3852	-0.7790
1946.0000	0.1194	-0.7460
1947.0000	-0.1396	-0.5100
1948.0000	-0.3017	-0.3500
1949.0000	-0.3158	-0.4510
1950.0000	-0.1849	-0.7600
1951.0000	0.0406	-1.0300
1952.0000	0.2865	-1.0100
1953.0000	0.4791	-0.6280
1954.0000	0.5686	-0.0705
1955.0000	0.5410	0.4010
1956.0000	0.4128	0.6210
1957.0000	0.2207	0.6270
1958.0000	0.0084	0.5870
1959.0000	-0.1860	0.6240
1960.0000	-0.3376	0.7000
1961.0000	-0.4363	0.6660
1962.0000	-0.4835	0.4110
1963.0000	-0.4913	-0.0064
1964.0000	-0.4767	-0.3760
1965.0000	-0.4585	-0.4970
1966.0000	-0.4517	-0.3410
1967.0000	-0.4618	-0.0679
1968.0000	-0.4816	0.1060
1969.0000	-0.4881	0.0833
1970.0000	-0.4511	-0.0519
1971.0000	-0.3462	-0.1250
1972.0000	-0.1706	-0.0328
1973.0000	0.0495	0.1640
1974.0000	0.2654	0.2900
1975.0000	0.4218	0.2100
1976.0000	0.4786	-0.0586
1977.0000	0.4316	-0.3590
1978.0000	0.3177	-0.5180
1979.0000	0.1976	-0.4700
1980.0000	0.1215	-0.2900
1981.0000	0.1017	-0.1070
1982.0000	0.1008	-0.0027
1983.0000	0.0506	0.0240
1984.0000	-0.1050	0.0264
1985.0000	-0.3596	0.0551
1986.0000	-0.6127	0.1330
1987.0000	-0.6833	0.2690
1988.0000	-0.3765	0.4690
1989.0000	0.4157	0.7180
1990.0000	1.6338	0.9590
1991.0000	3.0133	1.0600
1992.0000	4.1235	0.9000
1993.0000	4.4937	0.4580
1994.0000	3.7908	-0.1530
1995.0000	1.9799	-0.7420
1996.0000	-0.5989	-1.1500
1997.0000	-3.3010	-1.3200
1998.0000	-5.3647	-1.3200
1999.0000	-6.1412	-1.2200
2000.0000	-5.3225	-1.0700
2001.0000	-3.0722	-0.8310
2002.0000	-0.0014	-0.4570
2003.0000	3.0120	0.0321
2004.0000	5.0962	0.5510
2005.0000	5.6565	0.9830
2006.0000	4.5628	1.2300
2007.0000	2.1844	1.2400
2008.0000	-0.7588	0.9940
2009.0000	-3.4129	0.5390
2010.0000	-5.0598	-0.0235
2011.0000	-5.3350	-0.5300
2012.0000	-4.2953	-0.8100
2013.0000	-2.3661	-0.7650
2014.0000	-0.1862	-0.4350
2015.0000	1.6077	0.0203
2016.0000	2.5858	0.4130
2017.0000	2.6202	0.6350
2018.0000	1.8821	0.7010
2019.0000	0.7560	0.7090
2020.0000	-0.3063	0.7170
2021.0000	-0.9460	0.7100
2022.0000	-1.0078	0.6070
2023.0000	-0.5541	0.3390
2024.0000	0.1759	-0.0700
2025.0000	0.8649	-0.4980
2026.0000	1.2385	-0.7960
2027.0000	1.1648	-0.8880
2028.0000	0.6820	-0.8100
2029.0000	-0.0230	-0.6730
2030.0000	-0.6820	-0.5700
2031.0000	-1.0462	-0.5190
2032.0000	-0.9715	-0.4830
2033.0000	-0.4627	-0.4170
2034.0000	0.3284	-0.3190
2035.0000	1.1521	-0.2130
2036.0000	1.7433	-0.1030
2037.0000	1.9169	0.0631
2038.0000	1.6167	0.3440
2039.0000	0.9302	0.7280
2040.0000	0.0616	1.0900
2041.0000	-0.7354	1.2000
2042.0000	-1.2393	0.9300
2043.0000	-1.3298	0.3430
2044.0000	-1.0182	-0.3230
2045.0000	-0.4375	-0.7750
2046.0000	0.2014	-0.8440
2047.0000	0.6770	-0.5830
2048.0000	0.8188	-0.2120
2049.0000	0.5536	0.0437
2050.0000	-0.0765	0.0645
2051.0000	-0.9261	-0.0454
2052.0000	-1.7941	-0.1000
2053.0000	-2.4750	0.0315
2054.0000	-2.8058	0.3310
2055.0000	-2.7038	0.6470
2056.0000	-2.1881	0.8050
2057.0000	-1.3778	0.7410
2058.0000	-0.4561	0.5420
2059.0000	0.3963	0.3680
2060.0000	1.0255	0.3470
2061.0000	1.3421	0.4020
2062.0000	1.3444	0.3420
2063.0000	1.1191	-0.0018
2064.0000	0.8158	-0.6330
2065.0000	0.5827	-1.3600
2066.0000	0.5237	-1.9400
2067.0000	0.6710	-2.1900
2068.0000	0.9722	-2.1500
2069.0000	1.3057	-1.9300
2070.0000	1.5225	-1.6200
2071.0000	1.5122	-1.1200
2072.0000	1.2396	-0.2780
2073.0000	0.7562	0.9990
2074.0000	0.1970	2.5100
2075.0000	-0.2596	3.8200
2076.0000	-0.4512	4.4700
2077.0000	-0.2908	4.2400
2078.0000	0.1935	3.2600
2079.0000	0.8575	1.9000
2080.0000	1.4822	0.5260
2081.0000	1.8418	-0.6370
2082.0000	1.7756	-1.6100
2083.0000	1.2407	-2.4900
2084.0000	0.3285	-3.3200
2085.0000	-0.7620	-3.9300
2086.0000	-1.7845	-4.0900
2087.0000	-2.5214	-3.5800
2088.0000	-2.8443	-2.4400
2089.0000	-2.7433	-0.9290
2090.0000	-2.3148	0.5680
2091.0000	-1.7154	1.6700
2092.0000	-1.1018	2.2300
2093.0000	-0.5787	2.3000
2094.0000	-0.1781	2.0800
2095.0000	0.1218	1.7700
2096.0000	0.3574	1.4700
2097.0000	0.5416	1.2100
2098.0000	0.6458	0.9790
2099.0000	0.6109	0.7810
2100.0000	0.3854	0.6260
2101.0000	-0.0278	0.5070
2102.0000	-0.5427	0.3580
2103.0000	-0.9976	0.1010
2104.0000	-1.2031	-0.2860
2105.0000	-1.0173	-0.7430
2106.0000	-0.4091	-1.1500
2107.0000	0.5203	-1.4200
2108.0000	1.5508	-1.5200
2109.0000	2.4051	-1.5000
2110.0000	2.8372	-1.4600
2111.0000	2.7177	-1.3900
2112.0000	2.0950	-1.2600
2113.0000	1.1698	-0.9440
2114.0000	0.2193	-0.4130
2115.0000	-0.4770	0.2700
2116.0000	-0.7238	0.9360
2117.0000	-0.4764	1.4000
2118.0000	0.1482	1.5400
2119.0000	0.9213	1.3900
2120.0000	1.5681	1.0800
2121.0000	1.8482	0.7540
2122.0000	1.6317	0.4900
2123.0000	0.9468	0.2720
2124.0000	-0.0475	0.0596
2125.0000	-1.0961	-0.1640
2126.0000	-1.9188	-0.3580
2127.0000	-2.2958	-0.4430
2128.0000	-2.1402	-0.3600
2129.0000	-1.5319	-0.1090
2130.0000	-0.6783	0.2100
2131.0000	0.1436	0.4740
2132.0000	0.6726	0.5840
2133.0000	0.7511	0.5110
2134.0000	0.3669	0.2930
2135.0000	-0.3490	0.0049
2136.0000	-1.1655	-0.2960
2137.0000	-1.8306	-0.5930
2138.0000	-2.1643	-0.8990
2139.0000	-2.0881	-1.2000
2140.0000	-1.6316	-1.4300
2141.0000	-0.9061	-1.4600
2142.0000	-0.0647	-1.1600
2143.0000	0.7488	-0.5330
2144.0000	1.4372	0.3020
2145.0000	1.9669	1.1300
2146.0000	2.3340	1.7800
2147.0000	2.5314	2.1700
2148.0000	2.5338	2.3100
2149.0000	2.2998	2.2300
2150.0000	1.7834	1.8900
2151.0000	0.9527	1.2600
2152.0000	-0.2004	0.3350
2153.0000	-1.6250	-0.7880
2154.0000	-3.1885	-1.9000
2155.0000	-4.6795	-2.7900
2156.0000	-5.8244	-3.3300
2157.0000	-6.3174	-3.4800
2158.0000	-5.8939	-3.2800
2159.0000	-4.4215	-2.7700
2160.0000	-1.9944	-1.9500
2161.0000	1.0235	-0.8280
2162.0000	4.0502	0.5080
2163.0000	6.4156	1.8600
2164.0000	7.5446	2.9600
2165.0000	7.1322	3.6400
2166.0000	5.2737	3.8400
2167.0000	2.4528	3.6100
2168.0000	-0.6030	3.0800
2169.0000	-3.1583	2.3800
2170.0000	-4.7099	1.5000
2171.0000	-5.1186	0.4960
2172.0000	-4.6070	-0.5440
2173.0000	-3.6199	-1.4800
2174.0000	-2.6013	-2.1500
2175.0000	-1.7924	-2.5100
2176.0000	-1.1444	-2.5900
2177.0000	-0.3859	-2.5000
2178.0000	0.7925	-2.3200
2179.0000	2.5226	-2.0400
2180.0000	4.6222	-1.5900
2181.0000	6.6037	-0.9630
2182.0000	7.8336	-0.2200
2183.0000	7.7846	0.4930
2184.0000	6.2747	1.0300
2185.0000	3.5837	1.3100
2186.0000	0.3562	1.3900
2187.0000	-2.5945	1.3800
2188.0000	-4.5570	1.4200
2189.0000	-5.1555	1.5100
2190.0000	-4.4545	1.6200
2191.0000	-2.8961	1.6200
2192.0000	-1.1054	1.4200
2193.0000	0.3591	1.0200
2194.0000	1.1645	0.5450
2195.0000	1.2656	0.1290
2196.0000	0.8527	-0.1750
2197.0000	0.2282	-0.4170
2198.0000	-0.3333	-0.6930
2199.0000	-0.6733	-1.0600
2200.0000	-0.7642	-1.4800
2201.0000	-0.6693	-1.8300
2202.0000	-0.4791	-2.0000
2203.0000	-0.2633	-1.9400
2204.0000	-0.0602	-1.6700
2205.0000	0.1081	-1.2900
2206.0000	0.2131	-0.8830
2207.0000	0.2123	-0.4900
2208.0000	0.0650	-0.1230
2209.0000	-0.2372	0.2220
2210.0000	-0.6450	0.5430
2211.0000	-1.0509	0.8320
2212.0000	-1.3219	1.0500
2213.0000	-1.3501	1.1600
2214.0000	-1.0982	1.1500
2215.0000	-0.6178	1.0800
2216.0000	-0.0321	0.9940
2217.0000	0.5090	0.9310
2218.0000	0.8829	0.8620
2219.0000	1.0334	0.7310
2220.0000	0.9789	0.4800
2221.0000	0.7889	0.1830
2222.0000	0.5454	-0.0200
2223.0000	0.3074	-0.0094
2224.0000	0.0964	0.2130
2225.0000	-0.0954	0.5010
2226.0000	-0.2807	0.6470
2227.0000	-0.4555	0.5080
2228.0000	-0.5922	0.0906
2229.0000	-0.6516	-0.4760
2230.0000	-0.6061	-0.9920
2231.0000	-0.4590	-1.3600
2232.0000	-0.2493	-1.6000
2233.0000	-0.0364	-1.7400
2234.0000	0.1259	-1.8300
2235.0000	0.2145	-1.8300
2236.0000	0.2466	-1.6600
2237.0000	0.2665	-1.2900
2238.0000	0.3179	-0.7120
2239.0000	0.4148	-0.0010
2240.0000	0.5261	0.7400
2241.0000	0.5823	1.3900
2242.0000	0.5037	1.8400
2243.0000	0.2401	2.0500
2244.0000	-0.1932	2.0300
2245.0000	-0.7021	1.8600
2246.0000	-1.1411	1.6300
2247.0000	-1.3794	1.4200
2248.0000	-1.3243	1.2500
2249.0000	-0.9613	1.0800
2250.0000	-0.3719	0.8730
2251.0000	0.2826	0.6210
2252.0000	0.8166	0.3630
2253.0000	1.1089	0.1340
2254.0000	1.1109	-0.0900
2255.0000	0.8554	-0.3910
2256.0000	0.4441	-0.8600
2257.0000	0.0118	-1.5300
2258.0000	-0.3249	-2.3600
2259.0000	-0.5108	-3.1900
2260.0000	-0.5425	-3.8600
2261.0000	-0.4495	-4.1700
2262.0000	-0.2729	-3.9900
2263.0000	-0.0468	-3.2700
2264.0000	0.2081	-2.0800
2265.0000	0.4800	-0.6040
2266.0000	0.7454	0.9120
2267.0000	0.9520	2.2300
2268.0000	1.0242	3.1900
2269.0000	0.8905	3.7700
2270.0000	0.5245	4.0200
2271.0000	-0.0323	3.9700
2272.0000	-0.6691	3.6000
2273.0000	-1.2238	2.8600
2274.0000	-1.5353	1.8200
2275.0000	-1.5070	0.6370
2276.0000	-1.1344	-0.3970
2277.0000	-0.5177	-1.0400
2278.0000	0.1649	-1.1900
2279.0000	0.7184	-0.9410
2280.0000	1.0059	-0.5360
2281.0000	0.9864	-0.1700
2282.0000	0.7199	0.0732
2283.0000	0.3389	0.2110
2284.0000	-0.0028	0.2820
2285.0000	-0.1927	0.2750
2286.0000	-0.1947	0.1220
2287.0000	-0.0494	-0.2380
2288.0000	0.1522	-0.7900
2289.0000	0.3102	-1.4300
2290.0000	0.3580	-2.0400
2291.0000	0.2862	-2.4800
2292.0000	0.1325	-2.7000
2293.0000	-0.0409	-2.7100
2294.0000	-0.1746	-2.4800
2295.0000	-0.2321	-1.9900
2296.0000	-0.2063	-1.2500
2297.0000	-0.1102	-0.3390
2298.0000	0.0390	0.6060
2299.0000	0.2267	1.4400
2300.0000	0.4398	2.0300



