# IODP371 site U1508 synthetic model data 
#(Rejected model due to very poor fit to lithology, included to show constraint on the twt to the base of the borehole)
depth_m_bsf	velocity_m/s	density_Mg/m3	two-way-travel-time_(ms)	impedance
112.2828	1930.6100	1.5922	0.1221	3.0739
112.4352	1936.4400	1.5923	0.1222	3.0834
112.5876	1939.0800	1.5924	0.1224	3.0877
112.7400	1939.9600	1.5924	0.1225	3.0893
112.8924	1940.5100	1.5925	0.1227	3.0903
113.0448	1933.2500	1.5926	0.1229	3.0789
113.1972	1924.1200	1.5927	0.1230	3.0645
113.3496	1914.1100	1.5928	0.1232	3.0487
113.5020	1916.9700	1.5928	0.1233	3.0534
113.6544	1927.9700	1.5929	0.1235	3.0711
113.8068	1935.0100	1.5930	0.1236	3.0825
113.9592	1936.2200	1.5931	0.1238	3.0846
114.1116	1936.3300	1.5932	0.1240	3.0849
114.2640	1924.3400	1.5932	0.1241	3.0659
114.4164	1915.3200	1.5933	0.1243	3.0517
114.5688	1911.0300	1.5934	0.1244	3.0450
114.7212	1910.3700	1.5935	0.1246	3.0441
114.8736	1908.7200	1.5936	0.1248	3.0417
115.0260	1902.1200	1.5936	0.1249	3.0313
115.1784	1901.0200	1.5937	0.1251	3.0297
115.3308	1900.4700	1.5938	0.1252	3.0290
115.4832	1904.1000	1.5939	0.1254	3.0349
115.6356	1908.0600	1.5940	0.1256	3.0414
115.7880	1912.1300	1.5940	0.1257	3.0480
115.9404	1914.9900	1.5941	0.1259	3.0527
116.0928	1914.1100	1.5942	0.1260	3.0515
116.2452	1914.9900	1.5943	0.1262	3.0530
116.3976	1918.9500	1.5944	0.1264	3.0595
116.5500	1927.8600	1.5944	0.1265	3.0738
116.7024	1925.4400	1.5945	0.1267	3.0701
116.8548	1929.4000	1.5946	0.1268	3.0766
117.0072	1933.2500	1.5947	0.1270	3.0829
117.1596	1942.0500	1.5948	0.1271	3.0971
117.3120	1938.6400	1.5948	0.1273	3.0918
117.4644	1930.0600	1.5949	0.1275	3.0783
117.6168	1913.0100	1.5950	0.1276	3.0512
117.7692	1914.1100	1.5951	0.1278	3.0532
117.9216	1917.8500	1.5952	0.1279	3.0593
118.0740	1915.1000	1.5952	0.1281	3.0550
118.2264	1914.2200	1.5953	0.1283	3.0538
118.3788	1916.7500	1.5954	0.1284	3.0580
118.5312	1917.4100	1.5955	0.1286	3.0592
118.6836	1919.5000	1.5956	0.1287	3.0627
118.8360	1911.9100	1.5956	0.1289	3.0507
118.9884	1914.8800	1.5957	0.1290	3.0556
119.1408	1928.4100	1.5958	0.1292	3.0774
119.2932	1939.6300	1.5959	0.1294	3.0954
119.4456	1937.1000	1.5960	0.1295	3.0916
119.5980	1921.5900	1.5961	0.1297	3.0670
119.7504	1913.3400	1.5961	0.1298	3.0539
119.9028	1900.0300	1.5962	0.1300	3.0329
120.0552	1904.4300	1.5963	0.1302	3.0400
120.2076	1890.6800	1.5964	0.1303	3.0182
120.3600	1903.2200	1.5965	0.1305	3.0384
120.5124	1919.3900	1.5965	0.1306	3.0644
120.6648	1933.2500	1.5966	0.1308	3.0867
120.8172	1938.7500	1.5967	0.1310	3.0956
120.9696	1941.6100	1.5968	0.1311	3.1003
121.1220	1912.3500	1.5969	0.1313	3.0538
121.2744	1907.5100	1.5970	0.1314	3.0462
121.4268	1900.4700	1.5970	0.1316	3.0351
121.5792	1898.3800	1.5971	0.1317	3.0319
121.7316	1900.9100	1.5972	0.1319	3.0361
121.8840	1908.9400	1.5973	0.1321	3.0491
122.0364	1921.8100	1.5974	0.1322	3.0698
122.1888	1930.2800	1.5974	0.1324	3.0835
122.3412	1932.3700	1.5975	0.1325	3.0870
122.4936	1935.8900	1.5976	0.1327	3.0928
122.6460	1932.9200	1.5977	0.1329	3.0882
122.7984	1935.2300	1.5978	0.1330	3.0921
122.9508	1939.0800	1.5979	0.1332	3.0984
123.1032	1930.3900	1.5979	0.1333	3.0846
123.2556	1917.4100	1.5980	0.1335	3.0641
123.4080	1914.6600	1.5981	0.1336	3.0598
123.5604	1914.8800	1.5982	0.1338	3.0603
123.7128	1913.3400	1.5983	0.1340	3.0580
123.8652	1909.2700	1.5984	0.1341	3.0517
124.0176	1910.0400	1.5984	0.1343	3.0531
124.1700	1915.5400	1.5985	0.1344	3.0620
124.3224	1926.2100	1.5986	0.1346	3.0792
124.4748	1938.3100	1.5987	0.1348	3.0988
124.6272	1937.1000	1.5988	0.1349	3.0970
124.7796	1935.8900	1.5989	0.1351	3.0952
124.9320	1928.9600	1.5989	0.1352	3.0843
125.0844	1928.9600	1.5990	0.1354	3.0844
125.2368	1922.1400	1.5991	0.1356	3.0737
125.3892	1923.4600	1.5992	0.1357	3.0760
125.5416	1915.2100	1.5993	0.1359	3.0629
125.6940	1908.7200	1.5994	0.1360	3.0527
125.8464	1913.5600	1.5994	0.1362	3.0606
125.9988	1917.5200	1.5995	0.1363	3.0671
126.1512	1932.7000	1.5996	0.1365	3.0916
126.3036	1943.5900	1.5997	0.1367	3.1091
126.4560	1946.0100	1.5998	0.1368	3.1132
126.6084	1943.4800	1.5999	0.1370	3.1093
126.7608	1936.0000	1.5999	0.1371	3.0975
126.9132	1940.8400	1.6000	0.1373	3.1054
127.0656	1942.3800	1.6001	0.1374	3.1080
127.2180	1946.5600	1.6002	0.1376	3.1149
127.3704	1945.2400	1.6003	0.1378	3.1129
127.5228	1944.1400	1.6004	0.1379	3.1113
127.6752	1939.3000	1.6004	0.1381	3.1038
127.8276	1935.7800	1.6005	0.1382	3.0983
127.9800	1928.0800	1.6006	0.1384	3.0861
128.1324	1926.1000	1.6007	0.1385	3.0831
128.2848	1925.4400	1.6008	0.1387	3.0822
128.4372	1926.3200	1.6009	0.1389	3.0838
128.5896	1921.5900	1.6010	0.1390	3.0764
128.7420	1924.1200	1.6010	0.1392	3.0806
128.8944	1931.8200	1.6011	0.1393	3.0931
129.0468	1939.8500	1.6012	0.1395	3.1061
129.1992	1944.0300	1.6013	0.1397	3.1130
129.3516	1944.3600	1.6014	0.1398	3.1137
129.5040	1939.7400	1.6015	0.1400	3.1064
129.6564	1928.1900	1.6016	0.1401	3.0881
129.8088	1912.2400	1.6016	0.1403	3.0627
129.9612	1893.4300	1.6017	0.1404	3.0327
130.1136	1874.0700	1.6018	0.1406	3.0019
130.2660	1874.7300	1.6019	0.1408	3.0031
130.4184	1879.3500	1.6020	0.1409	3.0107
130.5708	1903.8800	1.6021	0.1411	3.0501
130.7232	1915.4300	1.6021	0.1413	3.0688
130.8756	1924.6700	1.6022	0.1414	3.0838
131.0280	1918.1800	1.6023	0.1416	3.0735
131.1804	1923.3500	1.6024	0.1417	3.0820
131.3328	1928.7400	1.6025	0.1419	3.0908
131.4852	1934.5700	1.6026	0.1420	3.1003
131.6376	1942.7100	1.6027	0.1422	3.1135
131.7900	1938.8600	1.6027	0.1424	3.1075
131.9424	1942.7100	1.6028	0.1425	3.1138
132.0948	1940.4000	1.6029	0.1427	3.1103
132.2472	1929.7300	1.6030	0.1428	3.0934
132.3996	1926.4300	1.6031	0.1430	3.0882
132.5520	1925.8800	1.6032	0.1431	3.0875
132.7044	1923.3500	1.6033	0.1433	3.0836
132.8568	1909.0500	1.6034	0.1435	3.0609
133.0092	1902.8900	1.6034	0.1436	3.0512
133.1616	1900.4700	1.6035	0.1438	3.0475
133.3140	1891.8900	1.6036	0.1439	3.0339
133.4664	1888.7000	1.6037	0.1441	3.0289
133.6188	1891.3400	1.6038	0.1443	3.0333
133.7712	1901.2400	1.6039	0.1444	3.0493
133.9236	1897.9400	1.6040	0.1446	3.0442
134.0760	1907.5100	1.6040	0.1447	3.0597
134.2284	1915.2100	1.6041	0.1449	3.0722
134.3808	1917.8500	1.6042	0.1451	3.0767
134.5332	1928.6300	1.6043	0.1452	3.0941
134.6856	1926.2100	1.6044	0.1454	3.0904
134.8380	1916.0900	1.6045	0.1455	3.0743
134.9904	1914.5500	1.6046	0.1457	3.0720
135.1428	1900.3600	1.6047	0.1459	3.0494
135.2952	1890.5700	1.6047	0.1460	3.0339
135.4476	1885.9500	1.6048	0.1462	3.0266
135.6000	1886.9400	1.6049	0.1463	3.0284
135.7524	1901.4600	1.6050	0.1465	3.0518
135.9048	1906.6300	1.6051	0.1467	3.0603
136.0572	1911.0300	1.6052	0.1468	3.0675
136.2096	1912.6800	1.6053	0.1470	3.0704
136.3620	1913.4500	1.6054	0.1471	3.0718
136.5144	1914.6600	1.6054	0.1473	3.0739
136.6668	1913.7800	1.6055	0.1475	3.0726
136.8192	1906.4100	1.6056	0.1476	3.0610
136.9716	1901.0200	1.6057	0.1478	3.0525
137.1240	1899.3700	1.6058	0.1479	3.0500
137.2764	1897.6100	1.6059	0.1481	3.0473
137.4288	1904.9800	1.6060	0.1483	3.0593
137.5812	1891.3400	1.6061	0.1484	3.0376
137.7336	1891.6700	1.6061	0.1486	3.0383
137.8860	1907.4000	1.6062	0.1487	3.0637
138.0384	1913.0100	1.6063	0.1489	3.0729
138.1908	1920.7100	1.6064	0.1491	3.0854
138.3432	1928.3000	1.6065	0.1492	3.0978
138.4956	1929.9500	1.6066	0.1494	3.1006
138.6480	1927.0900	1.6067	0.1495	3.0962
138.8004	1928.5200	1.6068	0.1497	3.0987
138.9528	1928.7400	1.6069	0.1499	3.0992
139.1052	1932.3700	1.6069	0.1500	3.1052
139.2576	1934.5700	1.6070	0.1502	3.1089
139.4100	1931.4900	1.6071	0.1503	3.1041
139.5624	1928.7400	1.6072	0.1505	3.0999
139.7148	1933.2500	1.6073	0.1506	3.1073
139.8672	1938.7500	1.6074	0.1508	3.1163
140.0196	1944.9100	1.6075	0.1510	3.1264
140.1720	1949.3100	1.6076	0.1511	3.1336
140.3244	1955.4700	1.6077	0.1513	3.1437
140.4768	1961.9600	1.6077	0.1514	3.1543
140.6292	1953.4900	1.6078	0.1516	3.1409
140.7816	1937.8700	1.6079	0.1517	3.1159
140.9340	1938.6400	1.6080	0.1519	3.1174
141.0864	1951.7300	1.6081	0.1521	3.1386
141.2388	1952.8300	1.6082	0.1522	3.1405
141.3912	1944.5800	1.6083	0.1524	3.1274
141.5436	1939.6300	1.6084	0.1525	3.1196
141.6960	1936.6600	1.6085	0.1527	3.1150
141.8484	1940.0700	1.6085	0.1528	3.1207
142.0008	1946.5600	1.6086	0.1530	3.1313
142.1532	1961.6300	1.6087	0.1531	3.1557
142.3056	1974.5000	1.6088	0.1533	3.1766
142.4580	1979.0100	1.6089	0.1535	3.1840
142.6104	1981.2100	1.6090	0.1536	3.1878
142.7628	1979.7800	1.6091	0.1538	3.1856
142.9152	1967.7900	1.6092	0.1539	3.1665
143.0676	1964.9300	1.6093	0.1541	3.1621
143.2200	1950.1900	1.6094	0.1542	3.1385
143.3724	1950.5200	1.6094	0.1544	3.1393
143.5248	1946.3400	1.6095	0.1545	3.1327
143.6772	1943.5900	1.6096	0.1547	3.1285
143.8296	1939.4100	1.6097	0.1549	3.1219
143.9820	1939.6300	1.6098	0.1550	3.1224
144.1344	1938.6400	1.6099	0.1552	3.1210
144.2868	1949.2000	1.6100	0.1553	3.1382
144.4392	1953.9300	1.6101	0.1555	3.1460
144.5916	1958.1100	1.6102	0.1556	3.1529
144.7440	1961.9600	1.6103	0.1558	3.1593
144.8964	1962.8400	1.6104	0.1560	3.1609
145.0488	1965.1500	1.6104	0.1561	3.1648
145.2012	1965.1500	1.6105	0.1563	3.1649
145.3536	1965.3700	1.6106	0.1564	3.1655
145.5060	1964.0500	1.6107	0.1566	3.1635
145.6584	1963.2800	1.6108	0.1567	3.1625
145.8108	1961.7400	1.6109	0.1569	3.1602
145.9632	1963.1700	1.6110	0.1570	3.1626
146.1156	1962.6200	1.6111	0.1572	3.1619
146.2680	1965.4800	1.6112	0.1573	3.1667
146.4204	1972.4100	1.6113	0.1575	3.1781
146.5728	1959.6500	1.6114	0.1577	3.1577
146.7252	1954.4800	1.6114	0.1578	3.1495
146.8776	1941.9400	1.6115	0.1580	3.1295
147.0300	1934.0200	1.6116	0.1581	3.1169
147.1824	1931.0500	1.6117	0.1583	3.1123
147.3348	1927.9700	1.6118	0.1584	3.1075
147.4872	1922.9100	1.6119	0.1586	3.0995
147.6396	1918.7300	1.6120	0.1588	3.0930
147.7920	1916.3100	1.6121	0.1589	3.0893
147.9444	1918.7300	1.6122	0.1591	3.0933
148.0968	1927.3100	1.6123	0.1592	3.1073
148.2492	1931.7100	1.6124	0.1594	3.1146
148.4016	1935.8900	1.6125	0.1596	3.1215
148.5540	1941.5000	1.6125	0.1597	3.1308
148.7064	1944.2500	1.6126	0.1599	3.1354
148.8588	1945.1300	1.6127	0.1600	3.1370
149.0112	1950.5200	1.6128	0.1602	3.1458
149.1636	1960.3100	1.6129	0.1603	3.1618
149.3160	1967.5700	1.6130	0.1605	3.1737
149.4684	1970.9800	1.6131	0.1606	3.1794
149.6208	1978.7900	1.6132	0.1608	3.1922
149.7732	1982.5300	1.6133	0.1610	3.1984
149.9256	1988.1400	1.6134	0.1611	3.2076
150.0780	1995.4000	1.6135	0.1613	3.2195
150.2304	2002.2200	1.6136	0.1614	3.2307
150.3828	1991.6600	1.6137	0.1616	3.2139
150.5352	1998.7000	1.6138	0.1617	3.2254
150.6876	1989.9000	1.6138	0.1619	3.2114
150.8400	1981.8700	1.6139	0.1620	3.1986
150.9924	1980.3300	1.6140	0.1622	3.1963
151.1448	1969.4400	1.6141	0.1623	3.1789
151.2972	1960.7500	1.6142	0.1625	3.1651
151.4496	1959.9800	1.6143	0.1626	3.1640
151.6020	1957.0100	1.6144	0.1628	3.1594
151.7544	1945.7900	1.6145	0.1630	3.1415
151.9068	1939.6300	1.6146	0.1631	3.1317
152.0592	1937.1000	1.6147	0.1633	3.1278
152.2116	1936.9900	1.6148	0.1634	3.1278
152.3640	1933.8000	1.6149	0.1636	3.1228
152.5164	1933.6900	1.6150	0.1637	3.1228
152.6688	1937.2100	1.6151	0.1639	3.1287
152.8212	1934.5700	1.6152	0.1641	3.1246
152.9736	1925.9900	1.6152	0.1642	3.1109
153.1260	1923.1300	1.6153	0.1644	3.1065
153.2784	1921.1500	1.6154	0.1645	3.1035
153.4308	1924.4500	1.6155	0.1647	3.1090
153.5832	1927.8600	1.6156	0.1648	3.1147
153.7356	1925.4400	1.6157	0.1650	3.1110
153.8880	1933.9100	1.6158	0.1652	3.1248
154.0404	1935.8900	1.6159	0.1653	3.1282
154.1928	1938.7500	1.6160	0.1655	3.1330
154.3452	1929.7300	1.6161	0.1656	3.1186
154.4976	1930.5000	1.6162	0.1658	3.1200
154.6500	1925.0000	1.6163	0.1660	3.1113
154.8024	1931.9300	1.6164	0.1661	3.1227
154.9548	1944.3600	1.6165	0.1663	3.1430
155.1072	1959.8700	1.6166	0.1664	3.1683
155.2596	1973.1800	1.6167	0.1666	3.1900
155.4120	1983.3000	1.6168	0.1667	3.2065
155.5644	1991.8800	1.6168	0.1669	3.2206
155.7168	2002.4400	1.6169	0.1670	3.2378
155.8692	2013.6600	1.6170	0.1672	3.2562
156.0216	2016.7400	1.6171	0.1673	3.2613
156.1740	2015.7500	1.6172	0.1675	3.2599
156.3264	2012.2300	1.6173	0.1676	3.2544
156.4788	1993.5300	1.6174	0.1678	3.2244
156.6312	1976.8100	1.6175	0.1680	3.1975
156.7836	1967.3500	1.6176	0.1681	3.1824
156.9360	1972.1900	1.6177	0.1683	3.1904
157.0884	1980.4400	1.6178	0.1684	3.2040
157.2408	1985.9400	1.6179	0.1686	3.2130
157.3932	1991.5500	1.6180	0.1687	3.2223
157.5456	1997.2700	1.6181	0.1689	3.2318
157.6980	2003.1000	1.6182	0.1690	3.2414
157.8504	2003.7600	1.6183	0.1692	3.2426
158.0028	1996.6100	1.6184	0.1693	3.2313
158.1552	1966.6900	1.6185	0.1695	3.1830
158.3076	1963.9400	1.6186	0.1696	3.1788
158.4600	1967.0200	1.6187	0.1698	3.1839
158.6124	1970.8700	1.6188	0.1700	3.1904
158.7648	1975.0500	1.6189	0.1701	3.1973
158.9172	1991.8800	1.6189	0.1703	3.2248
159.0696	2000.1300	1.6190	0.1704	3.2383
159.2220	2002.6600	1.6191	0.1706	3.2426
159.3744	2001.4500	1.6192	0.1707	3.2408
159.5268	2002.5500	1.6193	0.1709	3.2428
159.6792	2005.6300	1.6194	0.1710	3.2480
159.8316	2007.0600	1.6195	0.1712	3.2505
159.9840	1999.4700	1.6196	0.1713	3.2384
160.1364	1987.5900	1.6197	0.1715	3.2193
160.2888	1973.5100	1.6198	0.1716	3.1967
160.4412	1973.2900	1.6199	0.1718	3.1966
160.5936	1977.1400	1.6200	0.1719	3.2030
160.7460	1979.4500	1.6201	0.1721	3.2069
160.8984	1976.1500	1.6202	0.1722	3.2018
161.0508	1969.5500	1.6203	0.1724	3.1913
161.2032	1966.3600	1.6204	0.1726	3.1863
161.3556	1975.2700	1.6205	0.1727	3.2009
161.5080	1984.8400	1.6206	0.1729	3.2166
161.6604	2004.0900	1.6207	0.1730	3.2480
161.8128	2003.5400	1.6208	0.1732	3.2473
161.9652	1992.2100	1.6209	0.1733	3.2291
162.1176	1969.0000	1.6210	0.1735	3.1917
162.2700	1957.1200	1.6211	0.1736	3.1726
162.4224	1952.1700	1.6212	0.1738	3.1648
162.5748	1951.2900	1.6213	0.1739	3.1636
162.7272	1955.3600	1.6214	0.1741	3.1704
162.8796	1952.6100	1.6215	0.1743	3.1661
163.0320	1947.5500	1.6216	0.1744	3.1581
163.1844	1940.7300	1.6217	0.1746	3.1472
163.3368	1935.1200	1.6218	0.1747	3.1383
163.4892	1933.3600	1.6219	0.1749	3.1356
163.6416	1933.6900	1.6220	0.1750	3.1364
163.7940	1944.4700	1.6221	0.1752	3.1540
163.9464	1943.8100	1.6221	0.1754	3.1532
164.0988	1946.5600	1.6222	0.1755	3.1578
164.2512	1951.1800	1.6223	0.1757	3.1655
164.4036	1965.7000	1.6224	0.1758	3.1892
164.5560	1988.0300	1.6225	0.1760	3.2257
164.7084	1998.4800	1.6226	0.1761	3.2428
164.8608	2000.5700	1.6227	0.1763	3.2464
165.0132	2002.9900	1.6228	0.1764	3.2505
165.1656	2002.7700	1.6229	0.1766	3.2504
165.3180	1998.5900	1.6230	0.1767	3.2438
165.4704	1986.6000	1.6231	0.1769	3.2245
165.6228	1966.5800	1.6232	0.1770	3.1922
165.7752	1946.6700	1.6233	0.1772	3.1601
165.9276	1928.7400	1.6234	0.1774	3.1312
166.0800	1921.9200	1.6235	0.1775	3.1203
166.2324	1919.8300	1.6236	0.1777	3.1171
166.3848	1921.3700	1.6237	0.1778	3.1198
166.5372	1929.5100	1.6238	0.1780	3.1332
166.6896	1936.0000	1.6239	0.1782	3.1439
166.8420	1940.5100	1.6240	0.1783	3.1514
166.9944	1956.1300	1.6241	0.1785	3.1770
167.1468	1970.2100	1.6242	0.1786	3.2001
167.2992	1978.3500	1.6243	0.1788	3.2135
167.4516	1984.1800	1.6244	0.1789	3.2231
167.6040	1987.1500	1.6245	0.1791	3.2282
167.7564	1982.9700	1.6246	0.1792	3.2216
167.9088	1977.9100	1.6247	0.1794	3.2135
168.0612	1974.2800	1.6248	0.1795	3.2078
168.2136	1972.4100	1.6249	0.1797	3.2050
168.3660	1972.9600	1.6250	0.1799	3.2061
168.5184	1980.3300	1.6251	0.1800	3.2183
168.6708	1969.6600	1.6252	0.1802	3.2011
168.8232	1957.0100	1.6253	0.1803	3.1808
168.9756	1940.5100	1.6254	0.1805	3.1541
169.1280	1925.0000	1.6255	0.1806	3.1291
169.2804	1909.1600	1.6256	0.1808	3.1036
169.4328	1903.1100	1.6257	0.1810	3.0939
169.5852	1900.6900	1.6258	0.1811	3.0902
169.7376	1897.2800	1.6259	0.1813	3.0848
169.8900	1902.4500	1.6260	0.1814	3.0934
170.0424	1906.0800	1.6261	0.1816	3.0995
170.1948	1916.4200	1.6262	0.1818	3.1165
170.3472	1949.8600	1.6263	0.1819	3.1711
170.4996	1969.1100	1.6264	0.1821	3.2026
170.6520	1997.1600	1.6265	0.1822	3.2484
170.8044	2005.1900	1.6266	0.1824	3.2617
170.9568	2007.2800	1.6267	0.1825	3.2653
171.1092	2003.5400	1.6268	0.1827	3.2594
171.2616	1990.7800	1.6269	0.1828	3.2388
171.4140	1995.1800	1.6270	0.1830	3.2462
171.5664	1986.1600	1.6271	0.1831	3.2317
171.7188	1976.4800	1.6272	0.1833	3.2162
171.8712	1977.3600	1.6273	0.1834	3.2178
172.0236	1971.4200	1.6274	0.1836	3.2083
172.1760	1969.0000	1.6275	0.1838	3.2046
172.3284	1964.2700	1.6276	0.1839	3.1971
172.4808	1943.1500	1.6277	0.1841	3.1629
172.6332	1932.3700	1.6278	0.1842	3.1456
172.7856	1928.5200	1.6279	0.1844	3.1395
172.9380	1929.6200	1.6280	0.1845	3.1415
173.0904	1935.4500	1.6281	0.1847	3.1512
173.2428	1946.1200	1.6282	0.1848	3.1687
173.3952	1953.1600	1.6283	0.1850	3.1804
173.5476	1953.7100	1.6284	0.1852	3.1815
173.7000	1949.0900	1.6285	0.1853	3.1742
173.8524	1952.6100	1.6286	0.1855	3.1801
174.0048	1952.6100	1.6287	0.1856	3.1803
174.1572	1958.1100	1.6288	0.1858	3.1894
174.3096	1960.7500	1.6289	0.1859	3.1939
174.4620	1965.0400	1.6290	0.1861	3.2011
174.6144	1957.7800	1.6291	0.1863	3.1895
174.7668	1952.3900	1.6292	0.1864	3.1809
174.9192	1948.1000	1.6293	0.1866	3.1741
175.0716	1944.1400	1.6294	0.1867	3.1679
175.2240	1942.3800	1.6296	0.1869	3.1652
