# IODP371 site U1508 seismic and synthetic trace data 
#(Rejected model due to very poor fit to lithology, included to show constraint on the twt to the base of the borehole)
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
2332.0000	-0.3868	0.1107
2336.0000	-0.4970	0.0738
2340.0000	-0.6365	0.0738
2344.0000	-0.1169	0.0000
2348.0000	0.5091	-0.0738
2352.0000	0.5251	-0.0369
2356.0000	0.5355	0.0000
2360.0000	0.2738	-0.0369
2364.0000	-0.6369	0.0000
2368.0000	-0.7537	0.0369
2372.0000	-0.0262	0.0000
2376.0000	0.2974	-0.0369
2380.0000	0.3972	0.1844
2384.0000	0.5650	0.4795
2388.0000	0.4046	0.1844
2392.0000	-0.1230	-0.5533
2396.0000	-0.4246	-0.6639
2400.0000	-0.5454	-0.1475
2404.0000	-0.6825	0.1475
2408.0000	-0.3772	0.1844
2412.0000	-0.0974	0.1475
2416.0000	0.2173	0.0369
2420.0000	0.6601	0.1107
2424.0000	0.2504	0.2951
2428.0000	0.0870	0.0000
2432.0000	0.5933	-0.3689
2436.0000	0.3771	-0.1844
2440.0000	-0.1700	0.1844
2444.0000	-0.3015	0.0738
2448.0000	-0.4583	-0.1844
2452.0000	-0.7505	-0.0738
2456.0000	-0.2739	0.2951
2460.0000	0.7869	0.3320
2464.0000	0.8712	0.0738
2468.0000	0.1110	-0.0738
2472.0000	-0.7280	-0.0738
2476.0000	-1.3868	-0.2582
2480.0000	-0.4742	-0.3689
2484.0000	1.7071	-0.1844
2488.0000	1.6397	0.0738
2492.0000	-0.7421	0.0738
2496.0000	-1.3281	-0.0369
2500.0000	0.0333	-0.2213
2504.0000	0.4169	-0.3320
2508.0000	-0.1614	0.4057
2512.0000	0.1063	1.4385
2516.0000	0.8324	1.1434
2520.0000	0.2633	-0.3689
2524.0000	-1.0662	-1.2910
2528.0000	-0.9575	-0.9221
2532.0000	0.2919	-0.5164
2536.0000	0.7519	-0.2951
2540.0000	0.4464	0.2951
2544.0000	0.0334	0.9221
2548.0000	-0.5419	0.7746
2552.0000	-0.4927	-0.1107
2556.0000	0.2826	-0.5164
2560.0000	0.2949	-0.0369
2564.0000	-0.1959	0.4795
2568.0000	0.1098	0.0738
2572.0000	0.4504	-0.6270
2576.0000	0.2249	-0.6270
2580.0000	-0.1572	0.0369
2584.0000	-0.6010	0.2582
2588.0000	-0.4744	-0.1107
2592.0000	0.1385	-0.1107
2596.0000	0.1669	0.4057
2600.0000	-0.0284	0.7008
2604.0000	0.3916	0.2213
2608.0000	0.6056	-0.4057
2612.0000	-0.0293	-0.4795
2616.0000	-0.5385	-0.0738
2620.0000	-0.3012	0.1844
2624.0000	0.1322	0.1844
2628.0000	-0.0109	0.1107
2632.0000	-0.3951	-0.1475
2636.0000	-0.2756	-0.2951
2640.0000	0.0619	-0.1107
2644.0000	0.6883	0.1107
2648.0000	1.3592	0.1844
2652.0000	0.6776	0.1844
2656.0000	-0.9785	0.0369
2660.0000	-1.7597	-0.3689
2664.0000	-1.0539	-0.6270
2668.0000	0.1643	-0.4795
2672.0000	0.8075	0.1107
2676.0000	0.8480	0.7008
2680.0000	0.5437	0.8484
2684.0000	-0.0606	0.4426
2688.0000	-0.2916	-0.0369
2692.0000	-0.0002	-0.2213
2696.0000	0.0717	-0.2213
2700.0000	-0.3008	-0.2213
2704.0000	-0.4984	-0.0369
2708.0000	0.3157	0.1107
2712.0000	0.8228	-0.0738
2716.0000	-0.3579	-0.3689
2720.0000	-1.1556	-0.2582
2724.0000	-0.0310	0.1107
2728.0000	1.0913	0.2582
2732.0000	0.4821	0.0000
2736.0000	-0.4399	-0.1844
2740.0000	-0.8266	-0.0738
2744.0000	-0.7051	0.0738
2748.0000	0.6690	0.0738
2752.0000	1.2149	0.1475
2756.0000	-0.4165	0.2951
2760.0000	-0.7492	0.2951
2764.0000	1.2739	0.0369
2768.0000	1.5404	-0.1475
2772.0000	-1.0167	-0.0369
2776.0000	-2.2473	-0.0369
2780.0000	-0.7603	-0.4057
2784.0000	0.7525	-0.6270
2788.0000	0.7760	-0.4057
2792.0000	0.1966	0.0738
2796.0000	0.1075	0.4426
2800.0000	0.0947	0.5533
2804.0000	-0.2139	0.3320
2808.0000	-0.1219	-0.1107
2812.0000	0.4735	-0.3320
2816.0000	0.5339	-0.0369
2820.0000	-0.4519	0.4426
2824.0000	-0.9999	0.4795
2828.0000	-0.1503	0.1107
2832.0000	0.6004	-0.2951
2836.0000	0.3559	-0.6639
2840.0000	0.0956	-0.6639
2844.0000	0.0032	-0.3320
2848.0000	-0.4860	0.0738
2852.0000	-0.4558	0.2582
2856.0000	0.2966	0.2213
2860.0000	0.4589	0.0738
2864.0000	0.2359	-0.0738
2868.0000	0.4073	-0.0738
2872.0000	0.0979	0.1844
2876.0000	-0.9048	0.5164
2880.0000	-1.0273	0.8115
2884.0000	-0.0580	0.8484
2888.0000	0.5887	0.2582
2892.0000	0.4992	-0.5164
2896.0000	0.2074	-0.7008
2900.0000	0.2125	-0.3689
2904.0000	0.4400	-0.1475
2908.0000	0.1951	-0.1475
2912.0000	-0.6035	0.0738
2916.0000	-0.9322	0.1475
2920.0000	-0.3585	-0.5533
2924.0000	0.3971	-0.9221
2928.0000	0.5430	-0.1107
2932.0000	-0.1515	0.5164
2936.0000	-0.6672	0.1107
2940.0000	-0.1103	-0.1107
2944.0000	0.7080	0.2213
2948.0000	0.6048	0.1475
2952.0000	0.1476	-0.2582
2956.0000	0.1817	-0.2213
2960.0000	-0.2745	0.1475
2964.0000	-0.8359	0.2582
2968.0000	-0.2428	0.2582
2972.0000	0.2484	0.2582
2976.0000	0.2059	0.1475
2980.0000	0.4281	-0.1107
2984.0000	0.1273	-0.1475
2988.0000	-0.8884	0.0000
2992.0000	-0.8247	0.1475
2996.0000	0.4599	0.0369





