# IODP371 site U1509 physical property data
#Raw data		
depth_m_bsf	velocity_m/s	density_Mg/m3
435.4800	1798.0000	1.7410
442.9400	1831.0000	1.7807
444.3400	1793.0000	1.7728
445.5300	1867.0000	1.7740
445.9700	1798.0000	1.7788
447.1900	1816.0000	1.7980
447.9800	1813.0000	1.8084
452.0900	1828.0000	1.7903
453.1400	1856.0000	1.7826
454.5900	1844.0000	1.7741
455.9200	1875.0000	1.7649
456.7100	1847.0000	1.7571
457.4300	1808.0000	1.7477
458.6200	1831.0000	1.7267
461.1400	1822.0000	1.6775
462.9700	1807.0000	1.6574
463.8700	1795.0000	1.6572
464.0100	1865.0000	1.6579
472.8300	1827.0000	1.7261
473.5500	1832.0000	1.7187
474.7600	1835.0000	1.7273
475.6300	1844.0000	1.7543
477.4600	1856.0000	1.7286
478.5000	1828.0000	1.6257
479.0400	1842.0000	1.6143
480.6300	1879.0000	1.8458
482.3900	1863.0000	1.7961
482.7700	1885.0000	1.7630
484.3400	1861.0000	1.6974
485.4700	1893.0000	1.6910
489.8800	1892.0000	1.7109
493.3600	1831.0000	1.7888
499.8600	1841.0000	1.7053
500.9200	1860.0000	1.7064
509.1000	1795.0000	1.7464
510.5700	1818.0000	1.7562
514.8900	1810.0000	1.7254
519.1300	1808.0000	1.7047
522.2000	1795.0000	1.7080
524.9800	1763.0000	1.7198
529.9600	1801.0000	1.7508
531.2600	1851.0000	1.7561
534.2000	1836.0000	1.7366
538.3700	1814.0000	1.7307
541.0000	1827.0000	1.7377
547.5700	1886.0000	1.7710
550.9000	1901.0000	1.8419
553.1700	1885.0000	1.8327
557.2100	1906.0000	1.8097
560.5800	1837.0000	1.7834
564.1000	1864.0000	1.7796
567.1400	1882.0000	1.8195
570.1600	1792.0000	1.8021
572.7300	1903.0000	1.7831
576.6900	1955.0000	1.8164
577.5200	1948.0000	1.8180
579.4500	1915.0000	1.8087
580.9600	1932.0000	1.7964
582.5400	1885.0000	1.7918
583.6600	1888.0000	1.7974
584.3000	1863.0000	1.7979
585.7200	1875.0000	1.7822
586.8900	1921.0000	1.7783
588.0800	1893.0000	1.7857
589.8500	1907.0000	1.8040
591.7300	1889.0000	1.8119
592.5300	1907.0000	1.8057
593.5800	1860.0000	1.7880
595.6100	1918.0000	1.7648
597.3100	1916.0000	1.7930
598.3600	1893.0000	1.8137
600.4200	1919.0000	1.8163
601.6000	1933.0000	1.8062
603.2800	1936.0000	1.7977
604.3800	1940.0000	1.8018
605.5900	1947.0000	1.8113
606.1700	1893.0000	1.8106
608.1500	1900.0000	1.7954
615.1200	1899.0000	1.7954
616.0000	1890.0000	1.7713
616.8600	1909.0000	1.7470
624.3300	1854.0000	1.7522
625.4900	1924.0000	1.7679
625.8100	1828.0000	1.7720
626.0900	1827.0000	1.7756
636.2900	1832.0000	1.7289
643.7700	1864.0000	1.7529
646.2800	1862.0000	1.7740
649.8000	1885.0000	1.7610
651.9500	1833.0000	1.7570
652.7900	1827.0000	1.7570
655.7300	1851.0000	1.7479
658.4500	1819.0000	1.7490
662.5800	1883.0000	1.7608
665.4800	1854.0000	1.7779
668.1300	1841.0000	1.7541
670.8500	1863.0000	1.7684
672.4200	1862.0000	1.7770
675.2100	1864.0000	1.7569
678.1000	1815.0000	1.7349
681.5700	1831.0000	1.7139
684.3300	1828.0000	1.7394
687.1800	1847.0000	1.7394
689.0800	1828.0000	1.7394
