# IODP371 site U1509 seismic and synthetic trace data
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
4023.0000	0.4809	0.3128
4024.0000	0.1286	0.3419
4025.0000	-0.3599	0.2324
4026.0000	-0.8964	0.1175
4027.0000	-1.3709	0.1520
4028.0000	-1.6765	0.3865
4029.0000	-1.7348	0.7086
4030.0000	-1.5154	0.9094
4031.0000	-1.0441	0.8324
4032.0000	-0.3981	0.5212
4033.0000	0.3098	0.1833
4034.0000	0.9561	0.0207
4035.0000	1.4321	0.0692
4036.0000	1.6667	0.1765
4037.0000	1.6402	0.1389
4038.0000	1.3858	-0.1223
4039.0000	0.9792	-0.4943
4040.0000	0.5194	-0.7468
4041.0000	0.1066	-0.7209
4042.0000	-0.1792	-0.4557
4043.0000	-0.2942	-0.1496
4044.0000	-0.2373	-0.0093
4045.0000	-0.0476	-0.1076
4046.0000	0.2073	-0.3512
4047.0000	0.4483	-0.5640
4048.0000	0.6027	-0.6125
4049.0000	0.6192	-0.4837
4050.0000	0.4777	-0.2551
4051.0000	0.1919	-0.0497
4052.0000	-0.1950	0.0749
4053.0000	-0.6199	0.1426
4054.0000	-1.0128	0.2201
4055.0000	-1.3101	0.3563
4056.0000	-1.4658	0.5443
4057.0000	-1.4586	0.7307
4058.0000	-1.2948	0.8597
4059.0000	-1.0053	0.9202
4060.0000	-0.6387	0.9185
4061.0000	-0.2510	0.8904
4062.0000	0.1049	0.8301
4063.0000	0.3881	0.6808
4064.0000	0.5773	0.3689
4065.0000	0.6729	-0.1368
4066.0000	0.6948	-0.7770
4067.0000	0.6757	-1.4048
4068.0000	0.6517	-1.8401
4069.0000	0.6510	-1.9724
4070.0000	0.6855	-1.7277
4071.0000	0.7458	-1.2342
4072.0000	0.8026	-0.6843
4073.0000	0.8132	-0.2367
4074.0000	0.7334	0.0725
4075.0000	0.5313	0.3312
4076.0000	0.1991	0.6544
4077.0000	-0.2393	1.0612
4078.0000	-0.7281	1.4209
4079.0000	-1.1872	1.5524
4080.0000	-1.5274	1.2751
4081.0000	-1.6688	0.6943
4082.0000	-1.5606	0.0998
4083.0000	-1.1943	-0.2221
4084.0000	-0.6094	-0.1904
4085.0000	0.1100	0.0303
4086.0000	0.8498	0.1780
4087.0000	1.4876	0.1094
4088.0000	1.9163	-0.0912
4089.0000	2.0658	-0.2081
4090.0000	1.9167	-0.0517
4091.0000	1.5024	0.3188
4092.0000	0.9012	0.6480
4093.0000	0.2196	0.6819
4094.0000	-0.4283	0.3467
4095.0000	-0.9431	-0.2230
4096.0000	-1.2583	-0.8077
4097.0000	-1.3498	-1.2510
4098.0000	-1.2368	-1.5151
4099.0000	-0.9723	-1.6335
4100.0000	-0.6289	-1.5782
4101.0000	-0.2819	-1.3140
4102.0000	0.0058	-0.8258
4103.0000	0.1939	-0.2044
4104.0000	0.2691	0.3765
4105.0000	0.2428	0.7688
4106.0000	0.1450	0.9504
4107.0000	0.0148	1.0209
4108.0000	-0.1085	1.0979
4109.0000	-0.1928	1.1970
4110.0000	-0.2177	1.2352
4111.0000	-0.1764	1.0567
4112.0000	-0.0746	0.6337
4113.0000	0.0712	0.0992
4114.0000	0.2375	-0.3414
4115.0000	0.3958	-0.5540
4116.0000	0.5170	-0.5527
4117.0000	0.5744	-0.4586
4118.0000	0.5482	-0.3838
4119.0000	0.4302	-0.3373
4120.0000	0.2269	-0.2510
4121.0000	-0.0384	-0.0083
4122.0000	-0.3273	0.3908
4123.0000	-0.5912	0.8129
4124.0000	-0.7800	1.0701
4125.0000	-0.8519	1.0415
4126.0000	-0.7838	0.7373
4127.0000	-0.5797	0.2754
4128.0000	-0.2730	-0.2069
4129.0000	0.0781	-0.6282
4130.0000	0.4016	-0.9731
4131.0000	0.6273	-1.2571
4132.0000	0.7026	-1.4682
4133.0000	0.6065	-1.5638
4134.0000	0.3559	-1.5125
4135.0000	0.0047	-1.3269
4136.0000	-0.3680	-1.0476
4137.0000	-0.6758	-0.6998
4138.0000	-0.8452	-0.2672
4139.0000	-0.8337	0.2683
4140.0000	-0.6403	0.9080
4141.0000	-0.3066	1.5256
4142.0000	0.0929	1.9732
4143.0000	0.4689	2.1534
4144.0000	0.7393	2.0704
4145.0000	0.8490	1.7964
4146.0000	0.7835	1.4028
4147.0000	0.5712	0.9169
4148.0000	0.2755	0.3443
4149.0000	-0.0226	-0.2755
4150.0000	-0.2456	-0.8396
4151.0000	-0.3405	-1.2186
4152.0000	-0.2921	-1.3632
4153.0000	-0.1258	-1.3310
4154.0000	0.1002	-1.2354
4155.0000	0.3117	-1.1560
4156.0000	0.4398	-1.0933
4157.0000	0.4401	-0.9970
4158.0000	0.3056	-0.8288
4159.0000	0.0696	-0.6046
4160.0000	-0.2028	-0.3378
4161.0000	-0.4330	-0.0459
4162.0000	-0.5506	0.3048
4163.0000	-0.5134	0.7541
4164.0000	-0.3205	1.2797
4165.0000	-0.0144	1.7639
4166.0000	0.3271	2.0349
4167.0000	0.6093	1.9578
4168.0000	0.7427	1.5125
4169.0000	0.6668	0.8227
4170.0000	0.3659	0.0512
4171.0000	-0.1235	-0.5972
4172.0000	-0.7197	-1.0309
4173.0000	-1.3106	-1.2703
4174.0000	-1.7767	-1.3933
4175.0000	-2.0142	-1.4586
4176.0000	-1.9560	-1.4580
4177.0000	-1.5848	-1.3350
4178.0000	-0.9389	-1.0498
4179.0000	-0.1062	-0.6421
4180.0000	0.7914	-0.2236
4181.0000	1.6194	0.0660
4182.0000	2.2522	0.1959
4183.0000	2.5938	0.2616
4184.0000	2.5923	0.4083
4185.0000	2.2482	0.7109
4186.0000	1.6142	1.1082
4187.0000	0.7896	1.4430
4188.0000	-0.0961	1.5763
4189.0000	-0.9037	1.4702
4190.0000	-1.5075	1.2041
4191.0000	-1.8177	0.8840
4192.0000	-1.7959	0.5641
4193.0000	-1.4651	0.2469
4194.0000	-0.9069	-0.0628
4195.0000	-0.2492	-0.3189
4196.0000	0.3574	-0.4665
4197.0000	0.7692	-0.5096
4198.0000	0.8809	-0.5395
4199.0000	0.6508	-0.6642
4200.0000	0.1145	-0.9630
4201.0000	-0.6175	-1.3277
4202.0000	-1.3784	-1.5903
4203.0000	-1.9780	-1.6285
4204.0000	-2.2423	-1.4469
4205.0000	-2.0537	-1.1516
4206.0000	-1.3827	-0.8406
4207.0000	-0.2983	-0.5101
4208.0000	1.0406	-0.0660
4209.0000	2.4129	0.5568
4210.0000	3.5780	1.3022
4211.0000	4.3235	1.9017
4212.0000	4.5083	2.0738
4213.0000	4.0917	1.6936
4214.0000	3.1458	0.8934
4215.0000	1.8330	0.0071
4216.0000	0.3728	-0.6114
4217.0000	-1.0010	-0.7735
4218.0000	-2.0860	-0.5289
4219.0000	-2.7476	-0.0924
4220.0000	-2.9410	0.3157
4221.0000	-2.7117	0.5997
4222.0000	-2.1790	0.7960
4223.0000	-1.5027	0.9703
4224.0000	-0.8434	1.1197
4225.0000	-0.3314	1.1536
4226.0000	-0.0432	0.9631
4227.0000	0.0079	0.5153
4228.0000	-0.1323	-0.0997
4229.0000	-0.3766	-0.7249
4230.0000	-0.6192	-1.1392
4231.0000	-0.7614	-1.3004
4232.0000	-0.7315	-1.2800
4233.0000	-0.4982	-1.2119
4234.0000	-0.0747	-1.2110
4235.0000	0.4852	-1.3166
4236.0000	1.0980	-1.4729
4237.0000	1.6640	-1.5483
4238.0000	2.0842	-1.3928
4239.0000	2.2761	-0.9057
4240.0000	2.1890	-0.1567
4241.0000	1.8110	0.6698
4242.0000	1.1738	1.3353
4243.0000	0.3513	1.6580
4244.0000	-0.5494	1.6214
4245.0000	-1.4028	1.3965
4246.0000	-2.0852	1.2253
4247.0000	-2.4960	1.2342
4248.0000	-2.5783	1.3190
4249.0000	-2.3280	1.2216
4250.0000	-1.7966	0.7417
4251.0000	-1.0827	-0.0235
4252.0000	-0.3136	-0.7395
4253.0000	0.3801	-1.0514
4254.0000	0.8898	-0.8617
4255.0000	1.1499	-0.4236
4256.0000	1.1481	-0.1481
4257.0000	0.9244	-0.2686
4258.0000	0.5583	-0.6493
4259.0000	0.1485	-0.9088
4260.0000	-0.2098	-0.7322
4261.0000	-0.4452	-0.1795
4262.0000	-0.5218	0.3495
4263.0000	-0.4424	0.4392
4264.0000	-0.2424	0.0042
4265.0000	0.0233	-0.6281
4266.0000	0.2943	-0.9587
4267.0000	0.5166	-0.6819
4268.0000	0.6512	0.1145
4269.0000	0.6761	1.0342
4270.0000	0.5860	1.6935
4271.0000	0.3886	1.8667
4272.0000	0.1029	1.6180
4273.0000	-0.2407	1.1280
4274.0000	-0.5995	0.5077
4275.0000	-0.9189	-0.2559
4276.0000	-1.1371	-1.1937
4277.0000	-1.1943	-2.2013
4278.0000	-1.0464	-2.9992
4279.0000	-0.6809	-3.2435
4280.0000	-0.1307	-2.7337
4281.0000	0.5218	-1.5709
4282.0000	1.1533	-0.1322
4283.0000	1.6227	1.0944
4284.0000	1.8057	1.7549
4285.0000	1.6278	1.7963
4286.0000	1.0929	1.4753
4287.0000	0.2962	1.1946
4288.0000	-0.5888	1.2684
4289.0000	-1.3464	1.7331
4290.0000	-1.7742	2.3764
4291.0000	-1.7387	2.8198
4292.0000	-1.2203	2.7965
4293.0000	-0.3347	2.2942
4294.0000	0.6807	1.5145
4295.0000	1.5170	0.6803
4296.0000	1.8696	-0.1624
4297.0000	1.5200	-1.1597
4298.0000	0.4019	-2.4739
4299.0000	-1.3598	-4.0327
4300.0000	-3.4575	-5.4783
4301.0000	-5.4563	-6.2678
4302.0000	-6.8862	-6.0715
4303.0000	-7.3489	-4.9690
4304.0000	-6.6171	-3.3570
4305.0000	-4.6883	-1.6508
4306.0000	-1.8009	0.0031
4307.0000	1.6039	1.7240
4308.0000	4.9700	3.6520
4309.0000	7.7391	5.6965
4310.0000	9.4639	7.2867
4311.0000	9.8937	7.8965
4312.0000	9.0180	7.2338
4313.0000	7.0593	5.4692
4314.0000	4.4168	3.1173
4315.0000	1.5794	0.7531
4316.0000	-0.9722	-1.2605
4317.0000	-2.8529	-2.8158
4318.0000	-3.8347	-3.9364
4319.0000	-3.8660	-4.6379
4320.0000	-3.0563	-4.7548
4321.0000	-1.6336	-4.2565
4322.0000	0.1106	-3.2063
4323.0000	1.8768	-1.8612
4324.0000	3.4022	-0.6051
4325.0000	4.4880	0.2072
4326.0000	5.0119	0.4125
4327.0000	4.9225	0.1012
4328.0000	4.2295	-0.4330
4329.0000	2.9955	-0.8794
4330.0000	1.3319	-0.9515
4331.0000	-0.6045	-0.6768
4332.0000	-2.6183	-0.2152
4333.0000	-4.4911	0.2517
4334.0000	-6.0011	0.6397
4335.0000	-6.9516	0.9825
4336.0000	-7.2040	1.3544
4337.0000	-6.7084	1.7845
4338.0000	-5.5216	2.2216
4339.0000	-3.8106	2.5823
4340.0000	-1.8267	2.7798
4341.0000	0.1342	2.8160
4342.0000	1.7835	2.7026
4343.0000	2.8928	2.4405
4344.0000	3.3361	2.0136
4345.0000	3.1121	1.4115
4346.0000	2.3382	0.6475
4347.0000	1.2221	-0.2388
4348.0000	0.0155	-1.1936
4349.0000	-1.0384	-2.1478
4350.0000	-1.7533	-3.0157
4351.0000	-2.0332	-3.7311
4352.0000	-1.8836	-4.2131
4353.0000	-1.3980	-4.4104
4354.0000	-0.7285	-4.3110
4355.0000	-0.0461	-3.9321
4356.0000	0.4984	-3.2973
4357.0000	0.8052	-2.4341
4358.0000	0.8419	-1.4005
4359.0000	0.6420	-0.3255
4360.0000	0.2891	0.6921
4361.0000	-0.1085	1.5313
4362.0000	-0.4451	2.1765
4363.0000	-0.6410	2.6876
4364.0000	-0.6567	3.1439
4365.0000	-0.4966	3.5853
4366.0000	-0.2022	3.9834
4367.0000	0.1615	4.2555
4368.0000	0.5230	4.2985
4369.0000	0.8195	4.0597
4370.0000	1.0081	3.4035
4371.0000	1.0709	2.3685
4372.0000	1.0138	1.0101
4373.0000	0.8603	-0.5238
4374.0000	0.6443	-2.0198
4375.0000	0.4013	-3.2544
4376.0000	0.1623	-4.0385
4377.0000	-0.0500	-4.2552
4378.0000	-0.2224	-3.8855
4379.0000	-0.3496	-3.0384
4380.0000	-0.4320	-1.8487
4381.0000	-0.4729	-0.6053
4382.0000	-0.4771	0.4920
4383.0000	-0.4497	1.2776
4384.0000	-0.3960	1.6388
4385.0000	-0.3215	1.5362
4386.0000	-0.2326	1.0214
4387.0000	-0.1359	0.2368
4388.0000	-0.0374	-0.6179
4389.0000	0.0591	-1.3818
4390.0000	0.1526	-1.8746
4391.0000	0.2453	-2.0991
4392.0000	0.3421	-2.1018
4393.0000	0.4477	-1.9087
4394.0000	0.5649	-1.5087
4395.0000	0.6909	-0.8960
4396.0000	0.8166	-0.1196
4397.0000	0.9262	0.7041
4398.0000	0.9999	1.4292
4399.0000	1.0176	1.9867
4400.0000	0.9639	2.2758
4401.0000	0.8340	2.4008
4402.0000	0.6362	2.4389
4403.0000	0.3924	2.4158
4404.0000	0.1344	2.3072
4405.0000	-0.1025	2.0779
4406.0000	-0.2878	1.7182
4407.0000	-0.4031	1.2579
4408.0000	-0.4464	0.7411
4409.0000	-0.4334	0.2025
4410.0000	-0.3925	-0.3242
4411.0000	-0.3580	-0.8200
4412.0000	-0.3596	-1.2515
4413.0000	-0.4135	-1.5776
4414.0000	-0.5168	-1.7670
4415.0000	-0.6466	-1.8132
4416.0000	-0.7656	-1.7345
4417.0000	-0.8316	-1.5612
4418.0000	-0.8089	-1.3228
4419.0000	-0.6789	-1.0588
4420.0000	-0.4473	-0.7823
4421.0000	-0.1438	-0.5646
4422.0000	0.1836	-0.4498
4423.0000	0.4801	-0.4384
4424.0000	0.6966	-0.4672
4425.0000	0.8021	-0.4314
4426.0000	0.7903	-0.2415
4427.0000	0.6800	0.1160
4428.0000	0.5084	0.5653
4429.0000	0.3201	0.9811
4430.0000	0.1541	1.2726
4431.0000	0.0332	1.4146
4432.0000	-0.0419	1.4418
4433.0000	-0.0910	1.4037
4434.0000	-0.1465	1.3250
4435.0000	-0.2412	1.2002
4436.0000	-0.3950	1.0167
4437.0000	-0.6048	0.7692
4438.0000	-0.8415	0.4553
4439.0000	-1.0537	0.0734
4440.0000	-1.1794	-0.4109
4441.0000	-1.1619	-0.9598
4442.0000	-0.9659	-1.4989
4443.0000	-0.5903	-1.9241
4444.0000	-0.0720	-2.1567
4445.0000	0.5177	-2.1719
4446.0000	1.0861	-1.9902
4447.0000	1.5366	-1.6325
4448.0000	1.7881	-1.0903
4449.0000	1.7926	-0.3400
4450.0000	1.5437	0.5461
4451.0000	1.0793	1.4185
4452.0000	0.4737	2.0706
4453.0000	-0.1761	2.3438
4454.0000	-0.7681	2.2270
4455.0000	-1.2133	1.8706
4456.0000	-1.4491	1.4928
4457.0000	-1.4484	1.2378
4458.0000	-1.2218	1.0961
4459.0000	-0.8138	0.9232
4460.0000	-0.2946	0.5908
4461.0000	0.2526	0.0338
4462.0000	0.7441	-0.6485
4463.0000	1.1064	-1.2697
4464.0000	1.2866	-1.6736
4465.0000	1.2586	-1.8227
4466.0000	1.0274	-1.7921
4467.0000	0.6289	-1.6931
4468.0000	0.1256	-1.5786
4469.0000	-0.4026	-1.3966
4470.0000	-0.8695	-1.0630
4471.0000	-1.1957	-0.5152
4472.0000	-1.3220	0.1583
4473.0000	-1.2211	0.7450
4474.0000	-0.9049	1.0292
4475.0000	-0.4244	0.9330
4476.0000	0.1390	0.5708
4477.0000	0.6872	0.1866
4478.0000	1.1226	0.0096
4479.0000	1.3668	0.1130
4480.0000	1.3765	0.4529
4481.0000	1.1526	0.8185
4482.0000	0.7394	1.0566
4483.0000	0.2129	1.1245
4484.0000	-0.3348	1.0817
4485.0000	-0.8148	1.0143
4486.0000	-1.1589	0.9538
4487.0000	-1.3319	0.8457
4488.0000	-1.3351	0.5875
4489.0000	-1.2011	0.1153
4490.0000	-0.9806	-0.5555
4491.0000	-0.7252	-1.2648
4492.0000	-0.4740	-1.8200
4493.0000	-0.2450	-2.0894
4494.0000	-0.0338	-2.0702
4495.0000	0.1788	-1.8691
4496.0000	0.4149	-1.6063
4497.0000	0.6853	-1.3177
4498.0000	0.9793	-0.9322
4499.0000	1.2611	-0.3543
4500.0000	1.4754	0.4717
4501.0000	1.5601	1.4059
4502.0000	1.4649	2.2282
4503.0000	1.1660	2.7325
4504.0000	0.6779	2.8255
4505.0000	0.0554	2.5433
4506.0000	-0.6133	1.9961
4507.0000	-1.2243	1.2938
4508.0000	-1.6795	0.5094
4509.0000	-1.9082	-0.3201
4510.0000	-1.8823	-1.1113
4511.0000	-1.6208	-1.7703
4512.0000	-1.1825	-2.1929
4513.0000	-0.6521	-2.3073
4514.0000	-0.1200	-2.1093
4515.0000	0.3368	-1.6597
4516.0000	0.6690	-1.0619
4517.0000	0.8620	-0.4285
4518.0000	0.9322	0.1436
4519.0000	0.9160	0.6109
4520.0000	0.8558	0.8899
4521.0000	0.7863	1.0177
4522.0000	0.7250	1.0314
4523.0000	0.6710	0.9697
4524.0000	0.6096	0.8529
4525.0000	0.5212	0.6771
4526.0000	0.3918	0.4299
4527.0000	0.2210	0.1183
4528.0000	0.0245	-0.2131
4529.0000	-0.1686	-0.4966
4530.0000	-0.3247	-0.6467
4531.0000	-0.4154	-0.6458
4532.0000	-0.4275	-0.5195
4533.0000	-0.3673	-0.3227
4534.0000	-0.2590	-0.1034
4535.0000	-0.1380	0.1156
4536.0000	-0.0404	0.3276
4537.0000	0.0074	0.5191
4538.0000	-0.0033	0.6595
4539.0000	-0.0612	0.7112
4540.0000	-0.1394	0.6491
4541.0000	-0.2041	0.4726
4542.0000	-0.2259	0.2036
4543.0000	-0.1897	-0.1237
4544.0000	-0.1004	-0.4685
4545.0000	0.0176	-0.7842
4546.0000	0.1270	-1.0208
4547.0000	0.1891	-1.1384
4548.0000	0.1753	-1.1221
4549.0000	0.0761	-0.9895
4550.0000	-0.0937	-0.7666
4551.0000	-0.2982	-0.4814
4552.0000	-0.4884	-0.1408
4553.0000	-0.6158	0.2489
4554.0000	-0.6436	0.6578
4555.0000	-0.5571	1.0261
4556.0000	-0.3672	1.2869
4557.0000	-0.1089	1.4007
4558.0000	0.1680	1.3727
4559.0000	0.4102	1.2445
4560.0000	0.5732	1.0288
4561.0000	0.6304	0.7320
4562.0000	0.5774	0.3406
4563.0000	0.4312	-0.1266
4564.0000	0.2251	-0.5958
4565.0000	-0.0010	-0.9599
4566.0000	-0.2087	-1.1353
4567.0000	-0.3685	-1.1093
4568.0000	-0.4629	-0.9398
4569.0000	-0.4874	-0.7223
4570.0000	-0.4472	-0.4995
4571.0000	-0.3537	-0.2901
4572.0000	-0.2206	-0.0745
4573.0000	-0.0605	0.1509
4574.0000	0.1141	0.3521
4575.0000	0.2906	0.4736
4576.0000	0.4538	0.4744
4577.0000	0.5857	0.3562
4578.0000	0.6660	0.1625
4579.0000	0.6755	-0.0452
4580.0000	0.6014	-0.2184
4581.0000	0.4406	-0.3280
4582.0000	0.2054	-0.3745
4583.0000	-0.0766	-0.3704
4584.0000	-0.3639	-0.3308
4585.0000	-0.6084	-0.2712
4586.0000	-0.7638	-0.2070
4587.0000	-0.7960	-0.1518
4588.0000	-0.6907	-0.1137
4589.0000	-0.4573	-0.0972
4590.0000	-0.1290	-0.0884
4591.0000	0.2424	-0.0886
4592.0000	0.5969	-0.0894
4593.0000	0.8774	-0.0698
4594.0000	1.0404	0.0022
4595.0000	1.0636	0.1510
4596.0000	0.9486	0.3715
4597.0000	0.7191	0.6182
4598.0000	0.4138	0.8198
4599.0000	0.0786	0.9393
4600.0000	-0.2432	0.9069
4601.0000	-0.5179	0.8228
4602.0000	-0.7255	0.7805
4603.0000	-0.8597	0.8246
4604.0000	-0.9239	0.9199
4605.0000	-0.9266	0.9735
4606.0000	-0.8761	0.8903
4607.0000	-0.7782	0.6213
4608.0000	-0.6364	0.1848
4609.0000	-0.4542	-0.3459
4610.0000	-0.2390	-0.8736
4611.0000	-0.0048	-1.3064
4612.0000	0.2272	-1.6092
4613.0000	0.4285	-1.7872
4614.0000	0.5693	-1.8695
