# IODP371 site U1508 seismic and synthetic trace data (prefered model)
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
2424.0000	2.1379	0.2951
2428.0000	1.7219	0.0000
2432.0000	-0.4220	-0.3689
2436.0000	-2.3798	-0.1844
2440.0000	-2.7953	0.1844
2444.0000	-2.1105	0.0738
2448.0000	-0.8214	-0.1844
2452.0000	-0.3223	-0.0738
2456.0000	0.0247	0.2951
2460.0000	1.8087	0.3320
2464.0000	2.3725	0.0738
2468.0000	0.6886	-0.0738
2472.0000	-0.1085	-0.0738
2476.0000	-0.1100	-0.2582
2480.0000	-0.2440	-0.3689
2484.0000	0.3226	-0.1844
2488.0000	0.3950	0.0738
2492.0000	-0.3663	0.0738
2496.0000	-0.6576	-0.0369
2500.0000	-0.4286	-0.2213
2504.0000	-0.1100	-0.3320
2508.0000	0.2043	0.4057
2512.0000	0.4815	1.4385
2516.0000	0.3209	1.1434
2520.0000	-0.7957	-0.3689
2524.0000	-2.2863	-1.2910
2528.0000	-2.5050	-0.9221
2532.0000	-0.1964	-0.5164
2536.0000	2.7690	-0.2951
2540.0000	2.7068	0.2951
2544.0000	0.2781	0.9221
2548.0000	-0.7493	0.7746
2552.0000	-0.1461	-0.1107
2556.0000	0.3767	-0.5164
2560.0000	0.5413	-0.0369
2564.0000	0.7199	0.4795
2568.0000	1.0146	0.0738
2572.0000	0.9639	-0.6270
2576.0000	-0.1769	-0.6270
2580.0000	-2.2579	0.0369
2584.0000	-3.1299	0.2582
2588.0000	-1.4628	-0.1107
2592.0000	0.6967	-0.1107
2596.0000	1.4162	0.4057
2600.0000	1.0895	0.7008
2604.0000	0.3463	0.2213
2608.0000	-0.6092	-0.4057
2612.0000	-0.9713	-0.4795
2616.0000	-0.1702	-0.0738
2620.0000	0.6320	0.1844
2624.0000	0.4048	0.1844
2628.0000	0.2823	0.1107
2632.0000	0.3895	-0.1475
2636.0000	-0.3410	-0.2951
2640.0000	-0.7841	-0.1107
2644.0000	-0.2027	0.1107
2648.0000	-0.0614	0.1844
2652.0000	-0.4420	0.1844
2656.0000	-0.1035	0.0369
2660.0000	0.3729	-0.3689
2664.0000	-0.0307	-0.6270
2668.0000	-0.1045	-0.4795
2672.0000	0.8973	0.1107
2676.0000	1.2642	0.7008
2680.0000	0.3204	0.8484
2684.0000	-0.4823	0.4426
2688.0000	-0.5527	-0.0369
2692.0000	-0.1892	-0.2213
2696.0000	0.3439	-0.2213
2700.0000	0.1069	-0.2213
2704.0000	-0.8995	-0.0369
2708.0000	-0.9966	0.1107
2712.0000	-0.2272	-0.0738
2716.0000	0.3367	-0.3689
2720.0000	1.2015	-0.2582
2724.0000	2.0396	0.1107
2728.0000	1.2670	0.2582
2732.0000	-0.8568	0.0000
2736.0000	-2.1738	-0.1844
2740.0000	-1.4624	-0.0738
2744.0000	0.1628	0.0738
2748.0000	1.1041	0.0738
2752.0000	1.0338	0.1475
2756.0000	0.4865	0.2951
2760.0000	-0.0444	0.2951
2764.0000	-0.5430	0.0369
2768.0000	-0.7469	-0.1475
2772.0000	-0.3242	-0.0369
2776.0000	-0.5670	-0.0369
2780.0000	-1.3779	-0.4057
2784.0000	-1.0215	-0.6270
2788.0000	-0.3886	-0.4057
2792.0000	0.4154	0.0738
2796.0000	1.5288	0.4426
2800.0000	0.7982	0.5533
2804.0000	-1.3802	0.3320
2808.0000	-1.9124	-0.1107
2812.0000	-0.0593	-0.3320
2816.0000	1.6593	-0.0369
2820.0000	1.2282	0.4426
2824.0000	0.3317	0.4795
2828.0000	0.1811	0.1107
2832.0000	-0.6889	-0.2951
2836.0000	-0.6113	-0.6639
2840.0000	2.0936	-0.6639
2844.0000	3.1743	-0.3320
2848.0000	0.3576	0.0738
2852.0000	-1.5116	0.2582
2856.0000	1.4210	0.2213
2860.0000	4.6360	0.0738
2864.0000	2.5648	-0.0738
2868.0000	-2.3642	-0.0738
2872.0000	-3.7393	0.1844
2876.0000	-1.7548	0.5164
2880.0000	-0.4761	0.8115
2884.0000	-0.2678	0.8484
2888.0000	0.0780	0.2582
2892.0000	0.3030	-0.5164
2896.0000	-0.3679	-0.7008
2900.0000	-1.0451	-0.3689
2904.0000	-0.7321	-0.1475
2908.0000	-0.0417	-0.1475
2912.0000	0.3932	0.0738
2916.0000	0.8263	0.1475
2920.0000	1.0087	-0.5533
2924.0000	0.5125	-0.9221
2928.0000	-0.1938	-0.1107
2932.0000	-0.5859	0.5164
2936.0000	-0.5037	0.1107
2940.0000	-0.0993	-0.1107
2944.0000	0.1260	0.2213
2948.0000	0.0470	0.1475
2952.0000	-0.0855	-0.2582
2956.0000	-0.0186	-0.2213
2960.0000	0.1811	0.1475
2964.0000	0.3351	0.2582
2968.0000	0.4845	0.2582
2972.0000	0.2985	0.2582
2976.0000	-0.4643	0.1475
2980.0000	-0.9602	-0.1107
2984.0000	-0.7987	-0.1475
2988.0000	-0.4564	0.0000
2992.0000	-0.2216	0.1475
2996.0000	-0.4462	0.0369




