# IODP371 site U1508 synthetic model data
#Synthetic model 				
depth_m_bsf	velocity_m/s	density_Mg/m3	two-way-travel-time_(ms)	impedance
108.1680	1679.8450	1.5901	0.1357	2.6711
108.3204	1698.0855	1.5902	0.1359	2.7003
108.4728	1710.5960	1.5903	0.1360	2.7203
108.6252	1716.1350	1.5903	0.1362	2.7292
108.7776	1712.6970	1.5904	0.1364	2.7239
108.9300	1699.9955	1.5905	0.1366	2.7038
109.0824	1678.3170	1.5906	0.1367	2.6695
109.2348	1657.3070	1.5906	0.1369	2.6362
109.3872	1656.8295	1.5907	0.1371	2.6356
109.5396	1656.3520	1.5908	0.1373	2.6349
109.6920	1655.4925	1.5909	0.1375	2.6337
109.8444	1655.1105	1.5910	0.1377	2.6332
109.9968	1653.9645	1.5910	0.1378	2.6315
110.1492	1671.2500	1.5911	0.1380	2.6591
110.3016	1675.0700	1.5912	0.1382	2.6654
110.4540	1667.5255	1.5913	0.1384	2.6535
110.6064	1657.6890	1.5913	0.1386	2.6380
110.7588	1673.3510	1.5914	0.1388	2.6630
110.9112	1665.0425	1.5915	0.1389	2.6499
111.0636	1645.8470	1.5916	0.1391	2.6195
111.2160	1642.3135	1.5917	0.1393	2.6140
111.3684	1651.1950	1.5917	0.1395	2.6283
111.5208	1658.3575	1.5918	0.1397	2.6398
111.6732	1660.7450	1.5919	0.1399	2.6437
111.8256	1664.3740	1.5920	0.1401	2.6496
111.9780	1669.2445	1.5921	0.1402	2.6575
112.1304	1671.4410	1.5921	0.1404	2.6612
112.2828	1676.1205	1.5922	0.1406	2.6687
112.4352	1681.1820	1.5923	0.1408	2.6769
112.5876	1683.4740	1.5924	0.1410	2.6807
112.7400	1684.2380	1.5924	0.1411	2.6821
112.8924	1684.7155	1.5925	0.1413	2.6830
113.0448	1678.4125	1.5926	0.1415	2.6730
113.1972	1670.4860	1.5927	0.1417	2.6606
113.3496	1661.7955	1.5928	0.1419	2.6468
113.5020	1664.2785	1.5928	0.1421	2.6509
113.6544	1673.8285	1.5929	0.1422	2.6663
113.8068	1679.9405	1.5930	0.1424	2.6761
113.9592	1680.9910	1.5931	0.1426	2.6780
114.1116	1681.0865	1.5932	0.1428	2.6782
114.2640	1670.6770	1.5932	0.1430	2.6618
114.4164	1662.8460	1.5933	0.1431	2.6494
114.5688	1659.1215	1.5934	0.1433	2.6436
114.7212	1658.5485	1.5935	0.1435	2.6429
114.8736	1657.1160	1.5936	0.1437	2.6407
115.0260	1651.3860	1.5936	0.1439	2.6317
115.1784	1650.4310	1.5937	0.1441	2.6303
115.3308	1649.9535	1.5938	0.1442	2.6297
115.4832	1653.1050	1.5939	0.1444	2.6348
115.6356	1656.5430	1.5940	0.1446	2.6405
115.7880	1660.0765	1.5940	0.1448	2.6462
115.9404	1662.5595	1.5941	0.1450	2.6503
116.0928	1661.7955	1.5942	0.1452	2.6492
116.2452	1662.5595	1.5943	0.1454	2.6506
116.3976	1665.9975	1.5944	0.1455	2.6562
116.5500	1673.7330	1.5944	0.1457	2.6687
116.7024	1671.6320	1.5945	0.1459	2.6654
116.8548	1675.0700	1.5946	0.1461	2.6711
117.0072	1678.4125	1.5947	0.1463	2.6765
117.1596	1686.0525	1.5948	0.1464	2.6888
117.3120	1683.0920	1.5948	0.1466	2.6843
117.4644	1675.6430	1.5949	0.1468	2.6725
117.6168	1660.8405	1.5950	0.1470	2.6490
117.7692	1661.7955	1.5951	0.1472	2.6507
117.9216	1665.0425	1.5952	0.1474	2.6560
118.0740	1662.6550	1.5952	0.1475	2.6523
118.2264	1661.8910	1.5953	0.1477	2.6513
118.3788	1664.0875	1.5954	0.1479	2.6549
118.5312	1664.6605	1.5955	0.1481	2.6559
118.6836	1666.4750	1.5956	0.1483	2.6590
118.8360	1659.8855	1.5956	0.1485	2.6486
118.9884	1662.4640	1.5957	0.1486	2.6528
119.1408	1674.2105	1.5958	0.1488	2.6717
119.2932	1683.9515	1.5959	0.1490	2.6874
119.4456	1681.7550	1.5960	0.1492	2.6840
119.5980	1668.2895	1.5961	0.1494	2.6627
119.7504	1661.1270	1.5961	0.1496	2.6514
119.9028	1649.5715	1.5962	0.1497	2.6331
120.0552	1653.3915	1.5963	0.1499	2.6393
120.2076	1641.4540	1.5964	0.1501	2.6204
120.3600	1652.3410	1.5965	0.1503	2.6379
120.5124	1666.3795	1.5965	0.1505	2.6604
120.6648	1678.4125	1.5966	0.1507	2.6798
120.8172	1683.1875	1.5967	0.1508	2.6876
120.9696	1685.6705	1.5968	0.1510	2.6917
121.1220	1660.2675	1.5969	0.1512	2.6512
121.2744	1656.0655	1.5970	0.1514	2.6447
121.4268	1649.9535	1.5970	0.1516	2.6350
121.5792	1648.1390	1.5971	0.1518	2.6323
121.7316	1650.3355	1.5972	0.1519	2.6359
121.8840	1657.3070	1.5973	0.1521	2.6472
122.0364	1668.4805	1.5974	0.1523	2.6652
122.1888	1675.8340	1.5974	0.1525	2.6771
122.3412	1677.6485	1.5975	0.1527	2.6801
122.4936	1680.7045	1.5976	0.1529	2.6851
122.6460	1678.1260	1.5977	0.1530	2.6811
122.7984	1680.1315	1.5978	0.1532	2.6845
122.9508	1683.4740	1.5979	0.1534	2.6900
123.1032	1675.9295	1.5979	0.1536	2.6780
123.2556	1664.6605	1.5980	0.1538	2.6602
123.4080	1662.2730	1.5981	0.1539	2.6565
123.5604	1662.4640	1.5982	0.1541	2.6569
123.7128	1661.1270	1.5983	0.1543	2.6549
123.8652	1657.5935	1.5984	0.1545	2.6494
124.0176	1658.2620	1.5984	0.1547	2.6506
124.1700	1663.0370	1.5985	0.1549	2.6584
124.3224	1672.3005	1.5986	0.1550	2.6733
124.4748	1682.8055	1.5987	0.1552	2.6903
124.6272	1681.7550	1.5988	0.1554	2.6887
124.7796	1680.7045	1.5989	0.1556	2.6872
124.9320	1674.6880	1.5989	0.1558	2.6777
125.0844	1674.6880	1.5990	0.1560	2.6779
125.2368	1668.7670	1.5991	0.1561	2.6685
125.3892	1669.9130	1.5992	0.1563	2.6705
125.5416	1662.7505	1.5993	0.1565	2.6592
125.6940	1657.1160	1.5994	0.1567	2.6503
125.8464	1661.3180	1.5994	0.1569	2.6572
125.9988	1664.7560	1.5995	0.1570	2.6628
126.1512	1677.9350	1.5996	0.1572	2.6840
126.3036	1687.3895	1.5997	0.1574	2.6993
126.4560	1689.4905	1.5998	0.1576	2.7028
126.6084	1687.2940	1.5999	0.1578	2.6994
126.7608	1680.8000	1.5999	0.1580	2.6892
126.9132	1685.0020	1.6000	0.1581	2.6960
127.0656	1686.3390	1.6001	0.1583	2.6983
127.2180	1689.9680	1.6002	0.1585	2.7043
127.3704	1688.8220	1.6003	0.1587	2.7026
127.5228	1687.8670	1.6004	0.1589	2.7012
127.6752	1683.6650	1.6004	0.1590	2.6946
127.8276	1680.6090	1.6005	0.1592	2.6899
127.9800	1673.9240	1.6006	0.1594	2.6793
128.1324	1672.2050	1.6007	0.1596	2.6767
128.2848	1671.6320	1.6008	0.1598	2.6759
128.4372	1672.3960	1.6009	0.1599	2.6773
128.5896	1668.2895	1.6010	0.1601	2.6709
128.7420	1670.4860	1.6010	0.1603	2.6745
128.8944	1677.1710	1.6011	0.1605	2.6854
129.0468	1684.1425	1.6012	0.1607	2.6967
129.1992	1687.7715	1.6013	0.1609	2.7026
129.3516	1688.0580	1.6014	0.1610	2.7032
129.5040	1684.0470	1.6015	0.1612	2.6969
129.6564	1674.0195	1.6016	0.1614	2.6810
129.8088	1660.1720	1.6016	0.1616	2.6590
129.9612	1643.8415	1.6017	0.1618	2.6330
130.1136	1627.0335	1.6018	0.1620	2.6062
130.2660	1627.6065	1.6019	0.1621	2.6073
130.4184	1631.6175	1.6020	0.1623	2.6138
130.5708	1652.9140	1.6021	0.1625	2.6481
130.7232	1662.9415	1.6021	0.1627	2.6643
130.8756	1670.9635	1.6022	0.1629	2.6773
131.0280	1665.3290	1.6023	0.1631	2.6684
131.1804	1669.8175	1.6024	0.1632	2.6757
131.3328	1674.4970	1.6025	0.1634	2.6834
131.4852	1679.5585	1.6026	0.1636	2.6916
131.6376	1686.6255	1.6027	0.1638	2.7031
131.7900	1683.2830	1.6027	0.1640	2.6979
131.9424	1686.6255	1.6028	0.1642	2.7034
132.0948	1684.6200	1.6029	0.1643	2.7003
132.2472	1675.3565	1.6030	0.1645	2.6856
132.3996	1672.4915	1.6031	0.1647	2.6812
132.5520	1672.0140	1.6032	0.1649	2.6805
132.7044	1669.8175	1.6033	0.1651	2.6772
132.8568	1657.4025	1.6034	0.1652	2.6574
133.0092	1652.0545	1.6034	0.1654	2.6490
133.1616	1649.9535	1.6035	0.1656	2.6457
133.3140	1642.5045	1.6036	0.1658	2.6339
133.4664	1639.7350	1.6037	0.1660	2.6296
133.6188	1642.0270	1.6038	0.1662	2.6335
133.7712	1650.6220	1.6039	0.1664	2.6474
133.9236	1647.7570	1.6040	0.1665	2.6429
134.0760	1656.0655	1.6040	0.1667	2.6564
134.2284	1662.7505	1.6041	0.1669	2.6673
134.3808	1665.0425	1.6042	0.1671	2.6711
134.5332	1674.4015	1.6043	0.1673	2.6863
134.6856	1672.3005	1.6044	0.1675	2.6830
134.8380	1663.5145	1.6045	0.1676	2.6691
134.9904	1662.1775	1.6046	0.1678	2.6671
135.1428	1649.8580	1.6047	0.1680	2.6475
135.2952	1641.3585	1.6047	0.1682	2.6340
135.4476	1637.3475	1.6048	0.1684	2.6277
135.6000	1638.2070	1.6049	0.1686	2.6292
135.7524	1650.8130	1.6050	0.1688	2.6496
135.9048	1655.3015	1.6051	0.1689	2.6569
136.0572	1659.1215	1.6052	0.1691	2.6632
136.2096	1660.5540	1.6053	0.1693	2.6656
136.3620	1661.2225	1.6054	0.1695	2.6668
136.5144	1662.2730	1.6054	0.1697	2.6687
136.6668	1661.5090	1.6055	0.1699	2.6676
136.8192	1655.1105	1.6056	0.1700	2.6575
136.9716	1650.4310	1.6057	0.1702	2.6501
137.1240	1648.9985	1.6058	0.1704	2.6479
137.2764	1647.4705	1.6059	0.1706	2.6456
137.4288	1653.8690	1.6060	0.1708	2.6561
137.5812	1642.0270	1.6061	0.1710	2.6372
137.7336	1642.3135	1.6061	0.1711	2.6378
137.8860	1655.9700	1.6062	0.1713	2.6599
138.0384	1660.8405	1.6063	0.1715	2.6678
138.1908	1667.5255	1.6064	0.1717	2.6787
138.3432	1674.1150	1.6065	0.1719	2.6895
138.4956	1675.5475	1.6066	0.1721	2.6919
138.6480	1673.0645	1.6067	0.1722	2.6881
138.8004	1674.3060	1.6068	0.1724	2.6902
138.9528	1674.4970	1.6069	0.1726	2.6907
139.1052	1677.6485	1.6069	0.1728	2.6959
139.2576	1679.5585	1.6070	0.1730	2.6991
139.4100	1676.8845	1.6071	0.1732	2.6950
139.5624	1674.4970	1.6072	0.1733	2.6913
139.7148	1678.4125	1.6073	0.1735	2.6977
139.8672	1683.1875	1.6074	0.1737	2.7055
140.0196	1688.5355	1.6075	0.1739	2.7143
140.1720	1692.3555	1.6076	0.1741	2.7206
140.3244	1697.7035	1.6077	0.1742	2.7293
140.4768	1703.3380	1.6077	0.1744	2.7385
140.6292	1695.9845	1.6078	0.1746	2.7269
140.7816	1682.4235	1.6079	0.1748	2.7052
140.9340	1683.0920	1.6080	0.1750	2.7064
141.0864	1694.4565	1.6081	0.1751	2.7249
141.2388	1695.4115	1.6082	0.1753	2.7265
141.3912	1688.2490	1.6083	0.1755	2.7152
141.5436	1683.9515	1.6084	0.1757	2.7084
141.6960	1681.3730	1.6085	0.1759	2.7044
141.8484	1684.3335	1.6085	0.1760	2.7093
142.0008	1689.9680	1.6086	0.1762	2.7185
142.1532	1703.0515	1.6087	0.1764	2.7397
142.3056	1714.2250	1.6088	0.1766	2.7579
142.4580	1718.1405	1.6089	0.1768	2.7643
142.6104	1720.0505	1.6090	0.1769	2.7676
142.7628	1718.8090	1.6091	0.1771	2.7657
142.9152	1708.3995	1.6092	0.1773	2.7491
143.0676	1705.9165	1.6093	0.1775	2.7453
143.2200	1693.1195	1.6094	0.1776	2.7248
143.3724	1693.4060	1.6094	0.1778	2.7254
143.5248	1689.7770	1.6095	0.1780	2.7198
143.6772	1687.3895	1.6096	0.1782	2.7161
143.8296	1683.7605	1.6097	0.1784	2.7104
143.9820	1683.9515	1.6098	0.1786	2.7108
144.1344	1683.0920	1.6099	0.1787	2.7096
144.2868	1692.2600	1.6100	0.1789	2.7245
144.4392	1696.3665	1.6101	0.1791	2.7313
144.5916	1699.9955	1.6102	0.1793	2.7373
144.7440	1703.3380	1.6103	0.1795	2.7428
144.8964	1704.1020	1.6104	0.1796	2.7442
145.0488	1706.1075	1.6104	0.1798	2.7476
145.2012	1706.1075	1.6105	0.1800	2.7477
145.3536	1706.2985	1.6106	0.1802	2.7482
145.5060	1705.1525	1.6107	0.1803	2.7465
145.6584	1704.4840	1.6108	0.1805	2.7456
145.8108	1703.1470	1.6109	0.1807	2.7436
145.9632	1704.3885	1.6110	0.1809	2.7458
146.1156	1703.9110	1.6111	0.1811	2.7451
146.2680	1706.3940	1.6112	0.1812	2.7493
146.4204	1712.4105	1.6113	0.1814	2.7591
146.5728	1701.3325	1.6114	0.1816	2.7414
146.7252	1696.8440	1.6114	0.1818	2.7344
146.8776	1685.9570	1.6115	0.1820	2.7170
147.0300	1679.0810	1.6116	0.1821	2.7061
147.1824	1676.5025	1.6117	0.1823	2.7021
147.3348	1673.8285	1.6118	0.1825	2.6979
147.4872	1669.4355	1.6119	0.1827	2.6910
147.6396	1665.8065	1.6120	0.1829	2.6853
147.7920	1663.7055	1.6121	0.1830	2.6820
147.9444	1665.8065	1.6122	0.1832	2.6856
148.0968	1673.2555	1.6123	0.1834	2.6977
148.2492	1677.0755	1.6124	0.1836	2.7041
148.4016	1680.7045	1.6125	0.1838	2.7101
148.5540	1685.5750	1.6125	0.1840	2.7181
148.7064	1687.9625	1.6126	0.1841	2.7221
148.8588	1688.7265	1.6127	0.1843	2.7235
149.0112	1693.4060	1.6128	0.1845	2.7312
149.1636	1701.9055	1.6129	0.1847	2.7450
149.3160	1708.2085	1.6130	0.1849	2.7554
149.4684	1711.1690	1.6131	0.1850	2.7603
149.6208	1717.9495	1.6132	0.1852	2.7714
149.7732	1721.1965	1.6133	0.1854	2.7768
149.9256	1726.0670	1.6134	0.1856	2.7848
150.0780	1732.3700	1.6135	0.1857	2.7951
150.2304	1738.2910	1.6136	0.1859	2.8048
150.3828	1729.1230	1.6137	0.1861	2.7902
150.5352	1735.2350	1.6138	0.1863	2.8002
150.6876	1727.5950	1.6138	0.1864	2.7881
150.8400	1720.6235	1.6139	0.1866	2.7770
150.9924	1719.2865	1.6140	0.1868	2.7750
151.1448	1709.8320	1.6141	0.1870	2.7599
151.2972	1702.2875	1.6142	0.1872	2.7479
151.4496	1701.6190	1.6143	0.1873	2.7469
151.6020	1699.0405	1.6144	0.1875	2.7429
151.7544	1689.2995	1.6145	0.1877	2.7274
151.9068	1683.9515	1.6146	0.1879	2.7189
152.0592	1681.7550	1.6147	0.1881	2.7155
152.2116	1681.6595	1.6148	0.1882	2.7155
152.3640	1678.8900	1.6149	0.1884	2.7112
152.5164	1678.7945	1.6150	0.1886	2.7112
152.6688	1681.8505	1.6151	0.1888	2.7163
152.8212	1679.5585	1.6152	0.1890	2.7127
152.9736	1672.1095	1.6152	0.1891	2.7009
153.1260	1669.6265	1.6153	0.1893	2.6970
153.2784	1667.9075	1.6154	0.1895	2.6944
153.4308	1670.7725	1.6155	0.1897	2.6992
153.5832	1673.7330	1.6156	0.1899	2.7041
153.7356	1671.6320	1.6157	0.1901	2.7009
153.8880	1678.9855	1.6158	0.1902	2.7129
154.0404	1680.7045	1.6159	0.1904	2.7159
154.1928	1683.1875	1.6160	0.1906	2.7200
154.3452	1675.3565	1.6161	0.1908	2.7075
154.4976	1676.0250	1.6162	0.1910	2.7088
154.6500	1671.2500	1.6163	0.1912	2.7012
154.8024	1677.2665	1.6164	0.1913	2.7111
154.9548	1688.0580	1.6165	0.1915	2.7287
155.1072	1701.5235	1.6166	0.1917	2.7506
155.2596	1713.0790	1.6167	0.1919	2.7695
155.4120	1721.8650	1.6168	0.1920	2.7838
155.5644	1729.3140	1.6168	0.1922	2.7960
155.7168	1738.4820	1.6169	0.1924	2.8110
155.8692	1748.2230	1.6170	0.1926	2.8269
156.0216	1750.8970	1.6171	0.1928	2.8314
156.1740	1750.0375	1.6172	0.1929	2.8302
156.3264	1746.9815	1.6173	0.1931	2.8254
156.4788	1730.7465	1.6174	0.1933	2.7993
156.6312	1716.2305	1.6175	0.1935	2.7760
156.7836	1708.0175	1.6176	0.1936	2.7629
156.9360	1712.2195	1.6177	0.1938	2.7699
157.0884	1719.3820	1.6178	0.1940	2.7816
157.2408	1724.1570	1.6179	0.1942	2.7895
157.3932	1729.0275	1.6180	0.1943	2.7976
157.5456	1733.9935	1.6181	0.1945	2.8058
157.6980	1739.0550	1.6182	0.1947	2.8141
157.8504	1739.6280	1.6183	0.1949	2.8152
158.0028	1733.4205	1.6184	0.1950	2.8053
158.1552	1707.4445	1.6185	0.1952	2.7634
158.3076	1705.0570	1.6186	0.1954	2.7597
158.4600	1707.7310	1.6187	0.1956	2.7642
158.6124	1711.0735	1.6188	0.1958	2.7698
158.7648	1714.7025	1.6189	0.1959	2.7759
158.9172	1729.3140	1.6189	0.1961	2.7997
159.0696	1736.4765	1.6190	0.1963	2.8114
159.2220	1738.6730	1.6191	0.1965	2.8152
159.3744	1737.6225	1.6192	0.1966	2.8136
159.5268	1738.5775	1.6193	0.1968	2.8153
159.6792	1741.2515	1.6194	0.1970	2.8198
159.8316	1742.4930	1.6195	0.1972	2.8220
159.9840	1735.9035	1.6196	0.1973	2.8115
160.1364	1725.5895	1.6197	0.1975	2.7950
160.2888	1713.3655	1.6198	0.1977	2.7753
160.4412	1713.1745	1.6199	0.1979	2.7752
160.5936	1716.5170	1.6200	0.1980	2.7808
160.7460	1718.5225	1.6201	0.1982	2.7842
160.8984	1715.6575	1.6202	0.1984	2.7797
161.0508	1709.9275	1.6203	0.1986	2.7706
161.2032	1707.1580	1.6204	0.1988	2.7663
161.3556	1714.8935	1.6205	0.1989	2.7790
161.5080	1723.2020	1.6206	0.1991	2.7926
161.6604	1739.9145	1.6207	0.1993	2.8199
161.8128	1739.4370	1.6208	0.1995	2.8193
161.9652	1729.6005	1.6209	0.1996	2.8035
162.1176	1709.4500	1.6210	0.1998	2.7710
162.2700	1699.1360	1.6211	0.2000	2.7544
162.4224	1694.8385	1.6212	0.2002	2.7476
162.5748	1694.0745	1.6213	0.2004	2.7466
162.7272	1697.6080	1.6214	0.2005	2.7524
162.8796	1695.2205	1.6215	0.2007	2.7487
163.0320	1690.8275	1.6216	0.2009	2.7418
163.1844	1684.9065	1.6217	0.2011	2.7323
163.3368	1680.0360	1.6218	0.2013	2.7246
163.4892	1678.5080	1.6219	0.2014	2.7223
163.6416	1678.7945	1.6220	0.2016	2.7229
163.7940	1688.1535	1.6221	0.2018	2.7383
163.9464	1687.5805	1.6221	0.2020	2.7375
164.0988	1689.9680	1.6222	0.2022	2.7415
164.2512	1693.9790	1.6223	0.2023	2.7482
164.4036	1706.5850	1.6224	0.2025	2.7688
164.5560	1725.9715	1.6225	0.2027	2.8005
164.7084	1735.0440	1.6226	0.2029	2.8154
164.8608	1736.8585	1.6227	0.2031	2.8185
165.0132	1738.9595	1.6228	0.2032	2.8220
165.1656	1738.7685	1.6229	0.2034	2.8219
165.3180	1735.1395	1.6230	0.2036	2.8162
165.4704	1724.7300	1.6231	0.2038	2.7995
165.6228	1707.3490	1.6232	0.2039	2.7714
165.7752	1690.0635	1.6233	0.2041	2.7435
165.9276	1674.4970	1.6234	0.2043	2.7184
166.0800	1668.5760	1.6235	0.2045	2.7090
166.2324	1666.7615	1.6236	0.2047	2.7062
166.3848	1668.0985	1.6237	0.2048	2.7085
166.5372	1675.1655	1.6238	0.2050	2.7202
166.6896	1680.8000	1.6239	0.2052	2.7295
166.8420	1684.7155	1.6240	0.2054	2.7360
166.9944	1698.2765	1.6241	0.2056	2.7582
167.1468	1710.5005	1.6242	0.2057	2.7782
167.2992	1717.5675	1.6243	0.2059	2.7899
167.4516	1722.6290	1.6244	0.2061	2.7983
167.6040	1725.2075	1.6245	0.2063	2.8026
167.7564	1721.5785	1.6246	0.2065	2.7969
167.9088	1717.1855	1.6247	0.2066	2.7899
168.0612	1714.0340	1.6248	0.2068	2.7850
168.2136	1712.4105	1.6249	0.2070	2.7825
168.3660	1712.8880	1.6250	0.2072	2.7835
168.5184	1719.2865	1.6251	0.2073	2.7940
168.6708	1710.0230	1.6252	0.2075	2.7792
168.8232	1699.0405	1.6253	0.2077	2.7615
168.9756	1684.7155	1.6254	0.2079	2.7384
169.1280	1671.2500	1.6255	0.2081	2.7166
169.2804	1657.4980	1.6256	0.2082	2.6944
169.4328	1652.2455	1.6257	0.2084	2.6861
169.5852	1650.1445	1.6258	0.2086	2.6828
169.7376	1647.1840	1.6259	0.2088	2.6782
169.8900	1651.6725	1.6260	0.2090	2.6856
170.0424	1654.8240	1.6261	0.2092	2.6909
170.1948	1663.8010	1.6262	0.2093	2.7057
170.3472	1692.8330	1.6263	0.2095	2.7531
170.4996	1709.5455	1.6264	0.2097	2.7804
170.6520	1733.8980	1.6265	0.2099	2.8202
170.8044	1740.8695	1.6266	0.2101	2.8317
170.9568	1742.6840	1.6267	0.2102	2.8348
171.1092	1739.4370	1.6268	0.2104	2.8297
171.2616	1728.3590	1.6269	0.2106	2.8119
171.4140	1732.1790	1.6270	0.2108	2.8183
171.5664	1724.3480	1.6271	0.2109	2.8057
171.7188	1715.9440	1.6272	0.2111	2.7922
171.8712	1716.7080	1.6273	0.2113	2.7936
172.0236	1711.5510	1.6274	0.2115	2.7854
172.1760	1709.4500	1.6275	0.2117	2.7822
172.3284	1705.3435	1.6276	0.2118	2.7757
172.4808	1687.0075	1.6277	0.2120	2.7460
172.6332	1677.6485	1.6278	0.2122	2.7309
172.7856	1674.3060	1.6279	0.2124	2.7256
172.9380	1675.2610	1.6280	0.2126	2.7274
173.0904	1680.3225	1.6281	0.2127	2.7358
173.2428	1689.5860	1.6282	0.2129	2.7510
173.3952	1695.6980	1.6283	0.2131	2.7612
173.5476	1696.1755	1.6284	0.2133	2.7621
173.7000	1692.1645	1.6285	0.2135	2.7557
173.8524	1695.2205	1.6286	0.2136	2.7609
174.0048	1695.2205	1.6287	0.2138	2.7611
174.1572	1699.9955	1.6288	0.2140	2.7690
174.3096	1702.2875	1.6289	0.2142	2.7729
174.4620	1706.0120	1.6290	0.2144	2.7792
174.6144	1699.7090	1.6291	0.2145	2.7691
174.7668	1695.0295	1.6292	0.2147	2.7616
174.9192	1691.3050	1.6293	0.2149	2.7557
175.0716	1687.8670	1.6294	0.2151	2.7503
175.2240	1686.3390	1.6296	0.2153	2.7480
175.3764	1683.7605	1.6297	0.2154	2.7439
175.5288	1680.8000	1.6298	0.2156	2.7393
