# IODP371 site U1510 synthetic model data 
#(Rejected model due to poorer fit to lithology, included to show constraint on the twt to the base of the borehole)
#(Model contains ~25% chert (high Vp rock) below 150 m depth)				
depth_m_bsf	velocity_m/s	density_Mg/m3	two-way-travel-time_(ms)	impedance
80.6200	1784.5750	1.6207	0.0919	2.8922
81.6200	1745.9000	1.6427	0.0930	2.8680
82.9900	1774.6300	1.6450	0.0946	2.9193
84.4200	1770.2100	1.6450	0.0962	2.9120
85.8400	1754.7400	1.6356	0.0978	2.8700
87.2500	1759.1600	1.6238	0.0994	2.8566
88.6700	1763.5800	1.6184	0.1010	2.8541
90.0800	1781.2600	1.6159	0.1026	2.8784
91.1100	1752.5300	1.6142	0.1038	2.8289
92.6100	1765.7900	1.6028	0.1055	2.8302
93.9700	1752.5300	1.5919	0.1070	2.7899
95.4400	1777.9450	1.6015	0.1087	2.8473
96.8900	1770.2100	1.6150	0.1103	2.8589
98.3500	1764.6850	1.6160	0.1120	2.8518
99.7200	1771.3150	1.6137	0.1135	2.8584
100.6800	1741.4800	1.6121	0.1146	2.8074
102.1400	1745.9000	1.5948	0.1163	2.7844
103.6000	1717.1700	1.5773	0.1180	2.7085
105.1900	1750.3200	1.5716	0.1198	2.7507
106.5500	1743.6900	1.5675	0.1214	2.7332
108.1000	1744.7950	1.6035	0.1232	2.7978
109.1900	1730.4300	1.6322	0.1244	2.8244
110.1100	1718.2750	1.6564	0.1255	2.8461
111.5000	1729.3250	1.6237	0.1271	2.8080
112.9100	1708.3300	1.5852	0.1287	2.7080
114.3600	1744.7950	1.5770	0.1304	2.7515
115.7100	1721.5900	1.5770	0.1320	2.7149
117.0800	1714.9600	1.5733	0.1336	2.6981
118.4000	1760.2650	1.5676	0.1351	2.7594
119.5400	1735.9550	1.5627	0.1364	2.7128
121.0000	1737.0600	1.5787	0.1381	2.7423
122.3800	1768.0000	1.5965	0.1396	2.8226
123.9500	1752.5300	1.6082	0.1414	2.8185
125.2900	1769.1050	1.6167	0.1430	2.8601
126.8500	1733.7450	1.6203	0.1447	2.8093
128.1500	1735.9550	1.6218	0.1462	2.8154
129.1400	1786.7850	1.6229	0.1474	2.8998
130.6200	1745.9000	1.6009	0.1490	2.7950
132.1200	1744.7950	1.5774	0.1507	2.7523
133.7500	1849.7700	1.5638	0.1526	2.8926
138.6400	1752.5300	1.8162	0.1580	3.1829
140.1000	1788.9950	1.8377	0.1596	3.2876
141.5000	1769.1050	1.8545	0.1612	3.2808
142.9900	1775.7350	1.8489	0.1629	3.2831
144.3700	1782.3650	1.8402	0.1644	3.2798
145.8900	1756.9500	2.0158	0.1662	3.5417
147.1100	1840.9300	2.1997	0.1675	4.0494
168.6700	1758.0550	1.7867	0.1915	3.1412
169.3800	1905.6000	1.7856	0.1923	3.4027
177.6600	1994.4000	1.7731	0.2008	3.5364
179.4300	2001.6000	1.7990	0.2025	3.6008
180.0100	1957.2000	1.8073	0.2031	3.5372
186.6600	2051.2500	1.8640	0.2097	3.8236
205.9000	2186.2500	1.8705	0.2279	4.0894
207.6600	2180.0000	1.7920	0.2295	3.9065
274.6700	2160.0000	2.0134	0.2913	4.3490
303.2300	2200.0000	1.8600	0.3175	4.0920
311.4300	2077.4000	1.8541	0.3252	3.8517
313.1900	2208.7000	1.8624	0.3268	4.1136
314.4000	2155.4000	1.8674	0.3279	4.0250
315.1400	2233.4000	1.8638	0.3286	4.1627
321.1900	2051.4000	1.8522	0.3342	3.7997
322.5800	2100.8000	1.9857	0.3356	4.1716
330.8600	2111.2000	1.8156	0.3434	3.8332
331.7300	1916.4000	1.8133	0.3443	3.4750
340.0200	1887.6000	1.8058	0.3530	3.4087
341.7700	1927.2000	1.7996	0.3548	3.4682
343.2100	1892.4000	1.7905	0.3564	3.3884
343.5500	1923.6000	1.7884	0.3567	3.4401
344.7100	1938.0000	1.7865	0.3579	3.4622
352.9000	1927.2000	1.7641	0.3664	3.3997
354.7900	1910.4000	1.7650	0.3684	3.3718
355.8900	1897.2000	1.7698	0.3695	3.3577
359.4400	1838.4000	1.7851	0.3733	3.2817
369.2100	1863.6000	1.7939	0.3839	3.3431
370.6200	1840.8000	1.8538	0.3854	3.4125
371.8700	1875.6000	1.8821	0.3867	3.5301
373.6500	1910.4000	1.8982	0.3886	3.6263
374.7500	1917.6000	1.9081	0.3898	3.6590
378.9600	1860.0000	1.8770	0.3942	3.4912
380.3600	1904.4000	1.8550	0.3957	3.5327
382.0600	1900.8000	1.8410	0.3975	3.4993
383.2400	1896.0000	1.8444	0.3987	3.4969
385.1400	1910.4000	1.8498	0.4007	3.5339
385.9600	1941.6000	1.8321	0.4016	3.5572
388.0400	1857.6000	1.7902	0.4038	3.3255
397.6500	1882.8000	1.8359	0.4141	3.4566
399.0200	1892.4000	1.8500	0.4155	3.5009
407.2200	1912.8000	1.9432	0.4241	3.7170
408.8600	1993.2000	1.8906	0.4258	3.7683
410.1400	1884.0000	1.8778	0.4271	3.5377
411.1500	2002.8000	1.8676	0.4282	3.7405
417.1900	2098.8000	1.8491	0.4341	3.8808
417.9400	2097.6000	1.8814	0.4348	3.9465
419.2500	2065.2000	1.9272	0.4360	3.9801
429.0600	2019.6000	1.8557	0.4456	3.7478
430.0900	2062.8000	1.8830	0.4466	3.8843
435.6300	1976.4000	1.8831	0.4521	3.7217
437.0800	2046.0000	1.8937	0.4536	3.8746
437.7600	1982.4000	1.8987	0.4543	3.7640
438.1200	2055.6000	1.9015	0.4546	3.9088
445.8800	2122.8000	1.9844	0.4620	4.2124
447.6400	2019.6000	1.8885	0.4637	3.8141
448.2600	2031.6000	1.8548	0.4643	3.7681
450.4700	1999.2000	1.9833	0.4665	3.9650
451.0800	1964.4000	2.0527	0.4672	4.0323
454.9200	1966.8000	1.9055	0.4711	3.7477
457.4700	1992.0000	1.8865	0.4736	3.7579
458.1900	2007.6000	1.8867	0.4744	3.7876
459.4200	2048.4000	1.8869	0.4756	3.8652
459.8100	2166.0000	1.8876	0.4759	4.0885
464.3500	2025.6000	1.9558	0.4803	3.9617
466.3200	2122.8000	1.9513	0.4822	4.1421
468.0200	2066.4000	1.9274	0.4838	3.9829
468.3400	2110.8000	1.9345	0.4841	4.0834
473.8700	2115.6000	2.0569	0.4893	4.3515
475.1000	2289.6000	2.0746	0.4905	4.7499
475.9000	2336.4000	2.0771	0.4911	4.8529
477.1600	2342.4000	2.0810	0.4922	4.8746
477.6100	2352.0000	2.0824	0.4926	4.8979
478.1800	2384.4000	2.0833	0.4931	4.9675


