# IODP371 site U1510 seismic and synthetic trace data (constructed using ROP data).
#Synthetic seismogram and seismic trace data.		
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
1572.0000	0.0441	1.3411
1573.0000	0.0277	1.1216
1574.0000	0.0053	0.7400
1575.0000	-0.0142	0.2779
1576.0000	-0.0270	-0.1487
1577.0000	-0.0319	-0.4224
1578.0000	-0.0306	-0.4642
1579.0000	-0.0251	-0.2668
1580.0000	-0.0169	0.0898
1581.0000	-0.0066	0.4554
1582.0000	0.0058	0.6569
1583.0000	0.0212	0.5645
1584.0000	0.0393	0.1486
1585.0000	0.0575	-0.4971
1586.0000	0.0676	-1.1782
1587.0000	0.0613	-1.6598
1588.0000	0.0360	-1.7462
1589.0000	-0.0025	-1.3621
1590.0000	-0.0418	-0.5828
1591.0000	-0.0673	0.3870
1592.0000	-0.0686	1.2763
1593.0000	-0.0504	1.8359
1594.0000	-0.0166	1.9253
1595.0000	0.0011	1.5580
1596.0000	-0.0073	0.8880
1597.0000	-0.0307	0.1463
1598.0000	-0.0437	-0.4444
1599.0000	-0.0218	-0.7434
1600.0000	0.0406	-0.7280
1601.0000	0.1240	-0.4841
1602.0000	0.1872	-0.1591
1603.0000	0.2120	0.0996
1604.0000	0.1208	0.1958
1605.0000	-0.0420	0.1073
1606.0000	-0.2232	-0.1201
1607.0000	-0.3664	-0.4020
1608.0000	-0.4400	-0.6508
1609.0000	-0.4480	-0.7988
1610.0000	-0.4192	-0.8047
1611.0000	-0.3840	-0.6587
1612.0000	-0.3560	-0.3796
1613.0000	-0.3232	-0.0132
1614.0000	-0.2520	0.3695
1615.0000	-0.1280	0.6776
1616.0000	0.0331	0.8167
1617.0000	0.1944	0.7175
1618.0000	0.3320	0.3724
1619.0000	0.4384	-0.1486
1620.0000	0.5104	-0.7097
1621.0000	0.5376	-1.1455
1622.0000	0.5136	-1.3141
1623.0000	0.4536	-1.1494
1624.0000	0.4360	-0.6901
1625.0000	0.5064	-0.0701
1626.0000	0.6544	0.5288
1627.0000	0.8080	0.9425
1628.0000	0.8960	1.0782
1629.0000	0.9040	0.9312
1630.0000	0.8960	0.5680
1631.0000	0.9280	0.0923
1632.0000	0.9840	-0.3949
1633.0000	0.9520	-0.8170
1634.0000	0.7656	-1.1190
1635.0000	0.4872	-1.2530
1636.0000	0.3144	-1.1713
1637.0000	0.3824	-0.8411
1638.0000	0.5360	-0.2929
1639.0000	0.2768	0.3429
1640.0000	-0.9680	0.8329
1641.0000	-3.4000	0.8942
1642.0000	-6.5360	0.2967
1643.0000	-9.2800	-1.0043
1644.0000	-10.5600	-2.7722
1645.0000	-9.6800	-4.5006
1646.0000	-6.8320	-5.5450
1647.0000	-2.9200	-5.3047
1648.0000	1.0240	-3.4740
1649.0000	4.2880	-0.2229
1650.0000	6.7200	3.7933
1651.0000	8.5600	7.6014
1652.0000	10.0000	10.2225
1653.0000	10.9600	10.9344
1654.0000	11.0400	9.5522
1655.0000	9.8400	6.4840
1656.0000	7.3280	2.5861
1657.0000	3.9120	-1.1295
1658.0000	0.2608	-3.8185
1659.0000	-2.8880	-5.0328
1660.0000	-5.0000	-4.8227
1661.0000	-5.9200	-3.6404
1662.0000	-5.8080	-2.1186
1663.0000	-5.0640	-0.8242
1664.0000	-4.1440	-0.0845
1665.0000	-3.4000	0.0616
1666.0000	-2.9840	-0.2062
1667.0000	-2.7840	-0.6268
1668.0000	-2.6000	-0.9938
1669.0000	-2.2720	-1.2252
1670.0000	-1.8000	-1.3458
1671.0000	-1.2640	-1.4092
1672.0000	-0.7864	-1.4108
1673.0000	-0.3848	-1.2521
1674.0000	-0.0142	-0.7708
1675.0000	0.3776	0.1651
1676.0000	0.7784	1.5403
1677.0000	1.1200	3.1228
1678.0000	1.3520	4.4949
1679.0000	1.4800	5.1823
1680.0000	1.5520	4.8067
1681.0000	1.6160	3.2533
1682.0000	1.6800	0.7662
1683.0000	1.7040	-2.0815
1684.0000	1.6320	-4.5558
1685.0000	1.4800	-6.0162
1686.0000	1.2720	-6.0889
1687.0000	1.0640	-4.7980
1688.0000	0.8640	-2.5769
1689.0000	0.6736	-0.1305
1690.0000	0.4632	1.7931
1691.0000	0.2256	2.6662
1692.0000	-0.0302	2.3558
1693.0000	-0.3000	1.1230
1694.0000	-0.5416	-0.4899
1695.0000	-0.7808	-1.8566
1696.0000	-1.0240	-2.4892
1697.0000	-1.2400	-2.2081
1698.0000	-1.3840	-1.1746
1699.0000	-1.4000	0.2111
1700.0000	-1.2560	1.4826
1701.0000	-1.0080	2.2746
1702.0000	-0.7256	2.4468
1703.0000	-0.4592	2.1037
1704.0000	-0.2192	1.5044
1705.0000	0.0487	0.9211
1706.0000	0.4032	0.5116
1707.0000	0.8240	0.2668
1708.0000	1.1840	0.0433
1709.0000	1.3040	-0.3351
1710.0000	1.0480	-0.9565
1711.0000	0.4168	-1.7431
1712.0000	-0.4064	-2.4622
1713.0000	-1.1520	-2.7978
1714.0000	-1.6000	-2.5030
1715.0000	-1.6480	-1.5261
1716.0000	-1.3680	-0.0602
1717.0000	-0.8880	1.5097
1718.0000	-0.3120	2.7408
1719.0000	0.3496	3.2747
1720.0000	1.1040	2.9733
1721.0000	1.8880	1.9782
1722.0000	2.5440	0.6500
1723.0000	2.8240	-0.5700
1724.0000	2.5680	-1.3169
1725.0000	1.7920	-1.4150
1726.0000	0.7272	-0.9205
1727.0000	-0.3008	-0.0799
1728.0000	-1.0400	0.7734
1729.0000	-1.4480	1.3397
1730.0000	-1.6560	1.4501
1731.0000	-1.8320	1.1073
1732.0000	-2.0160	0.4548
1733.0000	-2.0720	-0.2844
1734.0000	-1.8160	-0.8868
1735.0000	-1.1520	-1.1957
1736.0000	-0.2480	-1.1569
1737.0000	0.5608	-0.8178
1738.0000	0.9760	-0.3003
1739.0000	0.9040	0.2376
1740.0000	0.5624	0.6393
1741.0000	0.2696	0.7866
1742.0000	0.2688	0.6300
1743.0000	0.5584	0.2014
1744.0000	0.9360	-0.3891
1745.0000	1.1120	-0.9758
1746.0000	0.9680	-1.3832
1747.0000	0.5720	-1.4807
1748.0000	0.1344	-1.2282
1749.0000	-0.1536	-0.6931
1750.0000	-0.2392	-0.0356
1751.0000	-0.2152	0.5467
1752.0000	-0.2328	0.8926
1753.0000	-0.3784	0.9379
1754.0000	-0.6192	0.7371
1755.0000	-0.8160	0.4394
1756.0000	-0.8320	0.2262
1757.0000	-0.6264	0.2262
1758.0000	-0.2608	0.4550
1759.0000	0.1336	0.8039
1760.0000	0.4280	1.0826
1761.0000	0.5640	1.1021
1762.0000	0.5624	0.7640
1763.0000	0.4976	0.1115
1764.0000	0.4208	-0.6791
1765.0000	0.3288	-1.3619
1766.0000	0.1936	-1.7162
1767.0000	0.0043	-1.6391
1768.0000	-0.2008	-1.1853
1769.0000	-0.3472	-0.5419
1770.0000	-0.3784	0.0496
1771.0000	-0.3000	0.3863
1772.0000	-0.1768	0.3869
1773.0000	-0.0757	0.1161
1774.0000	-0.0053	-0.2573
1775.0000	0.0840	-0.5397
1776.0000	0.2312	-0.5937
1777.0000	0.4192	-0.3960
1778.0000	0.5800	-0.0445
1779.0000	0.6352	0.2968
1780.0000	0.5376	0.4779
1781.0000	0.2872	0.4275
1782.0000	-0.0713	0.1763
1783.0000	-0.4376	-0.1556
1784.0000	-0.6416	-0.4206
1785.0000	-0.5184	-0.5097
1786.0000	-0.0114	-0.3926
1787.0000	0.6832	-0.1187
1788.0000	1.1040	0.2087
1789.0000	0.7296	0.4821
1790.0000	-0.6384	0.6355
1791.0000	-2.6160	0.6559
1792.0000	-4.3040	0.5681
1793.0000	-4.7680	0.4114
1794.0000	-3.6240	0.2115
1795.0000	-1.3440	-0.0260
1796.0000	1.0000	-0.2979
1797.0000	2.4400	-0.5724
1798.0000	2.7200	-0.7720
1799.0000	2.4320	-0.7903
1800.0000	2.5280	-0.5325
1801.0000	3.4800	0.0324
1802.0000	4.8800	0.8315
1803.0000	5.6320	1.6792
1804.0000	4.7440	2.3163
1805.0000	2.1120	2.4908
1806.0000	-1.3280	2.0620
1807.0000	-4.0960	1.0725
1808.0000	-5.1600	-0.2499
1809.0000	-4.5120	-1.5682
1810.0000	-3.0480	-2.5363
1811.0000	-1.8400	-2.8856
1812.0000	-1.4080	-2.5405
1813.0000	-1.4320	-1.6355
1814.0000	-1.2320	-0.4518
1815.0000	-0.3800	0.6892
1816.0000	0.8960	1.5239
1817.0000	1.8880	1.9011
1818.0000	2.0400	1.8071
1819.0000	1.3840	1.3647
1820.0000	0.4776	0.7645
1821.0000	-0.0502	0.1933
1822.0000	-0.0022	-0.2158
1823.0000	0.2904	-0.4049
1824.0000	0.2984	-0.3857
1825.0000	-0.1808	-0.2273
1826.0000	-0.8560	-0.0256
1827.0000	-1.1920	0.1289
1828.0000	-0.8960	0.1745
1829.0000	-0.1728	0.0906
1830.0000	0.4328	-0.0966
1831.0000	0.4872	-0.3222
1832.0000	0.0372	-0.5041
1833.0000	-0.4480	-0.5707
1834.0000	-0.4376	-0.4866
1835.0000	0.1696	-0.2693
1836.0000	0.9760	0.0100
1837.0000	1.4080	0.2506
1838.0000	1.1520	0.3603
1839.0000	0.4064	0.2920
1840.0000	-0.2920	0.0645
1841.0000	-0.4744	-0.2381
1842.0000	-0.0920	-0.5038
1843.0000	0.4904	-0.6392
1844.0000	0.7560	-0.6067
1845.0000	0.5016	-0.4371
1846.0000	-0.0808	-0.2165
1847.0000	-0.5648	-0.0448
1848.0000	-0.6088	0.0158
1849.0000	-0.1864	-0.0290
1850.0000	0.4088	-0.1119
1851.0000	0.7696	-0.1389
1852.0000	0.6248	-0.0396
1853.0000	-0.0148	0.1882
1854.0000	-0.8560	0.4680
1855.0000	-1.5200	0.6730
1856.0000	-1.7120	0.6805
1857.0000	-1.3680	0.4264
1858.0000	-0.6784	-0.0577
1859.0000	0.0270	-0.6423
1860.0000	0.4608	-1.1479
1861.0000	0.5368	-1.4114
1862.0000	0.3984	-1.3449
1863.0000	0.2920	-0.9612
1864.0000	0.3800	-0.3762
1865.0000	0.6168	0.2391
1866.0000	0.7920	0.7241
1867.0000	0.6984	0.9814
1868.0000	0.2912	0.9990
1869.0000	-0.2680	0.8372
1870.0000	-0.7112	0.6028
1871.0000	-0.8320	0.4013
1872.0000	-0.6056	0.2982
1873.0000	-0.1520	0.3024
1874.0000	0.3128	0.3723
1875.0000	0.6216	0.4391
1876.0000	0.6896	0.4349
1877.0000	0.5176	0.3169
1878.0000	0.1808	0.0844
1879.0000	-0.2032	-0.2214
1880.0000	-0.4968	-0.5282
1881.0000	-0.5872	-0.7526
1882.0000	-0.4384	-0.8255
1883.0000	-0.1256	-0.7114
1884.0000	0.1920	-0.4234
1885.0000	0.3552	-0.0272
1886.0000	0.3008	0.3702
1887.0000	0.1120	0.6513
1888.0000	-0.0401	0.7244
1889.0000	-0.0111	0.5612
1890.0000	0.2072	0.2117
1891.0000	0.4752	-0.2072
1892.0000	0.6000	-0.5462
1893.0000	0.4744	-0.6763
1894.0000	0.1496	-0.5362
1895.0000	-0.2136	-0.1555
1896.0000	-0.4512	0.3470
1897.0000	-0.5120	0.7967
1898.0000	-0.4600	1.0231
1899.0000	-0.3984	0.9254
1900.0000	-0.3776	0.5211
1901.0000	-0.3632	-0.0929
1902.0000	-0.2928	-0.7471
1903.0000	-0.1544	-1.2445
1904.0000	0.0032	-1.4305
1905.0000	0.0904	-1.2477
1906.0000	0.0737	-0.7496
1907.0000	0.0103	-0.0695
1908.0000	0.0061	0.6426
1909.0000	0.1248	1.2397
1910.0000	0.3288	1.5915
1911.0000	0.5000	1.6342
1912.0000	0.5264	1.3782
1913.0000	0.3864	0.8908
1914.0000	0.1576	0.2714
1915.0000	-0.0289	-0.3696
1916.0000	-0.0856	-0.9192
1917.0000	-0.0274	-1.2854
1918.0000	0.0490	-1.4227
1919.0000	0.0342	-1.3378
1920.0000	-0.1232	-1.0830
1921.0000	-0.3864	-0.7401
1922.0000	-0.6512	-0.3964
1923.0000	-0.8000	-0.1194
1924.0000	-0.7312	0.0599
1925.0000	-0.4448	0.1540
1926.0000	-0.0278	0.2054
1927.0000	0.3680	0.2600
1928.0000	0.5952	0.3426
1929.0000	0.5928	0.4441
1930.0000	0.4296	0.5256
1931.0000	0.2712	0.5392
1932.0000	0.2720	0.4555
1933.0000	0.4568	0.2867
1934.0000	0.6904	0.0819
1935.0000	0.7632	-0.0835
1936.0000	0.5488	-0.1372
1937.0000	0.1016	-0.0450
1938.0000	-0.3640	0.1673
1939.0000	-0.6232	0.4168
1940.0000	-0.5968	0.5961
1941.0000	-0.4080	0.6098
1942.0000	-0.2800	0.4124
1943.0000	-0.3608	0.0340
1944.0000	-0.6080	-0.4224
1945.0000	-0.8240	-0.8168
1946.0000	-0.8080	-1.0158
1947.0000	-0.5024	-0.9359
1948.0000	-0.0564	-0.5783
1949.0000	0.3208	-0.0357
1950.0000	0.4968	0.5363
1951.0000	0.5016	0.9678
1952.0000	0.4696	1.1215
1953.0000	0.4992	0.9353
1954.0000	0.5600	0.4456
1955.0000	0.5328	-0.2213
1956.0000	0.3288	-0.8848
1957.0000	-0.0051	-1.3608
1958.0000	-0.3008	-1.5149
1959.0000	-0.3976	-1.3010
1960.0000	-0.2728	-0.7709
1961.0000	-0.0543	-0.0586
1962.0000	0.0848	0.6559
1963.0000	0.0666	1.1920
1964.0000	-0.0415	1.4169
1965.0000	-0.1000	1.2831
1966.0000	-0.0262	0.8418
1967.0000	0.1312	0.2281
1968.0000	0.2320	-0.3940
1969.0000	0.1680	-0.8688
1970.0000	-0.0469	-1.0916
1971.0000	-0.2872	-1.0384
1972.0000	-0.4144	-0.7707
1973.0000	-0.3760	-0.4111
1974.0000	-0.2320	-0.0922
1975.0000	-0.0856	0.0893
1976.0000	-0.0021	0.1032
1977.0000	0.0192	-0.0049
1978.0000	0.0211	-0.1355
1979.0000	0.0441	-0.1781
1980.0000	0.1064	-0.0563
1981.0000	0.2152	0.2358
1982.0000	0.3752	0.6251
1983.0000	0.5744	0.9845
1984.0000	0.7672	1.1818
1985.0000	0.8480	1.1276
1986.0000	0.7200	0.8122
1987.0000	0.3664	0.3174
1988.0000	-0.1224	-0.2074
1989.0000	-0.5936	-0.6002
1990.0000	-0.9200	-0.7454
1991.0000	-1.0560	-0.6124
1992.0000	-1.0560	-0.2653
1993.0000	-0.9760	0.1594
1994.0000	-0.8560	0.5033
1995.0000	-0.6648	0.6451
1996.0000	-0.3656	0.5403
1997.0000	0.0257	0.2329
1998.0000	0.4408	-0.1627
1999.0000	0.7864	-0.5043
2000.0000	0.9840	-0.6722
2001.0000	0.9920	-0.6121
2002.0000	0.7952	-0.3471
2003.0000	0.4312	0.0324
2004.0000	-0.0188	0.4011
2005.0000	-0.4240	0.6399
2006.0000	-0.6480	0.6731
2007.0000	-0.6120	0.4908
2008.0000	-0.3480	0.1512
2009.0000	0.0162	-0.2346
2010.0000	0.3304	-0.5357
2011.0000	0.5080	-0.6403
2012.0000	0.5608	-0.4921
2013.0000	0.5672	-0.1159
2014.0000	0.5736	0.3807
2015.0000	0.5680	0.8344
2016.0000	0.4856	1.0682
2017.0000	0.2712	0.9527
2018.0000	-0.0560	0.4633
2019.0000	-0.3984	-0.2918
2020.0000	-0.6368	-1.0893
2021.0000	-0.7104	-1.6576
2022.0000	-0.6480	-1.7637
2023.0000	-0.5384	-1.3026
2024.0000	-0.4560	-0.3548
2025.0000	-0.4152	0.8158
2026.0000	-0.3864	1.8369
2027.0000	-0.3336	2.3493
2028.0000	-0.2552	2.1392
2029.0000	-0.1704	1.2308
2030.0000	-0.0824	-0.1120
2031.0000	0.0505	-1.4609
2032.0000	0.2752	-2.3660
2033.0000	0.5824	-2.5229
2034.0000	0.8720	-1.8942
2035.0000	0.9600	-0.7303
2036.0000	0.7440	0.5138
2037.0000	0.2744	1.3468
2038.0000	-0.2584	1.4325
2039.0000	-0.6200	0.7226
2040.0000	-0.6752	-0.5202
2041.0000	-0.4664	-1.8138
2042.0000	-0.1696	-2.6353
2043.0000	0.0350	-2.6279
2044.0000	0.0516	-1.7461
2045.0000	-0.0363	-0.2741
2046.0000	-0.0800	1.2878
2047.0000	0.0252	2.4232
2048.0000	0.2648	2.7969
2049.0000	0.5176	2.3798
2050.0000	0.6440	1.4523
2051.0000	0.5928	0.4818
2052.0000	0.4336	-0.0789
2053.0000	0.2944	0.0089
2054.0000	0.2776	0.6746
2055.0000	0.3216	1.5597
2056.0000	0.2736	2.1596
2057.0000	-0.0014	2.0348
2058.0000	-0.5064	1.0092
2059.0000	-1.0880	-0.7452
2060.0000	-1.5520	-2.7748
2061.0000	-1.7520	-4.4811
2062.0000	-1.7200	-5.3249
2063.0000	-1.5440	-5.0153
2064.0000	-1.2960	-3.6113
2065.0000	-0.8960	-1.4966
2066.0000	-0.2224	0.7832
2067.0000	0.7992	2.6731
2068.0000	2.0080	3.7600
2069.0000	3.0560	3.8741
2070.0000	3.5760	3.1082
2071.0000	3.3920	1.7610
2072.0000	2.6080	0.2343
2073.0000	1.5200	-1.0777
2074.0000	0.4208	-1.8685
2075.0000	-0.5096	-1.9854
2076.0000	-1.2880	-1.4545
2077.0000	-1.9920	-0.4659
2078.0000	-2.6560	0.6798
2079.0000	-3.1440	1.6453
2080.0000	-3.2720	2.1449
2081.0000	-2.8640	2.0298
2082.0000	-1.9520	1.3403
2083.0000	-0.7432	0.3003
2084.0000	0.4544	-0.7485
2085.0000	1.3360	-1.4566
2086.0000	1.7840	-1.5860
2087.0000	1.8400	-1.0973
2088.0000	1.6640	-0.1611
2089.0000	1.4160	0.8931
2090.0000	1.1760	1.6919
2091.0000	0.9680	1.9510
2092.0000	0.7832	1.5686
2093.0000	0.6248	0.6530
2094.0000	0.5008	-0.5178
2095.0000	0.4056	-1.5897
2096.0000	0.2864	-2.2442
2097.0000	0.0808	-2.2960
2098.0000	-0.2288	-1.7390
2099.0000	-0.5944	-0.7333
2100.0000	-0.9200	0.4496
2101.0000	-1.1360	1.5035
2102.0000	-1.2160	2.1622
2103.0000	-1.2000	2.2639
2104.0000	-1.1680	1.7858
2105.0000	-1.1120	0.8488
2106.0000	-1.0080	-0.3068
2107.0000	-0.7552	-1.3721
2108.0000	-0.3304	-2.0467
2109.0000	0.2160	-2.1272
2110.0000	0.7488	-1.5625
2111.0000	1.1200	-0.4820
2112.0000	1.2320	0.8247
2113.0000	1.1120	1.9810
2114.0000	0.8640	2.6363
2115.0000	0.6032	2.5816
2116.0000	0.3920	1.8140
2117.0000	0.2176	0.5274
2118.0000	0.0477	-0.9428
2119.0000	-0.1312	-2.2195
2120.0000	-0.2864	-2.9980
2121.0000	-0.3544	-3.1302
2122.0000	-0.2880	-2.6478
2123.0000	-0.0872	-1.7257
2124.0000	0.1680	-0.6097
2125.0000	0.3792	0.4593
2126.0000	0.4672	1.2966
2127.0000	0.4088	1.7994
2128.0000	0.2344	1.9461
2129.0000	0.0040	1.7801
2130.0000	-0.2368	1.3851
2131.0000	-0.4744	0.8681
2132.0000	-0.7192	0.3495
2133.0000	-0.9600	-0.0523
2134.0000	-1.1440	-0.2451
2135.0000	-1.1680	-0.1922
2136.0000	-0.9280	0.0674
2137.0000	-0.4264	0.4250
2138.0000	0.2416	0.7377
2139.0000	0.9040	0.8851
2140.0000	1.4240	0.8284
2141.0000	1.7360	0.6408
2142.0000	1.8480	0.4866
2143.0000	1.7840	0.5522
2144.0000	1.5120	0.9483
2145.0000	1.0080	1.6224
2146.0000	0.2680	2.3335
2147.0000	-0.6304	2.7028
2148.0000	-1.5200	2.3323
2149.0000	-2.2320	0.9643
2150.0000	-2.6640	-1.3647
2151.0000	-2.7840	-4.2666
2152.0000	-2.6240	-7.0915
2153.0000	-2.2160	-9.0850
2154.0000	-1.5600	-9.6073
2155.0000	-0.6624	-8.3515
2156.0000	0.4064	-5.4825
2157.0000	1.4880	-1.6268
2158.0000	2.3680	2.3078
2159.0000	2.9120	5.4225
2160.0000	3.0720	7.0451
2161.0000	2.8880	6.9210
2162.0000	2.4640	5.2743
2163.0000	1.9040	2.7121
2164.0000	1.2000	0.0083
2165.0000	0.3968	-2.1524
2166.0000	-0.4352	-3.3646
2167.0000	-1.1840	-3.5561
2168.0000	-1.7200	-2.9480
2169.0000	-2.0080	-1.9175
2170.0000	-2.0720	-0.8307
2171.0000	-2.0000	0.0855
2172.0000	-1.8560	0.7861
2173.0000	-1.6320	1.3632
2174.0000	-1.2720	1.9509
2175.0000	-0.7704	2.6211
2176.0000	-0.1760	3.3246
2177.0000	0.3944	3.8999
2178.0000	0.8240	4.1373
2179.0000	1.0480	3.8743
2180.0000	1.1120	3.0792
2181.0000	1.1040	1.8715
2182.0000	1.1360	0.4879
2183.0000	1.2080	-0.7935
2184.0000	1.2960	-1.7385
2185.0000	1.2960	-2.2269
2186.0000	1.1360	-2.2722
2187.0000	0.8160	-1.9892
2188.0000	0.4360	-1.5453
2189.0000	0.1032	-1.0954
2190.0000	-0.1400	-0.7383
2191.0000	-0.3336	-0.5054
2192.0000	-0.5544	-0.3746
2193.0000	-0.8480	-0.2989
2194.0000	-1.1840	-0.2335
2195.0000	-1.4640	-0.1512
2196.0000	-1.6000	-0.0441
2197.0000	-1.5520	0.0814
2198.0000	-1.3360	0.2122
2199.0000	-1.0320	0.3318
2200.0000	-0.7064	0.4222
2201.0000	-0.3920	0.4625
2202.0000	-0.0984	0.4327
2203.0000	0.1776	0.3220
2204.0000	0.4344	0.1387
2205.0000	0.6656	-0.0828
2206.0000	0.8400	-0.2888
2207.0000	0.9280	-0.4214
2208.0000	0.9200	-0.4385
2209.0000	0.8640	-0.3307
2210.0000	0.7952	-0.1291
2211.0000	0.7448	0.1036
2212.0000	0.6896	0.2979
2213.0000	0.5848	0.4041
2214.0000	0.3840	0.4084
2215.0000	0.1464	0.3344
2216.0000	-0.0160	0.2280
2217.0000	-0.0075	0.1333
2218.0000	0.1704	0.0693
2219.0000	0.4008	0.0202
2220.0000	0.5176	-0.0535
2221.0000	0.4064	-0.1906
2222.0000	0.0725	-0.4014
2223.0000	-0.3808	-0.6514
2224.0000	-0.7936	-0.8655
2225.0000	-1.0880	-0.9546
2226.0000	-1.2800	-0.8508
2227.0000	-1.3920	-0.5403
2228.0000	-1.4640	-0.0791
2229.0000	-1.4640	0.4211
2230.0000	-1.3280	0.8259
2231.0000	-1.0320	1.0251
2232.0000	-0.5696	0.9690
2233.0000	-0.0008	0.6825
2234.0000	0.5920	0.2546
2235.0000	1.1120	-0.1921
2236.0000	1.4720	-0.5395
2237.0000	1.6400	-0.7095
2238.0000	1.6240	-0.6838
2239.0000	1.4880	-0.4980
2240.0000	1.3040	-0.2184
2241.0000	1.1360	0.0811
2242.0000	1.0000	0.3387
2243.0000	0.8640	0.5141
2244.0000	0.6984	0.5894
2245.0000	0.4968	0.5605
2246.0000	0.2904	0.4323
2247.0000	0.1072	0.2175
2248.0000	-0.0720	-0.0596
2249.0000	-0.3128	-0.3613
2250.0000	-0.6880	-0.6370
2251.0000	-1.2240	-0.8312
2252.0000	-1.8880	-0.8975
2253.0000	-2.5520	-0.8135
2254.0000	-3.0880	-0.5902
2255.0000	-3.3360	-0.2669
2256.0000	-3.1920	0.0954
2257.0000	-2.6160	0.4312
2258.0000	-1.6640	0.6863
2259.0000	-0.4832	0.8288
2260.0000	0.7296	0.8488
2261.0000	1.7840	0.7514
2262.0000	2.5520	0.5523
2263.0000	3.0160	0.2753
2264.0000	3.2160	-0.0495
2265.0000	3.1760	-0.3861
2266.0000	2.8800	-0.6900
2267.0000	2.2880	-0.9105
2268.0000	1.4560	-1.0019
2269.0000	0.5096	-0.9391
2270.0000	-0.3176	-0.7275
2271.0000	-0.8320	-0.4002
2272.0000	-0.9520	-0.0154
2273.0000	-0.7528	0.3558
2274.0000	-0.4288	0.6472
2275.0000	-0.1360	0.8184
2276.0000	0.0586	0.8593
2277.0000	0.1688	0.7829
2278.0000	0.2256	0.6177
2279.0000	0.2200	0.3977
2280.0000	0.0976	0.1534
2281.0000	-0.1904	-0.0931
2282.0000	-0.6320	-0.3296
2283.0000	-1.1440	-0.5420
2284.0000	-1.6320	-0.7100
2285.0000	-1.9840	-0.8084
2286.0000	-2.1600	-0.8161
2287.0000	-2.1680	-0.7212
2288.0000	-1.9840	-0.5228
2289.0000	-1.5920	-0.2396
2290.0000	-1.0000	0.0902
2291.0000	-0.2712	0.4183
2292.0000	0.4848	0.6961
2293.0000	1.1520	0.8809
2294.0000	1.6240	0.9442



