# IODP371 site U1510 synthetic model data constructed using ROP data
#Synthetic model				
depth_m_bsf	velocity_m/s	density_Mg/m3	two-way-travel-time_(ms)	impedance
101.6800	1741.4800	1.6121	0.1159	2.8074
103.1400	1745.9000	1.5948	0.1176	2.7844
104.6000	1717.1700	1.5773	0.1193	2.7085
106.1900	1750.3200	1.5716	0.1211	2.7507
107.5500	1743.6900	1.5675	0.1226	2.7332
109.1000	1744.7950	1.6035	0.1244	2.7978
110.1900	1730.4300	1.6322	0.1257	2.8244
111.1100	1718.2750	1.6564	0.1267	2.8461
112.5000	1729.3250	1.6237	0.1284	2.8080
113.9100	1708.3300	1.5852	0.1300	2.7080
115.3600	1744.7950	1.5770	0.1317	2.7515
116.7100	1721.5900	1.5770	0.1332	2.7149
118.0800	1714.9600	1.5733	0.1348	2.6981
119.4000	1760.2650	1.5676	0.1364	2.7594
120.5400	1735.9550	1.5627	0.1377	2.7128
122.0000	1737.0600	1.5787	0.1393	2.7423
123.3800	1768.0000	1.5965	0.1409	2.8226
124.9500	1752.5300	1.6082	0.1427	2.8185
126.2900	1769.1050	1.6167	0.1442	2.8601
127.8500	1733.7450	1.6203	0.1460	2.8093
129.1500	1735.9550	1.6218	0.1475	2.8154
130.1400	1786.7850	1.6229	0.1486	2.8998
131.6200	1745.9000	1.6009	0.1503	2.7950
133.1200	1744.7950	1.5774	0.1520	2.7523
134.7500	1849.7700	1.5638	0.1538	2.8926
139.6400	1752.5300	1.8162	0.1593	3.1829
141.1000	1788.9950	1.8377	0.1609	3.2876
142.5000	1769.1050	1.8545	0.1625	3.2808
143.9900	1775.7350	1.8489	0.1642	3.2831
145.3700	1782.3650	1.8402	0.1657	3.2798
146.8900	1756.9500	2.0158	0.1674	3.5417
148.1100	1840.9300	2.1997	0.1688	4.0494
157.0000	1781.7300	1.7813	0.1786	3.1738
157.0910	1779.4988	1.7814	0.1787	3.1700
157.1410	1779.4986	1.7815	0.1788	3.1702
157.1910	1779.5423	1.7816	0.1788	3.1705
157.2410	1779.7355	1.7818	0.1789	3.1711
157.2910	1780.8324	1.7819	0.1789	3.1732
157.3410	1781.7228	1.7820	0.1790	3.1750
157.3910	1782.0792	1.7821	0.1790	3.1759
157.4410	1782.1204	1.7822	0.1791	3.1762
157.4910	1782.2660	1.7824	0.1792	3.1766
157.5410	1782.6584	1.7825	0.1792	3.1776
157.5910	1784.3604	1.7826	0.1793	3.1808
157.6410	1784.8708	1.7827	0.1793	3.1819
157.6910	1787.7640	1.7828	0.1794	3.1873
157.7410	1796.0618	1.7830	0.1794	3.2023
157.7910	1796.4633	1.7831	0.1795	3.2032
157.8410	1801.0638	1.7832	0.1795	3.2116
157.8910	1803.1178	1.7833	0.1796	3.2155
157.9410	1804.4120	1.7834	0.1797	3.2180
157.9910	1806.0516	1.7836	0.1797	3.2212
158.0410	1806.3193	1.7837	0.1798	3.2219
158.0910	1806.6352	1.7838	0.1798	3.2227
158.1410	1806.9506	1.7839	0.1799	3.2234
158.1910	1807.3286	1.7840	0.1799	3.2243
158.2410	1809.4593	1.7841	0.1800	3.2283
158.2910	1809.5444	1.7843	0.1800	3.2287
158.3410	1809.6301	1.7844	0.1801	3.2291
158.3910	1809.6820	1.7845	0.1802	3.2294
158.4410	1809.6917	1.7846	0.1802	3.2296
158.4910	1809.7014	1.7847	0.1803	3.2299
158.5410	1809.7550	1.7849	0.1803	3.2302
158.5910	1811.6666	1.7850	0.1804	3.2338
158.6410	1812.0459	1.7851	0.1804	3.2347
158.6910	1812.0854	1.7852	0.1805	3.2350
158.7410	1812.6687	1.7853	0.1805	3.2362
158.7910	1812.6794	1.7855	0.1806	3.2365
158.8410	1812.6900	1.7856	0.1807	3.2367
158.8910	1812.7007	1.7857	0.1807	3.2369
158.9410	1810.5024	1.7858	0.1808	3.2332
158.9910	1825.8272	1.7859	0.1808	3.2608
159.0410	1825.4088	1.7861	0.1809	3.2603
159.0910	1824.9906	1.7862	0.1809	3.2598
159.1410	1824.1724	1.7863	0.1810	3.2585
159.1910	1824.1868	1.7864	0.1810	3.2587
159.2410	1824.2012	1.7865	0.1811	3.2590
159.2910	1824.2156	1.7867	0.1811	3.2592
159.3410	1824.2299	1.7868	0.1812	3.2595
159.3910	1824.2443	1.7869	0.1813	3.2597
159.4410	1824.2587	1.7870	0.1813	3.2600
159.4910	1824.2731	1.7871	0.1814	3.2602
159.5410	1825.9402	1.7872	0.1814	3.2634
159.5910	1827.4462	1.7874	0.1815	3.2663
159.6410	1828.6300	1.7875	0.1815	3.2686
159.6910	1828.7266	1.7876	0.1816	3.2690
159.7410	1828.8232	1.7877	0.1816	3.2694
159.7910	1831.4052	1.7878	0.1817	3.2743
159.8410	1831.5258	1.7880	0.1818	3.2747
159.8910	1831.6465	1.7881	0.1818	3.2751
159.9410	1831.8093	1.7882	0.1819	3.2756
159.9910	1832.0808	1.7883	0.1819	3.2763
160.0410	1832.0977	1.7884	0.1820	3.2766
160.0910	1832.1145	1.7886	0.1820	3.2768
160.1410	1832.0902	1.7887	0.1821	3.2770
160.1910	1830.9316	1.7888	0.1821	3.2752
160.2410	1828.2743	1.7889	0.1822	3.2706
160.2910	1823.7245	1.7890	0.1822	3.2627
160.3410	1823.7386	1.7892	0.1823	3.2630
160.3910	1823.7527	1.7893	0.1824	3.2632
160.4410	1823.7668	1.7894	0.1824	3.2634
160.4910	1823.7810	1.7895	0.1825	3.2637
160.5410	1823.7951	1.7896	0.1825	3.2639
160.5910	1823.8092	1.7898	0.1826	3.2642
160.6410	1823.7258	1.7899	0.1826	3.2642
160.6910	1823.2367	1.7900	0.1827	3.2636
160.7410	1823.1629	1.7901	0.1827	3.2637
160.7910	1823.1768	1.7902	0.1828	3.2639
160.8410	1823.1907	1.7903	0.1828	3.2641
160.8910	1823.2046	1.7905	0.1829	3.2644
160.9410	1823.5921	1.7906	0.1830	3.2653
160.9910	1823.7604	1.7907	0.1830	3.2658
161.0410	1823.9288	1.7908	0.1831	3.2663
161.0910	1823.9553	1.7909	0.1831	3.2666
161.1410	1823.9694	1.7911	0.1832	3.2668
161.1910	1823.9835	1.7912	0.1832	3.2671
161.2410	1823.9454	1.7913	0.1833	3.2672
161.2910	1820.9017	1.7914	0.1833	3.2620
161.3410	1820.0058	1.7915	0.1834	3.2606
161.3910	1819.1089	1.7917	0.1834	3.2592
161.4410	1818.2119	1.7918	0.1835	3.2578
161.4910	1817.2653	1.7919	0.1836	3.2564
161.5410	1817.2439	1.7920	0.1836	3.2565
161.5910	1817.2559	1.7921	0.1837	3.2568
161.6410	1817.2678	1.7923	0.1837	3.2570
161.6910	1817.3131	1.7924	0.1838	3.2573
161.7410	1816.6860	1.7925	0.1838	3.2564
161.7910	1817.4667	1.7926	0.1839	3.2580
161.8410	1805.7434	1.7927	0.1839	3.2372
161.8910	1799.7643	1.7929	0.1840	3.2267
161.9410	1799.2809	1.7930	0.1841	3.2261
161.9910	1799.1223	1.7931	0.1841	3.2260
162.0410	1798.4170	1.7932	0.1842	3.2249
162.0910	1798.6116	1.7933	0.1842	3.2255
162.1410	1798.6175	1.7935	0.1843	3.2257
162.1910	1798.6235	1.7936	0.1843	3.2260
162.2410	1798.6294	1.7937	0.1844	3.2262
162.2910	1798.8243	1.7938	0.1844	3.2267
162.3410	1799.0193	1.7939	0.1845	3.2273
162.3910	1799.2144	1.7940	0.1846	3.2279
162.4410	1799.6556	1.7942	0.1846	3.2289
162.4910	1800.1681	1.7943	0.1847	3.2300
162.5410	1800.6789	1.7944	0.1847	3.2311
162.5910	1801.0777	1.7945	0.1848	3.2321
162.6410	1801.2070	1.7946	0.1848	3.2325
162.6910	1801.3356	1.7948	0.1849	3.2330
162.7410	1801.4651	1.7949	0.1849	3.2334
162.7910	1801.5939	1.7950	0.1850	3.2339
162.8410	1801.6843	1.7951	0.1851	3.2342
162.8910	1801.6912	1.7952	0.1851	3.2345
162.9410	1802.0626	1.7954	0.1852	3.2353
162.9910	1809.6873	1.7955	0.1852	3.2493
163.0410	1813.9499	1.7956	0.1853	3.2571
163.0910	1818.0342	1.7957	0.1853	3.2647
163.1410	1818.6568	1.7958	0.1854	3.2660
163.1910	1818.6691	1.7960	0.1854	3.2662
163.2410	1818.6814	1.7961	0.1855	3.2665
163.2910	1818.6936	1.7962	0.1856	3.2667
163.3410	1818.2670	1.7963	0.1856	3.2662
163.3910	1817.1188	1.7964	0.1857	3.2643
163.4410	1817.0284	1.7966	0.1857	3.2644
163.4910	1816.9374	1.7967	0.1858	3.2644
163.5410	1815.7989	1.7968	0.1858	3.2626
163.5910	1814.3634	1.7969	0.1859	3.2602
163.6410	1813.2758	1.7970	0.1859	3.2585
163.6910	1812.5654	1.7971	0.1860	3.2574
163.7410	1810.2342	1.7973	0.1860	3.2535
163.7910	1808.8832	1.7974	0.1861	3.2513
163.8410	1808.4635	1.7975	0.1862	3.2507
163.8910	1806.4489	1.7976	0.1862	3.2473
163.9410	1797.9571	1.7977	0.1863	3.2323
163.9910	1797.9627	1.7979	0.1863	3.2325
164.0410	1796.8528	1.7980	0.1864	3.2307
164.0910	1796.8581	1.7981	0.1864	3.2309
164.1410	1796.8635	1.7982	0.1865	3.2312
164.1910	1796.8688	1.7983	0.1865	3.2314
164.2410	1799.3347	1.7985	0.1866	3.2360
164.2910	1816.7859	1.7986	0.1867	3.2676
164.3410	1817.5678	1.7987	0.1867	3.2693
164.3910	1818.8209	1.7988	0.1868	3.2717
164.4410	1818.8331	1.7989	0.1868	3.2720
164.4910	1818.8453	1.7991	0.1869	3.2722
164.5410	1818.8575	1.7992	0.1869	3.2724
164.5910	1818.8698	1.7993	0.1870	3.2727
164.6410	1818.8820	1.7994	0.1870	3.2729
164.6910	1819.0685	1.7995	0.1871	3.2735
164.7410	1823.5755	1.7996	0.1872	3.2818
164.7910	1823.5892	1.7998	0.1872	3.2820
164.8410	1823.6029	1.7999	0.1873	3.2823
164.8910	1823.6166	1.8000	0.1873	3.2825
164.9410	1824.3268	1.8001	0.1874	3.2840
164.9910	1826.1101	1.8002	0.1874	3.2874
165.0410	1828.5027	1.8004	0.1875	3.2920
165.0910	1828.5179	1.8005	0.1875	3.2922
165.1410	1828.5332	1.8006	0.1876	3.2925
165.1910	1828.5484	1.8007	0.1876	3.2927
165.2410	1829.2014	1.8008	0.1877	3.2941
165.2910	1829.3078	1.8010	0.1878	3.2945
165.3410	1829.3232	1.8011	0.1878	3.2947
165.3910	1829.3387	1.8012	0.1879	3.2950
165.4410	1829.3921	1.8013	0.1879	3.2953
165.4910	1829.6792	1.8014	0.1880	3.2960
165.5410	1829.6947	1.8016	0.1880	3.2963
165.5910	1829.7103	1.8017	0.1881	3.2965
165.6410	1830.0580	1.8018	0.1881	3.2974
165.6910	1824.5309	1.8019	0.1882	3.2876
165.7410	1823.8313	1.8020	0.1882	3.2866
165.7910	1839.7481	1.8021	0.1883	3.3155
165.8410	1839.7668	1.8023	0.1884	3.3157
165.8910	1839.7854	1.8024	0.1884	3.3160
165.9410	1839.8041	1.8025	0.1885	3.3163
165.9910	1819.6247	1.8026	0.1885	3.2801
166.0410	1816.3622	1.8027	0.1886	3.2744
166.0910	1810.5185	1.8029	0.1886	3.2641
166.1410	1810.5280	1.8030	0.1887	3.2643
166.1910	1810.5375	1.8031	0.1887	3.2646
166.2410	1812.1558	1.8032	0.1888	3.2677
166.2910	1812.4684	1.8033	0.1889	3.2685
166.3410	1812.6343	1.8035	0.1889	3.2690
166.3910	1812.7871	1.8036	0.1890	3.2695
166.4410	1812.9594	1.8037	0.1890	3.2700
166.4910	1813.5522	1.8038	0.1891	3.2713
166.5410	1814.2842	1.8039	0.1891	3.2728
166.5910	1815.4772	1.8040	0.1892	3.2752
166.6410	1817.0445	1.8042	0.1892	3.2782
166.6910	1818.6129	1.8043	0.1893	3.2813
166.7410	1819.4820	1.8044	0.1893	3.2831
166.7910	1823.8214	1.8045	0.1894	3.2911
166.8410	1830.2408	1.8046	0.1895	3.3029
166.8910	1832.1466	1.8048	0.1895	3.3066
166.9410	1833.5467	1.8049	0.1896	3.3093
166.9910	1833.7873	1.8050	0.1896	3.3100
167.0410	1834.0285	1.8051	0.1897	3.3106
167.0910	1834.2694	1.8052	0.1897	3.3113
167.1410	1834.5109	1.8054	0.1898	3.3119
167.1910	1837.6242	1.8055	0.1898	3.3178
167.2410	1838.2293	1.8056	0.1899	3.3191
167.2910	1839.1040	1.8057	0.1899	3.3209
167.3410	1840.9255	1.8058	0.1900	3.3244
167.3910	1841.2103	1.8059	0.1901	3.3251
167.4410	1840.5105	1.8061	0.1901	3.3241
167.4910	1840.5292	1.8062	0.1902	3.3243
167.5410	1840.5479	1.8063	0.1902	3.3246
167.5910	1838.7759	1.8064	0.1903	3.3216
167.6410	1838.7985	1.8065	0.1903	3.3219
167.6910	1838.5672	1.8067	0.1904	3.3217
167.7410	1825.4069	1.8068	0.1904	3.2981
167.7910	1819.2085	1.8069	0.1905	3.2871
167.8410	1822.3009	1.8070	0.1905	3.2929
167.8910	1822.3775	1.8071	0.1906	3.2933
167.9410	1820.6277	1.8072	0.1907	3.2903
167.9910	1820.6402	1.8074	0.1907	3.2906
168.0410	1820.6527	1.8075	0.1908	3.2908
168.0910	1820.6652	1.8076	0.1908	3.2910
168.1410	1821.6626	1.8077	0.1909	3.2931
168.1910	1822.0165	1.8078	0.1909	3.2939
168.2410	1822.1510	1.8080	0.1910	3.2944
168.2910	1822.2093	1.8081	0.1910	3.2947
168.3410	1822.2672	1.8082	0.1911	3.2950
168.3910	1822.4566	1.8083	0.1912	3.2956
168.4410	1823.0460	1.8084	0.1912	3.2968
168.4910	1824.4090	1.8085	0.1913	3.2995
168.5410	1824.8349	1.8087	0.1913	3.3005
168.5910	1827.5772	1.8088	0.1914	3.3057
168.6410	1828.4009	1.8089	0.1914	3.3074
168.6910	1829.4337	1.8090	0.1915	3.3095
168.7410	1829.4489	1.8091	0.1915	3.3097
168.7910	1829.4640	1.8093	0.1916	3.3100
168.8410	1832.2494	1.8094	0.1916	3.3152
168.8910	1833.1271	1.8095	0.1917	3.3170
168.9410	1833.7140	1.8096	0.1918	3.3183
168.9910	1834.1807	1.8097	0.1918	3.3194
169.0410	1834.4830	1.8098	0.1919	3.3201
169.0910	1835.6320	1.8100	0.1919	3.3224
169.1410	1835.6490	1.8101	0.1920	3.3227
169.1910	1835.6660	1.8102	0.1920	3.3229
169.2410	1836.5743	1.8103	0.1921	3.3248
169.2910	1823.6809	1.8104	0.1921	3.3017
169.3410	1814.8786	1.8106	0.1922	3.2859
169.3910	1806.6048	1.8107	0.1922	3.2712
169.4410	1806.6130	1.8108	0.1923	3.2714
169.4910	1806.6211	1.8109	0.1924	3.2716
169.5410	1806.6292	1.8110	0.1924	3.2719
169.5910	1806.6373	1.8111	0.1925	3.2721
169.6410	1806.6454	1.8113	0.1925	3.2723
169.6910	1806.6535	1.8114	0.1926	3.2725
169.7410	1806.5934	1.8115	0.1926	3.2726
169.7910	1806.2372	1.8116	0.1927	3.2722
169.8410	1806.2451	1.8117	0.1927	3.2724
169.8910	1806.2531	1.8119	0.1928	3.2727
169.9410	1807.6984	1.8120	0.1929	3.2755
169.9910	1814.8943	1.8121	0.1929	3.2887
170.0410	1822.3355	1.8122	0.1930	3.3024
170.0910	1825.2814	1.8123	0.1930	3.3080
170.1410	1827.4877	1.8124	0.1931	3.3122
170.1910	1829.4326	1.8126	0.1931	3.3160
170.2410	1831.5860	1.8127	0.1932	3.3201
170.2910	1831.6016	1.8128	0.1932	3.3203
170.3410	1831.6173	1.8129	0.1933	3.3206
170.3910	1831.6330	1.8130	0.1933	3.3208
170.4410	1831.6486	1.8131	0.1934	3.3210
170.4910	1830.1590	1.8133	0.1935	3.3186
170.5410	1826.8492	1.8134	0.1935	3.3128
170.5910	1824.7858	1.8135	0.1936	3.3092
170.6410	1816.0694	1.8136	0.1936	3.2937
170.6910	1792.0289	1.8137	0.1937	3.2503
170.7410	1791.0323	1.8139	0.1937	3.2487
170.7910	1791.0250	1.8140	0.1938	3.2489
170.8410	1791.0177	1.8141	0.1938	3.2491
170.8910	1790.9492	1.8142	0.1939	3.2491
170.9410	1790.8305	1.8143	0.1940	3.2491
170.9910	1790.7234	1.8144	0.1940	3.2492
171.0410	1790.7266	1.8146	0.1941	3.2494
171.0910	1790.7298	1.8147	0.1941	3.2496
171.1410	1790.7331	1.8148	0.1942	3.2498
171.1910	1791.0440	1.8149	0.1942	3.2506
171.2410	1791.0566	1.8150	0.1943	3.2508
171.2910	1791.0700	1.8151	0.1943	3.2510
171.3410	1791.2467	1.8153	0.1944	3.2516
171.3910	1795.7631	1.8154	0.1945	3.2600
171.4410	1796.2059	1.8155	0.1945	3.2610
171.4910	1796.7400	1.8156	0.1946	3.2622
171.5410	1798.4489	1.8157	0.1946	3.2655
171.5910	1801.7929	1.8158	0.1947	3.2718
171.6410	1803.1723	1.8160	0.1947	3.2745
171.6910	1803.3167	1.8161	0.1948	3.2750
171.7410	1803.3593	1.8162	0.1948	3.2753
171.7910	1803.3663	1.8163	0.1949	3.2755
171.8410	1803.3733	1.8164	0.1950	3.2757
171.8910	1791.2722	1.8165	0.1950	3.2539
171.9410	1754.4012	1.8167	0.1951	3.1872
171.9910	1754.3935	1.8168	0.1951	3.1873
172.0410	1754.3858	1.8169	0.1952	3.1875
172.0910	1754.3781	1.8170	0.1952	3.1877
172.1410	1754.3704	1.8171	0.1953	3.1879
172.1910	1754.1297	1.8172	0.1954	3.1877
172.2410	1753.5751	1.8174	0.1954	3.1869
172.2910	1752.5618	1.8175	0.1955	3.1853
172.3410	1752.4091	1.8176	0.1955	3.1852
172.3910	1752.4008	1.8177	0.1956	3.1854
172.4410	1750.0458	1.8178	0.1956	3.1813
172.4910	1749.8358	1.8179	0.1957	3.1811
172.5410	1749.8268	1.8181	0.1958	3.1813
172.5910	1749.8178	1.8182	0.1958	3.1815
172.6410	1753.0157	1.8183	0.1959	3.1875
172.6910	1753.7586	1.8184	0.1959	3.1891
172.7410	1753.7507	1.8185	0.1960	3.1893
172.7910	1753.7429	1.8186	0.1960	3.1894
172.8410	1753.7350	1.8188	0.1961	3.1896
172.8910	1753.2765	1.8189	0.1962	3.1890
172.9410	1752.6288	1.8190	0.1962	3.1880
172.9910	1752.2653	1.8191	0.1963	3.1876
173.0410	1751.9016	1.8192	0.1963	3.1871
173.0910	1751.4847	1.8193	0.1964	3.1866
173.1410	1734.7099	1.8195	0.1964	3.1562
173.1910	1734.6964	1.8196	0.1965	3.1564
173.2410	1735.1611	1.8197	0.1966	3.1575
173.2910	1736.0030	1.8198	0.1966	3.1592
173.3410	1772.1976	1.8199	0.1967	3.2253
173.3910	1774.0598	1.8200	0.1967	3.2289
173.4410	1774.5624	1.8202	0.1968	3.2300
173.4910	1775.0654	1.8203	0.1968	3.2311
173.5410	1775.2246	1.8204	0.1969	3.2316
173.5910	1778.9261	1.8205	0.1969	3.2386
173.6410	1780.2366	1.8206	0.1970	3.2411
173.6910	1786.1032	1.8207	0.1971	3.2520
173.7410	1786.6068	1.8209	0.1971	3.2532
173.7910	1788.3862	1.8210	0.1972	3.2566
173.8410	1791.2658	1.8211	0.1972	3.2621
173.8910	1791.7773	1.8212	0.1973	3.2632
173.9410	1791.7808	1.8213	0.1973	3.2634
173.9910	1791.7843	1.8214	0.1974	3.2636
174.0410	1791.7878	1.8216	0.1975	3.2638
174.0910	1792.3680	1.8217	0.1975	3.2651
174.1410	1792.3827	1.8218	0.1976	3.2653
174.1910	1792.8784	1.8219	0.1976	3.2665
174.2410	1793.3736	1.8220	0.1977	3.2676
174.2910	1794.3714	1.8221	0.1977	3.2696
174.3410	1795.3883	1.8223	0.1978	3.2717
174.3910	1795.9320	1.8224	0.1978	3.2729
174.4410	1798.4282	1.8225	0.1979	3.2776
174.4910	1805.7733	1.8226	0.1980	3.2912
174.5410	1817.6453	1.8227	0.1980	3.3131
174.5910	1819.7352	1.8228	0.1981	3.3171
174.6410	1834.3296	1.8229	0.1981	3.3439
174.6910	1834.3457	1.8231	0.1982	3.3441
174.7410	1830.7929	1.8232	0.1982	3.3379
174.7910	1829.0603	1.8233	0.1983	3.3349
174.8410	1840.8734	1.8234	0.1983	3.3567
174.8910	1840.7755	1.8235	0.1984	3.3567
174.9410	1840.6469	1.8236	0.1984	3.3567
174.9910	1837.2004	1.8238	0.1985	3.3506
175.0410	1814.1322	1.8239	0.1986	3.3087
175.0910	1790.6745	1.8240	0.1986	3.2662
175.1410	1788.7294	1.8241	0.1987	3.2628
175.1910	1787.1774	1.8242	0.1987	3.2602
175.2410	1788.9015	1.8243	0.1988	3.2636
175.2910	1789.0299	1.8244	0.1988	3.2640
175.3410	1789.1585	1.8246	0.1989	3.2644
175.5910	1789.2862	1.8251	0.1992	3.2657
175.6410	1789.4863	1.8253	0.1992	3.2663
175.6910	1789.7697	1.8254	0.1993	3.2670
175.7410	1792.6032	1.8255	0.1993	3.2724
175.7910	1792.6337	1.8256	0.1994	3.2726
175.8410	1792.8637	1.8257	0.1994	3.2733
175.8910	1793.5572	1.8258	0.1995	3.2747
175.9410	1794.4694	1.8259	0.1996	3.2766
175.9910	1795.3813	1.8261	0.1996	3.2785
176.0410	1796.3161	1.8262	0.1997	3.2804
176.0910	1796.3496	1.8263	0.1997	3.2807
176.1410	1796.3544	1.8264	0.1998	3.2809
176.1910	1796.3592	1.8265	0.1998	3.2811
176.2410	1796.3765	1.8266	0.1999	3.2813
176.2910	1796.5329	1.8268	0.2000	3.2818
176.3410	1795.2323	1.8269	0.2000	3.2796
176.3910	1795.2367	1.8270	0.2001	3.2799
176.4410	1795.2412	1.8271	0.2001	3.2801
176.4910	1793.5771	1.8272	0.2002	3.2772
176.5410	1789.7516	1.8273	0.2002	3.2705
176.5910	1788.7989	1.8274	0.2003	3.2689
176.6410	1788.0077	1.8276	0.2003	3.2677
176.6910	1784.4492	1.8277	0.2004	3.2614
176.7410	1783.9146	1.8278	0.2005	3.2606
176.7910	1781.3260	1.8279	0.2005	3.2561
176.8410	1775.1427	1.8280	0.2006	3.2450
176.8910	1772.9424	1.8281	0.2006	3.2412
176.9410	1771.8445	1.8282	0.2007	3.2394
176.9910	1772.0795	1.8284	0.2007	3.2400
177.0410	1772.0772	1.8285	0.2008	3.2402
177.0910	1772.0749	1.8286	0.2008	3.2404
177.1410	1772.0726	1.8287	0.2009	3.2406
177.1910	1772.0702	1.8288	0.2010	3.2408
177.2410	1774.8975	1.8289	0.2010	3.2462
177.2910	1774.8960	1.8290	0.2011	3.2464
177.3410	1774.8945	1.8292	0.2011	3.2466
177.3910	1774.8930	1.8293	0.2012	3.2468
177.4410	1774.8915	1.8294	0.2012	3.2470
177.4910	1774.8900	1.8295	0.2013	3.2472
177.5410	1774.8885	1.8296	0.2014	3.2474
177.5910	1774.8870	1.8297	0.2014	3.2476
177.6410	1776.0069	1.8298	0.2015	3.2498
177.6910	1777.7592	1.8300	0.2015	3.2532
177.7410	1777.7586	1.8301	0.2016	3.2534
177.7910	1777.7579	1.8302	0.2016	3.2536
177.8410	1777.7573	1.8303	0.2017	3.2538
177.8910	1777.7566	1.8304	0.2017	3.2540
177.9410	1777.1578	1.8305	0.2018	3.2531
177.9910	1777.1306	1.8306	0.2019	3.2533
178.0410	1777.1297	1.8308	0.2019	3.2535
178.0910	1777.1289	1.8309	0.2020	3.2537
178.1410	1777.4064	1.8310	0.2020	3.2544
178.1910	1778.8138	1.8311	0.2021	3.2572
178.2410	1793.8332	1.8312	0.2021	3.2849
178.2910	1803.3185	1.8313	0.2022	3.3025
178.3410	1816.9724	1.8314	0.2023	3.3277
178.3910	1828.6122	1.8315	0.2023	3.3492
