# IODP371 site U1511 seismic and synthetic trace data
#Synthetic seismogram and seismic trace data.		
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
6340.0000	-0.0139	0.0639
6341.0000	-0.0198	0.0671
6342.0000	-0.0150	0.0575
6343.0000	0.0003	0.0364
6344.0000	0.0172	0.0075
6345.0000	0.0293	-0.0234
6346.0000	0.0330	-0.0501
6347.0000	0.0270	-0.0670
6348.0000	0.0116	-0.0704
6349.0000	-0.0113	-0.0595
6350.0000	-0.0361	-0.0363
6351.0000	-0.0550	-0.0059
6352.0000	-0.0630	0.0249
6353.0000	-0.0560	0.0492
6354.0000	-0.0416	0.0617
6355.0000	-0.0266	0.0597
6356.0000	-0.0131	0.0439
6357.0000	0.0024	0.0183
6358.0000	0.0234	-0.0110
6359.0000	0.0468	-0.0370
6360.0000	0.0625	-0.0539
6361.0000	0.0615	-0.0577
6362.0000	0.0432	-0.0484
6363.0000	0.0135	-0.0292
6364.0000	-0.0137	-0.0060
6365.0000	-0.0295	0.0141
6366.0000	-0.0328	0.0250
6367.0000	-0.0262	0.0233
6368.0000	-0.0125	0.0096
6369.0000	0.0074	-0.0115
6370.0000	0.0324	-0.0322
6371.0000	0.0590	-0.0434
6372.0000	0.0825	-0.0374
6373.0000	0.0900	-0.0108
6374.0000	0.0755	0.0346
6375.0000	0.0359	0.0905
6376.0000	-0.0212	0.1439
6377.0000	-0.0800	0.1799
6378.0000	-0.1195	0.1842
6379.0000	-0.1250	0.1490
6380.0000	-0.0955	0.0750
6381.0000	-0.0429	-0.0267
6382.0000	0.0127	-0.1360
6383.0000	0.0478	-0.2277
6384.0000	0.0498	-0.2768
6385.0000	0.0172	-0.2640
6386.0000	-0.0398	-0.1804
6387.0000	-0.0990	-0.0327
6388.0000	-0.1330	0.1546
6389.0000	-0.1210	0.3441
6390.0000	-0.0640	0.4927
6391.0000	0.0102	0.5608
6392.0000	0.0630	0.5212
6393.0000	0.0485	0.3653
6394.0000	-0.0350	0.1067
6395.0000	-0.1505	-0.2153
6396.0000	-0.2385	-0.5393
6397.0000	-0.2450	-0.7967
6398.0000	-0.1525	-0.9271
6399.0000	0.0077	-0.8908
6400.0000	0.1685	-0.6783
6401.0000	0.2640	-0.3135
6402.0000	0.2710	0.1470
6403.0000	0.2085	0.6148
6404.0000	0.1400	0.9870
6405.0000	0.1075	1.1727
6406.0000	0.1130	1.1121
6407.0000	0.1385	0.7904
6408.0000	0.1770	0.2422
6409.0000	0.2425	-0.4521
6410.0000	0.3410	-1.1708
6411.0000	0.4410	-1.7659
6412.0000	0.4870	-2.1012
6413.0000	0.4495	-2.0825
6414.0000	0.3705	-1.6780
6415.0000	0.3255	-0.9262
6416.0000	0.3460	0.0669
6417.0000	0.3680	1.1297
6418.0000	0.2800	2.0485
6419.0000	0.0399	2.6208
6420.0000	-0.2535	2.6980
6421.0000	-0.4215	2.2135
6422.0000	-0.3800	1.1970
6423.0000	-0.2875	-0.2260
6424.0000	-0.5150	-1.8261
6425.0000	-1.4250	-3.2976
6426.0000	-3.0450	-4.3329
6427.0000	-4.9450	-4.6817
6428.0000	-6.3000	-4.1930
6429.0000	-6.2500	-2.8347
6430.0000	-4.2750	-0.6947
6431.0000	-0.6250	1.9736
6432.0000	3.7950	4.7693
6433.0000	7.6500	7.2526
6434.0000	9.8000	9.0300
6435.0000	9.6500	9.8140
6436.0000	7.5000	9.4477
6437.0000	4.1650	7.8575
6438.0000	0.9600	5.1187
6439.0000	-1.2450	1.6260
6440.0000	-2.2100	-2.0935
6441.0000	-2.3500	-5.5102
6442.0000	-2.2800	-8.1988
6443.0000	-2.4650	-9.8900
6444.0000	-2.9250	-10.4716
6445.0000	-3.3500	-9.9601
6446.0000	-3.3350	-8.4228
6447.0000	-2.6800	-5.9741
6448.0000	-1.4950	-3.0648
6449.0000	-0.1390	-0.1832
6450.0000	0.9700	2.2630
6451.0000	1.5600	4.0134
6452.0000	1.6000	4.9636
6453.0000	1.2050	5.1389
6454.0000	0.5800	4.6549
6455.0000	-0.0640	3.6837
6456.0000	-0.5800	2.4107
6457.0000	-0.8900	1.0695
6458.0000	-0.9900	-0.0835
6459.0000	-0.9400	-0.8713
6460.0000	-0.7650	-1.2179
6461.0000	-0.4720	-1.1412
6462.0000	-0.0770	-0.7306
6463.0000	0.3490	-0.1188
6464.0000	0.6700	0.5436
6465.0000	0.7750	1.1091
6466.0000	0.6550	1.4495
6467.0000	0.4555	1.4935
6468.0000	0.3995	1.2356
6469.0000	0.6150	0.7282
6470.0000	1.0250	0.0659
6471.0000	1.3750	-0.6351
6472.0000	1.3800	-1.2517
6473.0000	0.8850	-1.6797
6474.0000	0.0075	-1.8576
6475.0000	-0.9300	-1.7738
6476.0000	-1.5400	-1.4635
6477.0000	-1.5450	-0.9968
6478.0000	-0.9100	-0.4621
6479.0000	0.1250	0.0463
6480.0000	1.1400	0.4449
6481.0000	1.7000	0.6813
6482.0000	1.5500	0.7411
6483.0000	0.7350	0.6461
6484.0000	-0.3875	0.4459
6485.0000	-1.3500	0.2050
6486.0000	-1.7850	-0.0105
6487.0000	-1.5950	-0.1434
6488.0000	-0.9600	-0.1605
6489.0000	-0.2300	-0.0571
6490.0000	0.2815	0.1436
6491.0000	0.4080	0.3983
6492.0000	0.1905	0.6531
6493.0000	-0.1990	0.8515
6494.0000	-0.5350	0.9481
6495.0000	-0.6650	0.9194
6496.0000	-0.5350	0.7670
6497.0000	-0.1965	0.5157
6498.0000	0.2290	0.2065
6499.0000	0.6000	-0.1126
6500.0000	0.8050	-0.3950
6501.0000	0.8100	-0.6029
6502.0000	0.6500	-0.7126
6503.0000	0.3940	-0.7216
6504.0000	0.1260	-0.6474
6505.0000	-0.0835	-0.5216
6506.0000	-0.1930	-0.3820
6507.0000	-0.1885	-0.2646
6508.0000	-0.0790	-0.1966
6509.0000	0.1075	-0.1917
6510.0000	0.3190	-0.2477
6511.0000	0.4845	-0.3477
6512.0000	0.5300	-0.4637
6513.0000	0.4150	-0.5628
6514.0000	0.1335	-0.6145
6515.0000	-0.2575	-0.5963
6516.0000	-0.6600	-0.4979
6517.0000	-0.9550	-0.3228
6518.0000	-1.0450	-0.0877
6519.0000	-0.8900	0.1802
6520.0000	-0.5250	0.4470
6521.0000	-0.0318	0.6789
6522.0000	0.4495	0.8479
6523.0000	0.7900	0.9356
6524.0000	0.8950	0.9358
6525.0000	0.7650	0.8542
6526.0000	0.4600	0.7056
6527.0000	0.0840	0.5134
6528.0000	-0.2530	0.3040
6529.0000	-0.4670	0.1030
6530.0000	-0.5200	-0.0692
6531.0000	-0.4290	-0.1989
6532.0000	-0.2435	-0.2803
6533.0000	-0.0238	-0.3143
6534.0000	0.1590	-0.3079
6535.0000	0.2650	-0.2715
6536.0000	0.2855	-0.2173
6537.0000	0.2345	-0.1562
6538.0000	0.1410	-0.0971
6539.0000	0.0404	-0.0461
6540.0000	-0.0305	-0.0062
6541.0000	-0.0430	0.0216
6542.0000	0.0126	0.0379
6543.0000	0.1170	0.0440
6544.0000	0.2220	0.0413
6545.0000	0.2700	0.0310
6546.0000	0.2155	0.0141
6547.0000	0.0505	-0.0082
6548.0000	-0.1880	-0.0343
6549.0000	-0.4205	-0.0618
6550.0000	-0.5600	-0.0879
6551.0000	-0.5500	-0.1093
6552.0000	-0.3915	-0.1228
6553.0000	-0.1505	-0.1261
6554.0000	0.0685	-0.1180
6555.0000	0.1725	-0.0988
6556.0000	0.1235	-0.0704
6557.0000	-0.0467	-0.0367
6558.0000	-0.2495	-0.0024
6559.0000	-0.3755	0.0279
6560.0000	-0.3430	0.0500
6561.0000	-0.1375	0.0614
6562.0000	0.1770	0.0617
6563.0000	0.5050	0.0521
6564.0000	0.7200	0.0354
6565.0000	0.7600	0.0154
6566.0000	0.6450	-0.0036
6567.0000	0.4360	-0.0182
6568.0000	0.2215	-0.0258
6569.0000	0.0505	-0.0256
6570.0000	-0.0705	-0.0184
6571.0000	-0.1635	-0.0063
6572.0000	-0.2525	0.0079
6573.0000	-0.3305	0.0211
6574.0000	-0.3765	0.0309
6575.0000	-0.3660	0.0357
6576.0000	-0.2900	0.0349
6577.0000	-0.1630	0.0295
6578.0000	-0.0178	0.0209
6579.0000	0.1065	0.0113
6580.0000	0.1730	0.0026
6581.0000	0.1630	-0.0037
6582.0000	0.0855	-0.0069
6583.0000	-0.0305	-0.0069
6584.0000	-0.1305	-0.0046
6585.0000	-0.1710	-0.0011
6586.0000	-0.1370	0.0022
6587.0000	-0.0495	0.0045
6588.0000	0.0453	0.0054
6589.0000	0.1005	0.0048
6590.0000	0.0890	0.0034
6591.0000	0.0157	0.0018
6592.0000	-0.0875	0.0007
6593.0000	-0.1720	0.0007
6594.0000	-0.1925	0.0017
6595.0000	-0.1335	0.0034
6596.0000	-0.0143	0.0049
6597.0000	0.1190	0.0056
6598.0000	0.2120	0.0048
6599.0000	0.2340	0.0023
6600.0000	0.1890	-0.0017
6601.0000	0.1150	-0.0064
6602.0000	0.0550	-0.0106
6603.0000	0.0476	-0.0134
6604.0000	0.0835	-0.0138
6605.0000	0.1285	-0.0115
6606.0000	0.1445	-0.0068
6607.0000	0.1075	-0.0007
6608.0000	0.0188	0.0056
6609.0000	-0.0985	0.0106
6610.0000	-0.2085	0.0131
6611.0000	-0.2755	0.0124
6612.0000	-0.2805	0.0086
6613.0000	-0.2185	0.0026
6614.0000	-0.1250	-0.0041
6615.0000	-0.0461	-0.0101
6616.0000	-0.0167	-0.0136
6617.0000	-0.0353	-0.0139
6618.0000	-0.0640	-0.0108
6619.0000	-0.0545	-0.0050
6620.0000	0.0202	0.0020
6621.0000	0.1430	0.0085
6622.0000	0.2645	0.0128
6623.0000	0.3175	0.0138
6624.0000	0.2775	0.0113
6625.0000	0.1660	0.0062
6626.0000	0.0345	0.0001
6627.0000	-0.0605	-0.0049
6628.0000	-0.0865	-0.0067
6629.0000	-0.0487	-0.0041
6630.0000	0.0186	0.0029
6631.0000	0.0725	0.0131
6632.0000	0.0860	0.0241
6633.0000	0.0471	0.0328
6634.0000	-0.0253	0.0361
6635.0000	-0.1130	0.0319
6636.0000	-0.2030	0.0199
6637.0000	-0.2815	0.0015
6638.0000	-0.3335	-0.0197
6639.0000	-0.3385	-0.0390
6640.0000	-0.2840	-0.0513
6641.0000	-0.1730	-0.0525
6642.0000	-0.0271	-0.0405
6643.0000	0.1115	-0.0163
6644.0000	0.2140	0.0162
6645.0000	0.2705	0.0502
6646.0000	0.2855	0.0776
6647.0000	0.2685	0.0906
6648.0000	0.2250	0.0832
6649.0000	0.1595	0.0536
6650.0000	0.0820	0.0043
6651.0000	0.0093	-0.0573
6652.0000	-0.0336	-0.1200
6653.0000	-0.0373	-0.1710
6654.0000	0.0110	-0.1985
6655.0000	0.0985	-0.1940
6656.0000	0.1895	-0.1551
6657.0000	0.2360	-0.0864
6658.0000	0.1970	0.0006
6659.0000	0.0600	0.0892
6660.0000	-0.1410	0.1604
6661.0000	-0.3375	0.1967
6662.0000	-0.4515	0.1860
6663.0000	-0.4445	0.1248
6664.0000	-0.3235	0.0195
6665.0000	-0.1500	-0.1134
6666.0000	-0.0004	-0.2501
6667.0000	0.0735	-0.3632
6668.0000	0.0690	-0.4274
6669.0000	0.0246	-0.4245
6670.0000	-0.0076	-0.3478
6671.0000	0.0084	-0.2043
6672.0000	0.0785	-0.0151
6673.0000	0.1655	0.1884
6674.0000	0.2265	0.3693
6675.0000	0.2225	0.4926
6676.0000	0.1360	0.5323
6677.0000	-0.0204	0.4774
6678.0000	-0.2100	0.3355
6679.0000	-0.3855	0.1334
6680.0000	-0.5100	-0.0867
6681.0000	-0.5650	-0.2740
6682.0000	-0.5650	-0.3781
6683.0000	-0.4945	-0.3593
6684.0000	-0.3190	-0.1973
6685.0000	-0.0075	0.1027
6686.0000	0.4300	0.5077
6687.0000	0.9150	0.9599
6688.0000	1.3200	1.3845
6689.0000	1.5000	1.7003
6690.0000	1.4200	1.8338
6691.0000	1.1550	1.7316
6692.0000	0.8300	1.3717
6693.0000	0.5550	0.7693
6694.0000	0.3740	-0.0222
6695.0000	0.2030	-0.9167
6696.0000	-0.0775	-1.8063
6697.0000	-0.5550	-2.5758
6698.0000	-1.2000	-3.1199
6699.0000	-1.8800	-3.3582
6700.0000	-2.4000	-3.2480
6701.0000	-2.5750	-2.7915
6702.0000	-2.3250	-2.0362
6703.0000	-1.6300	-1.0690
6704.0000	-0.7000	-0.0048
6705.0000	0.2230	1.0298
6706.0000	0.9550	1.9135
6707.0000	1.4200	2.5468
6708.0000	1.6500	2.8651
6709.0000	1.7050	2.8468
6710.0000	1.6500	2.5144
6711.0000	1.5150	1.9299
6712.0000	1.2750	1.1847
6713.0000	0.9250	0.3856
6714.0000	0.4790	-0.3610
6715.0000	0.0090	-0.9638
6716.0000	-0.3835	-1.3585
6717.0000	-0.6100	-1.5154
6718.0000	-0.6500	-1.4412
6719.0000	-0.5550	-1.1759
6720.0000	-0.4260	-0.7842
6721.0000	-0.3580	-0.3446
6722.0000	-0.3935	0.0640
6723.0000	-0.5250	0.3740
6724.0000	-0.6650	0.5396
6725.0000	-0.7100	0.5426
6726.0000	-0.6050	0.3942
6727.0000	-0.3615	0.1320
6728.0000	-0.0318	-0.1873
6729.0000	0.2890	-0.4975
6730.0000	0.5150	-0.7345
6731.0000	0.5950	-0.8465
6732.0000	0.5150	-0.8032
6733.0000	0.2870	-0.6002
6734.0000	-0.0012	-0.2608
6735.0000	-0.2540	0.1682
6736.0000	-0.3760	0.6232
6737.0000	-0.3015	1.0342
6738.0000	-0.0313	1.3356
6739.0000	0.3615	1.4773
6740.0000	0.7500	1.4327
6741.0000	1.0100	1.2035
6742.0000	1.0650	0.8207
6743.0000	0.8550	0.3396
6744.0000	0.4765	-0.1680
6745.0000	0.0135	-0.6250
6746.0000	-0.4450	-0.9610
6747.0000	-0.8300	-1.1241
6748.0000	-1.1050	-1.0891
6749.0000	-1.2450	-0.8628
6750.0000	-1.2350	-0.4828
6751.0000	-1.0750	-0.0128
6752.0000	-0.7800	0.4677
6753.0000	-0.4230	0.8758
6754.0000	-0.0630	1.1389
6755.0000	0.2455	1.2065
6756.0000	0.4680	1.0594
6757.0000	0.6050	0.7133
6758.0000	0.6750	0.2171
6759.0000	0.7150	-0.3540
6760.0000	0.7200	-0.9108
6761.0000	0.6850	-1.3638
6762.0000	0.5750	-1.6381
6763.0000	0.3910	-1.6860
6764.0000	0.1830	-1.4949
6765.0000	0.0227	-1.0905
6766.0000	-0.0373	-0.5330
6767.0000	-0.0016	0.0916
6768.0000	0.0615	0.6856
6769.0000	0.0560	1.1544
6770.0000	-0.0820	1.4224
6771.0000	-0.3365	1.4446
6772.0000	-0.6250	1.2146
6773.0000	-0.7800	0.7660
6774.0000	-0.7150	0.1671
6775.0000	-0.4185	-0.4893
6776.0000	0.0206	-1.1001
6777.0000	0.4540	-1.5685
6778.0000	0.7300	-1.8184
6779.0000	0.7600	-1.8062
6780.0000	0.5300	-1.5278
6781.0000	0.1330	-1.0186
6782.0000	-0.2900	-0.3483
6783.0000	-0.5900	0.3904
6784.0000	-0.7050	1.0951
6785.0000	-0.6250	1.6697
6786.0000	-0.4325	2.0382
6787.0000	-0.2165	2.1551
6788.0000	-0.0500	2.0118
6789.0000	0.0550	1.6360
6790.0000	0.1400	1.0873
6791.0000	0.2535	0.4467
6792.0000	0.4120	-0.1956
6793.0000	0.5450	-0.7536
6794.0000	0.5750	-1.1579
6795.0000	0.4405	-1.3648
6796.0000	0.1420	-1.3612
6797.0000	-0.2335	-1.1649
6798.0000	-0.5550	-0.8200
6799.0000	-0.6900	-0.3891
6800.0000	-0.5800	0.0571
6801.0000	-0.2550	0.4510
6802.0000	0.1765	0.7374
6803.0000	0.5700	0.8813
6804.0000	0.7650	0.8713
6805.0000	0.6850	0.7199
6806.0000	0.3590	0.4597
6807.0000	-0.0895	0.1368
6808.0000	-0.4850	-0.1968
6809.0000	-0.6700	-0.4923
6810.0000	-0.5750	-0.7106
6811.0000	-0.2335	-0.8281
6812.0000	0.2080	-0.8388
6813.0000	0.5750	-0.7539
6814.0000	0.7150	-0.5977
6815.0000	0.5850	-0.4032
6816.0000	0.2350	-0.2050
6817.0000	-0.1895	-0.0336
6818.0000	-0.5350	0.0902
6819.0000	-0.6950	0.1576
6820.0000	-0.6350	0.1728
6821.0000	-0.3990	0.1511
6822.0000	-0.0765	0.1155
6823.0000	0.2250	0.0909
6824.0000	0.4200	0.0996
6825.0000	0.4630	0.1565
6826.0000	0.3540	0.2653
6827.0000	0.1370	0.4182
6828.0000	-0.1150	0.5962
6829.0000	-0.3215	0.7724
6830.0000	-0.4240	0.9162
6831.0000	-0.4055	0.9983
6832.0000	-0.2970	0.9956
6833.0000	-0.1680	0.8949
6834.0000	-0.0820	0.6956
6835.0000	-0.0685	0.4096
6836.0000	-0.1000	0.0605
6837.0000	-0.1075	-0.3200
6838.0000	-0.0146	-0.6955
6839.0000	0.2115	-1.0300
6840.0000	0.5350	-1.2914
6841.0000	0.8450	-1.4557
6842.0000	1.0200	-1.5086
6843.0000	0.9650	-1.4470
6844.0000	0.6600	-1.2785
6845.0000	0.1835	-1.0201
6846.0000	-0.3220	-0.6965
6847.0000	-0.7150	-0.3369
6848.0000	-0.9100	0.0273
6849.0000	-0.9000	0.3655
6850.0000	-0.7350	0.6503
6851.0000	-0.5050	0.8600
6852.0000	-0.2755	0.9802
6853.0000	-0.0790	1.0055
6854.0000	0.0730	0.9399
6855.0000	0.1865	0.7968
6856.0000	0.2690	0.5974
6857.0000	0.3270	0.3687
6858.0000	0.3655	0.1405
6859.0000	0.3840	-0.0592
6860.0000	0.3745	-0.2076
6861.0000	0.3210	-0.2909
6862.0000	0.2160	-0.3064
6863.0000	0.0545	-0.2638
6864.0000	-0.1350	-0.1829
6865.0000	-0.3135	-0.0908
6866.0000	-0.4435	-0.0161
6867.0000	-0.5000	0.0167
6868.0000	-0.4690	-0.0069
6869.0000	-0.3395	-0.0872
6870.0000	-0.1190	-0.2085
6871.0000	0.1535	-0.3409
6872.0000	0.4025	-0.4452
6873.0000	0.5300	-0.4801
6874.0000	0.4690	-0.4120
6875.0000	0.2200	-0.2232
6876.0000	-0.1180	0.0808
6877.0000	-0.3875	0.4689
6878.0000	-0.4465	0.8859
6879.0000	-0.2415	1.2603
6880.0000	0.1555	1.5154
6881.0000	0.5700	1.5839
6882.0000	0.8100	1.4221
6883.0000	0.7300	1.0216
6884.0000	0.3370	0.4156
6885.0000	-0.2365	-0.3221
6886.0000	-0.7750	-1.0854
6887.0000	-1.0750	-1.7514
6888.0000	-1.0150	-2.2015
6889.0000	-0.6300	-2.3421
6890.0000	-0.0745	-2.1241
6891.0000	0.4360	-1.5552
6892.0000	0.7150	-0.7036
6893.0000	0.6900	0.3092
6894.0000	0.4220	1.3261
6895.0000	0.0795	2.1793
6896.0000	-0.1640	2.7198
6897.0000	-0.2150	2.8437
6898.0000	-0.0960	2.5130
6899.0000	0.0805	1.7657
6900.0000	0.1850	0.7130
6901.0000	0.1450	-0.4775
6902.0000	-0.0245	-1.6090
6903.0000	-0.2355	-2.4911
6904.0000	-0.3780	-2.9726
6905.0000	-0.3815	-2.9704
6906.0000	-0.2430	-2.4863
6907.0000	-0.0220	-1.6094
6908.0000	0.1920	-0.5026
6909.0000	0.3235	0.6260
6910.0000	0.3375	1.5628
6911.0000	0.2495	2.1270
6912.0000	0.1100	2.2062
6913.0000	-0.0237	1.7795
6914.0000	-0.0950	0.9256
6915.0000	-0.0840	-0.1885
6916.0000	-0.0048	-1.3374
6917.0000	0.1030	-2.2812
6918.0000	0.1920	-2.8113
6919.0000	0.2300	-2.7918
6920.0000	0.2180	-2.1909
6921.0000	0.1840	-1.0939
6922.0000	0.1525	0.3054
6923.0000	0.1670	1.7367
6924.0000	0.1955	2.9058
6925.0000	0.1970	3.5483
6926.0000	0.1510	3.4819
6927.0000	0.0620	2.6488
6928.0000	-0.0655	1.1400
6929.0000	-0.2685	-0.8069
6930.0000	-0.6350	-2.8382
6931.0000	-1.2400	-4.5490
6932.0000	-2.0550	-5.5531
6933.0000	-2.8250	-5.5445
6934.0000	-3.1700	-4.3590
6935.0000	-2.7150	-2.0182
6936.0000	-1.2900	1.2503
6937.0000	0.9100	5.0278
6938.0000	3.3600	8.7556
6939.0000	5.3000	11.8200
6940.0000	6.1500	13.6840
6941.0000	5.6000	13.9583
6942.0000	3.8550	12.4326
6943.0000	1.3750	9.1350
6944.0000	-1.1050	4.3497
6945.0000	-3.0250	-1.4016
6946.0000	-4.1000	-7.4191
6947.0000	-4.3200	-12.9228
6948.0000	-3.8350	-17.1738
6949.0000	-2.8400	-19.5956
6950.0000	-1.5150	-19.9233
6951.0000	-0.0389	-18.1217
6952.0000	1.3500	-14.4249
6953.0000	2.3650	-9.3148
6954.0000	2.7400	-3.4583
6955.0000	2.3800	2.3883
6956.0000	1.4250	7.4932
6957.0000	0.1935	11.2602
6958.0000	-0.9350	13.3181
6959.0000	-1.6500	13.5767
6960.0000	-1.8400	12.1866
6961.0000	-1.5850	9.5179
6962.0000	-1.0850	6.0952
6963.0000	-0.5100	2.5091
6964.0000	0.0084	-0.6813
6965.0000	0.4325	-3.0409
6966.0000	0.7550	-4.3091
6967.0000	0.9500	-4.4268
6968.0000	0.9850	-3.5319
6969.0000	0.8450	-1.9234
6970.0000	0.5500	0.0008
6971.0000	0.1880	1.8218
6972.0000	-0.1425	3.1774
6973.0000	-0.3415	3.8167
6974.0000	-0.3705	3.6373
6975.0000	-0.2440	2.6965
6976.0000	-0.0130	1.1938
6977.0000	0.2525	-0.5705
6978.0000	0.4770	-2.2546
6979.0000	0.5950	-3.5405
6980.0000	0.5550	-4.1941
6981.0000	0.3490	-4.1001
6982.0000	0.0149	-3.2802
6983.0000	-0.3550	-1.8874
6984.0000	-0.6550	-0.1770
6985.0000	-0.8000	1.5405
6986.0000	-0.7550	2.9556
6987.0000	-0.5300	3.8148
6988.0000	-0.1790	3.9618
6989.0000	0.2160	3.3630
6990.0000	0.5650	2.1132
6991.0000	0.7700	0.4158
6992.0000	0.7600	-1.4523
6993.0000	0.5100	-3.1867
6994.0000	0.0935	-4.5044
6995.0000	-0.3400	-5.1895
6996.0000	-0.6500	-5.1266
6997.0000	-0.7600	-4.3183
6998.0000	-0.6850	-2.8825
6999.0000	-0.5150	-1.0322
7000.0000	-0.3465	0.9629
7001.0000	-0.2450	2.8192
7002.0000	-0.2015	4.2804
7003.0000	-0.1620	5.1547
7004.0000	-0.0630	5.3415
7005.0000	0.1235	4.8423
7006.0000	0.3735	3.7559
7007.0000	0.6200	2.2589
7008.0000	0.7900	0.5752
7009.0000	0.8200	-1.0600
7010.0000	0.6950	-2.4349
7011.0000	0.4635	-3.3904
7012.0000	0.2025	-3.8387
7013.0000	-0.0204	-3.7703
7014.0000	-0.1865	-3.2492
7015.0000	-0.3175	-2.3975
7016.0000	-0.4445	-1.3730
7017.0000	-0.5750	-0.3427
7018.0000	-0.6700	0.5428
7019.0000	-0.6800	1.1708
7020.0000	-0.5400	1.4802
7021.0000	-0.2430	1.4649
7022.0000	0.1740	1.1698
7023.0000	0.6200	0.6792
