# IODP371 site U1507 seismic and synthetic trace data
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
4865.0000	-0.5927	-0.2938
4866.0000	-0.7218	-0.2766
4867.0000	-0.5200	-0.2532
4868.0000	-0.0459	-0.2495
4869.0000	0.5946	-0.2455
4870.0000	1.2796	-0.1717
4871.0000	1.8969	-0.0107
4872.0000	2.3623	0.2108
4873.0000	2.6265	0.4342
4874.0000	2.6726	0.6008
4875.0000	2.5080	0.6736
4876.0000	2.1554	0.6372
4877.0000	1.6469	0.4909
4878.0000	1.0226	0.2430
4879.0000	0.3321	-0.0894
4880.0000	-0.3633	-0.4568
4881.0000	-0.9911	-0.8062
4882.0000	-1.4750	-1.0662
4883.0000	-1.7469	-1.1726
4884.0000	-1.7634	-1.0897
4885.0000	-1.5204	-0.8221
4886.0000	-1.0618	-0.4124
4887.0000	-0.4765	0.0700
4888.0000	0.1157	0.5451
4889.0000	0.5892	0.9298
4890.0000	0.8422	1.1564
4891.0000	0.8225	1.1698
4892.0000	0.5431	0.9677
4893.0000	0.0806	0.6130
4894.0000	-0.4417	0.2177
4895.0000	-0.8854	-0.1025
4896.0000	-1.1331	-0.2785
4897.0000	-1.1200	-0.3121
4898.0000	-0.8518	-0.2552
4899.0000	-0.4040	-0.1680
4900.0000	0.0989	-0.0785
4901.0000	0.5181	0.0029
4902.0000	0.7404	0.0758
4903.0000	0.7108	0.1252
4904.0000	0.4501	0.1234
4905.0000	0.0502	0.0520
4906.0000	-0.3514	-0.0773
4907.0000	-0.6113	-0.2224
4908.0000	-0.6231	-0.3340
4909.0000	-0.3516	-0.3850
4910.0000	0.1514	-0.3935
4911.0000	0.7561	-0.4025
4912.0000	1.2861	-0.4504
4913.0000	1.5643	-0.5242
4914.0000	1.4626	-0.5391
4915.0000	0.9407	-0.3740
4916.0000	0.0640	0.0454
4917.0000	-1.0055	0.6598
4918.0000	-2.0429	1.2551
4919.0000	-2.8120	1.5551
4920.0000	-3.1212	1.3296
4921.0000	-2.8711	0.6074
4922.0000	-2.0808	-0.3389
4923.0000	-0.8861	-1.1183
4924.0000	0.4887	-1.4284
4925.0000	1.7802	-1.2076
4926.0000	2.7448	-0.6412
4927.0000	3.2122	-0.0318
4928.0000	3.1222	0.3768
4929.0000	2.5355	0.5190
4930.0000	1.6170	0.4533
4931.0000	0.5957	0.3477
4932.0000	-0.2896	0.3004
4933.0000	-0.8455	0.3044
4934.0000	-0.9677	0.2849
4935.0000	-0.6634	0.1788
4936.0000	-0.0481	-0.0110
4937.0000	0.6836	-0.2182
4938.0000	1.3048	-0.3625
4939.0000	1.6102	-0.4008
4940.0000	1.4656	-0.3448
4941.0000	0.8413	-0.2332
4942.0000	-0.1779	-0.1066
4943.0000	-1.4082	0.0153
4944.0000	-2.6050	0.1305
4945.0000	-3.5146	0.2374
4946.0000	-3.9296	0.3241
4947.0000	-3.7352	0.3715
4948.0000	-2.9363	0.3660
4949.0000	-1.6604	0.3043
4950.0000	-0.1346	0.2056
4951.0000	1.3590	0.0801
4952.0000	2.5391	-0.0607
4953.0000	3.1826	-0.1937
4954.0000	3.1700	-0.2806
4955.0000	2.5111	-0.2829
4956.0000	1.3435	-0.1887
4957.0000	-0.0935	-0.0306
4958.0000	-1.5066	0.1223
4959.0000	-2.6065	0.1998
4960.0000	-3.1660	0.1688
4961.0000	-3.0646	0.0458
4962.0000	-2.3122	-0.1079
4963.0000	-1.0463	-0.2310
4964.0000	0.4967	-0.2965
4965.0000	2.0294	-0.3190
4966.0000	3.2716	-0.3369
4967.0000	4.0057	-0.3843
4968.0000	4.1189	-0.4682
4969.0000	3.6225	-0.5663
4970.0000	2.6456	-0.5939
4971.0000	1.4049	-0.4857
4972.0000	0.1559	-0.2050
4973.0000	-0.8612	0.2082
4974.0000	-1.4718	0.6297
4975.0000	-1.6009	0.9003
4976.0000	-1.2847	0.9191
4977.0000	-0.6568	0.7230
4978.0000	0.0854	0.4876
4979.0000	0.7286	0.4226
4980.0000	1.0924	0.6395
4981.0000	1.0685	1.0410
4982.0000	0.6429	1.3464
4983.0000	-0.1055	1.2490
4984.0000	-1.0267	0.5986
4985.0000	-1.9373	-0.4912
4986.0000	-2.6631	-1.6796
4987.0000	-3.0781	-2.5469
4988.0000	-3.1288	-2.7797
4989.0000	-2.8400	-2.2991
4990.0000	-2.3017	-1.2727
4991.0000	-1.6416	-0.0451
4992.0000	-0.9907	1.0114
4993.0000	-0.4515	1.6335
4994.0000	-0.0767	1.7399
4995.0000	0.1367	1.4186
4996.0000	0.2383	0.8497
4997.0000	0.3036	0.2176
4998.0000	0.4076	-0.3431
4999.0000	0.6022	-0.7467
5000.0000	0.9018	-0.9421
5001.0000	1.2818	-0.8794
5002.0000	1.6884	-0.5437
5003.0000	2.0567	0.0061
5004.0000	2.3297	0.6193
5005.0000	2.4740	1.0896
5006.0000	2.4858	1.2380
5007.0000	2.3868	0.9980
5008.0000	2.2115	0.4531
5009.0000	1.9912	-0.2019
5010.0000	1.7396	-0.7305
5011.0000	1.4454	-0.9701
5012.0000	1.0756	-0.8849
5013.0000	0.5883	-0.5604
5014.0000	-0.0490	-0.1498
5015.0000	-0.8394	0.1903
5016.0000	-1.7435	0.3532
5017.0000	-2.6756	0.3106
5018.0000	-3.5143	0.1136
5019.0000	-4.1233	-0.1310
5020.0000	-4.3797	-0.3092
5021.0000	-4.2028	-0.3383
5022.0000	-3.5766	-0.2103
5023.0000	-2.5589	0.0155
5024.0000	-1.2766	0.2508
5025.0000	0.0950	0.4218
5026.0000	1.3631	0.4909
5027.0000	2.3530	0.4493
5028.0000	2.9410	0.3014
5029.0000	3.0769	0.0703
5030.0000	2.7924	-0.2190
5031.0000	2.1925	-0.4758
5032.0000	1.4328	-0.6177
5033.0000	0.6865	-0.6089
5034.0000	0.1072	-0.4892
5035.0000	-0.2022	-0.3497
5036.0000	-0.2105	-0.2632
5037.0000	0.0366	-0.2208
5038.0000	0.4294	-0.1260
5039.0000	0.8214	0.1412
5040.0000	1.0653	0.6165
5041.0000	1.0513	1.2163
5042.0000	0.7356	1.7185
5043.0000	0.1555	1.8609
5044.0000	-0.5767	1.4756
5045.0000	-1.2985	0.5918
5046.0000	-1.8368	-0.5449
5047.0000	-2.0525	-1.5557
5048.0000	-1.8793	-2.0869
5049.0000	-1.3464	-1.9816
5050.0000	-0.5770	-1.3315
5051.0000	0.2377	-0.4757
5052.0000	0.8850	0.2000
5053.0000	1.1860	0.4632
5054.0000	1.0468	0.3399
5055.0000	0.4898	0.0582
5056.0000	-0.3433	-0.1245
5057.0000	-1.2207	-0.0847
5058.0000	-1.8764	0.1192
5059.0000	-2.0799	0.3363
5060.0000	-1.7018	0.4479
5061.0000	-0.7583	0.4747
5062.0000	0.5792	0.5115
5063.0000	2.0146	0.6326
5064.0000	3.1915	0.8134
5065.0000	3.7784	0.9355
5066.0000	3.5524	0.8581
5067.0000	2.4626	0.5009
5068.0000	0.6541	-0.1139
5069.0000	-1.5525	-0.8639
5070.0000	-3.7252	-1.5672
5071.0000	-5.4118	-2.0057
5072.0000	-6.2387	-2.0206
5073.0000	-5.9929	-1.5744
5074.0000	-4.6691	-0.7835
5075.0000	-2.4709	0.1208
5076.0000	0.2323	0.8984
5077.0000	2.9829	1.4109
5078.0000	5.3276	1.6565
5079.0000	6.9035	1.6929
5080.0000	7.5007	1.5672
5081.0000	7.0873	1.2208
5082.0000	5.7973	0.5739
5083.0000	3.8880	-0.3382
5084.0000	1.6794	-1.2916
5085.0000	-0.5085	-1.9464
5086.0000	-2.4063	-2.0237
5087.0000	-3.8248	-1.4588
5088.0000	-4.6630	-0.4349
5089.0000	-4.8982	0.6971
5090.0000	-4.5660	1.5835
5091.0000	-3.7410	1.9413
5092.0000	-2.5231	1.6357
5093.0000	-1.0323	0.7452
5094.0000	0.5886	-0.4174
5095.0000	2.1722	-1.3837
5096.0000	3.5299	-1.7282
5097.0000	4.4668	-1.2945
5098.0000	4.8095	-0.3067
5099.0000	4.4411	0.7270
5100.0000	3.3378	1.3429
5101.0000	1.5937	1.2790
5102.0000	-0.5738	0.6359
5103.0000	-2.8455	-0.2380
5104.0000	-4.8480	-0.9432
5105.0000	-6.2214	-1.1938
5106.0000	-6.6944	-0.9037
5107.0000	-6.1474	-0.2041
5108.0000	-4.6537	0.5899
5109.0000	-2.4813	1.0838
5110.0000	-0.0544	1.0292
5111.0000	2.1241	0.4417
5112.0000	3.5729	-0.3122
5113.0000	3.9381	-0.7396
5114.0000	3.0803	-0.5746
5115.0000	1.1231	-0.0096
5116.0000	-1.5506	0.3988
5117.0000	-4.3583	0.1123
5118.0000	-6.6257	-0.9813
5119.0000	-7.7224	-2.4369
5120.0000	-7.2000	-3.4622
5121.0000	-4.9019	-3.3908
5122.0000	-1.0210	-2.0277
5123.0000	3.9115	0.2553
5124.0000	9.1075	2.7172
5125.0000	13.6614	4.5882
5126.0000	16.7202	5.3881
5127.0000	17.6519	5.0794
5128.0000	16.1769	4.0008
5129.0000	12.4313	2.6377
5130.0000	6.9525	1.2863
5131.0000	0.5826	0.0063
5132.0000	-5.6870	-1.3674
5133.0000	-10.9011	-2.9389
5134.0000	-14.3168	-4.5025
5135.0000	-15.5338	-5.5238
5136.0000	-14.5541	-5.4154
5137.0000	-11.7585	-3.9313
5138.0000	-7.8119	-1.4074
5139.0000	-3.5146	1.3255
5140.0000	0.3615	3.3187
5141.0000	3.2200	3.9139
5142.0000	4.7388	3.0567
5143.0000	4.9041	1.2692
5144.0000	3.9762	-0.6297
5145.0000	2.4017	-1.8959
5146.0000	0.6949	-2.1513
5147.0000	-0.6832	-1.4751
5148.0000	-1.4199	-0.2851
5149.0000	-1.4037	0.9229
5150.0000	-0.7261	1.7363
5151.0000	0.3629	2.0393
5152.0000	1.5293	1.9106
5153.0000	2.4430	1.4890
5154.0000	2.8544	0.8748
5155.0000	2.6483	0.1304
5156.0000	1.8618	-0.6645
5157.0000	0.6679	-1.3814
5158.0000	-0.6691	-1.8786
5159.0000	-1.8558	-2.0558
5160.0000	-2.6346	-1.9334
5161.0000	-2.8383	-1.5528
5162.0000	-2.4234	-0.9547
5163.0000	-1.4783	-0.1552
5164.0000	-0.2025	0.8204
5165.0000	1.1355	1.8729
5166.0000	2.2557	2.7891
5167.0000	2.9262	3.2745
5168.0000	3.0140	3.0680
5169.0000	2.5152	2.1092
5170.0000	1.5580	0.5699
5171.0000	0.3757	-1.0798
5172.0000	-0.7459	-2.3296
5173.0000	-1.5350	-2.8578
5174.0000	-1.8015	-2.6740
5175.0000	-1.4880	-2.0620
5176.0000	-0.6904	-1.3608
5177.0000	0.3581	-0.7492
5178.0000	1.3395	-0.1847
5179.0000	1.9292	0.4601
5180.0000	1.8812	1.2285
5181.0000	1.0998	1.9222
5182.0000	-0.3229	2.2112
5183.0000	-2.1142	1.8280
5184.0000	-3.8741	0.7487
5185.0000	-5.1654	-0.7574
5186.0000	-5.6168	-2.2207
5187.0000	-5.0159	-3.1421
5188.0000	-3.3683	-3.1673
5189.0000	-0.9067	-2.2226
5190.0000	1.9536	-0.5195
5191.0000	4.7010	1.4376
5192.0000	6.8366	3.0625
5193.0000	7.9791	3.8769
5194.0000	7.9410	3.6714
5195.0000	6.7592	2.5591
5196.0000	4.6764	0.9118
5197.0000	2.0792	-0.7724
5198.0000	-0.5883	-2.0171
5199.0000	-2.9138	-2.4875
5200.0000	-4.5900	-2.0957
5201.0000	-5.4555	-1.0214
5202.0000	-5.5017	0.3106
5203.0000	-4.8487	1.3680
5204.0000	-3.7022	1.7200
5205.0000	-2.3050	1.2287
5206.0000	-0.8935	0.1125
5207.0000	0.3331	-1.1520
5208.0000	1.2308	-2.0476
5209.0000	1.7183	-2.2185
5210.0000	1.7783	-1.6280
5211.0000	1.4548	-0.4582
5212.0000	0.8470	0.9465
5213.0000	0.0975	2.1966
5214.0000	-0.6293	2.9283
5215.0000	-1.1773	2.8552
5216.0000	-1.4348	1.8449
5217.0000	-1.3677	0.0233
5218.0000	-1.0374	-2.1571
5219.0000	-0.5943	-3.9773
5220.0000	-0.2415	-4.7353
5221.0000	-0.1734	-4.0551
5222.0000	-0.5034	-2.1653
5223.0000	-1.2032	0.1000
5224.0000	-2.0758	1.6571
5225.0000	-2.7796	1.7300
5226.0000	-2.9057	0.3196
5227.0000	-2.0961	-1.7123
5228.0000	-0.1728	-3.0221
5229.0000	2.7604	-2.4631
5230.0000	6.2793	0.3415
5231.0000	9.6868	4.6805
5232.0000	12.1477	9.0710
5233.0000	12.8848	11.8489
5234.0000	11.3915	11.8288
5235.0000	7.6018	8.7310
5236.0000	1.9695	3.2389
5237.0000	-4.5797	-3.2677
5238.0000	-10.8211	-9.1620
5239.0000	-15.4950	-13.0010
5240.0000	-17.6000	-13.8556
5241.0000	-16.6427	-11.5641
5242.0000	-12.7773	-6.7908
5243.0000	-6.7906	-0.8977
5244.0000	0.0669	4.4143
5245.0000	6.3679	7.6113
5246.0000	10.8428	7.8633
5247.0000	12.6770	5.3660
5248.0000	11.6959	1.2865
5249.0000	8.3865	-2.7215
5250.0000	3.7569	-5.1412
5251.0000	-0.9354	-5.3183
5252.0000	-4.5105	-3.5436
5253.0000	-6.1631	-0.7766
5254.0000	-5.6521	1.9148
5255.0000	-3.3339	3.8365
5256.0000	-0.0374	4.8383
5257.0000	3.1842	5.1376
5258.0000	5.3518	4.9931
5259.0000	5.8278	4.4369
5260.0000	4.4799	3.3071
5261.0000	1.7009	1.3833
5262.0000	-1.7180	-1.2656
5263.0000	-4.8193	-4.0974
5264.0000	-6.7499	-6.1944
5265.0000	-6.9937	-6.6571
5266.0000	-5.5046	-5.1632
5267.0000	-2.7062	-2.1095
5268.0000	0.6387	1.4529
5269.0000	3.6451	4.1878
5270.0000	5.5487	4.9450
5271.0000	5.9055	3.4957
5272.0000	4.6950	0.5257
5273.0000	2.3048	-2.6861
5274.0000	-0.5947	-4.8740
5275.0000	-3.2446	-5.2395
5276.0000	-5.0045	-3.7090
5277.0000	-5.5131	-0.8983
5278.0000	-4.7622	2.1597
5279.0000	-3.0678	4.4279
5280.0000	-0.9541	5.1384
5281.0000	1.0104	4.1642
5282.0000	2.3764	1.9874
5283.0000	2.9281	-0.5114
5284.0000	2.7199	-2.4142
5285.0000	2.0294	-3.1112
5286.0000	1.2456	-2.4980
5287.0000	0.7314	-0.9542
5288.0000	0.7011	0.8508
5289.0000	1.1523	2.2348
5290.0000	1.8695	2.7355
5291.0000	2.4982	2.2503
5292.0000	2.6642	1.0721
5293.0000	2.1023	-0.2688
5294.0000	0.7553	-1.2507
5295.0000	-1.1873	-1.5900
5296.0000	-3.3221	-1.3449
5297.0000	-5.1300	-0.8408
5298.0000	-6.1103	-0.4533
5299.0000	-5.9172	-0.3778
5300.0000	-4.4589	-0.5550
5301.0000	-1.9353	-0.7120
5302.0000	1.1989	-0.6139
5303.0000	4.3336	-0.2186
5304.0000	6.8417	0.3075
5305.0000	8.2218	0.7114
5306.0000	8.2094	0.8169
5307.0000	6.8305	0.6111
5308.0000	4.3886	0.2192
5309.0000	1.3868	-0.1912
5310.0000	-1.5894	-0.4996
5311.0000	-4.0031	-0.6622
5312.0000	-5.4777	-0.6797
5313.0000	-5.8656	-0.5613
5314.0000	-5.2592	-0.3128
5315.0000	-3.9492	0.0489
5316.0000	-2.3391	0.4778
5317.0000	-0.8431	0.8963
5318.0000	0.2099	1.2140
5319.0000	0.6438	1.3468
5320.0000	0.4605	1.2412
5321.0000	-0.1794	0.8781
5322.0000	-1.0118	0.2929
5323.0000	-1.7447	-0.4077
5324.0000	-2.1351	-1.0517
5325.0000	-2.0467	-1.4473
5326.0000	-1.4788	-1.4576
5327.0000	-0.5591	-1.0691
5328.0000	0.4943	-0.4073
5329.0000	1.4311	0.3114
5330.0000	2.0323	0.8738
5331.0000	2.1639	1.1331
5332.0000	1.8084	1.0507
5333.0000	1.0675	0.6793
5334.0000	0.1368	0.1327
5335.0000	-0.7398	-0.4398
5336.0000	-1.3274	-0.8715
5337.0000	-1.4538	-1.0091
5338.0000	-1.0486	-0.7726
5339.0000	-0.1597	-0.2107
5340.0000	1.0563	0.4603
5341.0000	2.3670	0.9599
5342.0000	3.5131	1.0492
5343.0000	4.2617	0.6448
5344.0000	4.4549	-0.1227
5345.0000	4.0412	-0.9552
5346.0000	3.0858	-1.5113
5347.0000	1.7566	-1.5500
5348.0000	0.2896	-1.0387
5349.0000	-1.0592	-0.1761
5350.0000	-2.0650	0.6926
5351.0000	-2.5785	1.2289
5352.0000	-2.5546	1.2596
5353.0000	-2.0587	0.8646
5354.0000	-1.2514	0.3274
5355.0000	-0.3527	-0.0332
5356.0000	0.4049	-0.0531
5357.0000	0.8257	0.1938
5358.0000	0.7921	0.4640
5359.0000	0.2891	0.5087
5360.0000	-0.5923	0.2274
5361.0000	-1.6741	-0.3047
5362.0000	-2.7284	-0.8930
5363.0000	-3.5240	-1.3246
5364.0000	-3.8742	-1.4447
5365.0000	-3.6751	-1.1886
5366.0000	-2.9264	-0.5873
5367.0000	-1.7324	0.2337
5368.0000	-0.2813	1.0736
5369.0000	1.1898	1.7128
5370.0000	2.4395	1.9725
5371.0000	3.2669	1.8038
5372.0000	3.5460	1.2923
5373.0000	3.2468	0.5978
5374.0000	2.4369	-0.1201
5375.0000	1.2669	-0.7457
5376.0000	-0.0587	-1.2118
5377.0000	-1.3179	-1.4845
5378.0000	-2.3085	-1.5577
5379.0000	-2.8805	-1.4612
5380.0000	-2.9574	-1.2340
5381.0000	-2.5452	-0.9404
5382.0000	-1.7274	-0.6208
5383.0000	-0.6483	-0.2931
5384.0000	0.5122	0.0356
5385.0000	1.5688	0.3569
5386.0000	2.3603	0.6631
5387.0000	2.7748	0.9542
5388.0000	2.7671	1.2253
5389.0000	2.3646	1.4264
5390.0000	1.6630	1.4670
5391.0000	0.8089	1.2185
5392.0000	-0.0239	0.6387
5393.0000	-0.6652	-0.1579
5394.0000	-0.9779	-0.9218
5395.0000	-0.8837	-1.3877
5396.0000	-0.3785	-1.4146
5397.0000	0.4637	-1.0456
5398.0000	1.5003	-0.4579
5399.0000	2.5427	0.1501
5400.0000	3.3865	0.6377
5401.0000	3.8460	0.9424
5402.0000	3.7863	1.0387
5403.0000	3.1493	0.9200
5404.0000	1.9665	0.6190
5405.0000	0.3586	0.2293
5406.0000	-1.4794	-0.1167
5407.0000	-3.3056	-0.3148
5408.0000	-4.8672	-0.3526
5409.0000	-5.9397	-0.3156
5410.0000	-6.3636	-0.2912
5411.0000	-6.0718	-0.3434
5412.0000	-5.1051	-0.4352
5413.0000	-3.6096	-0.4814
5414.0000	-1.8166	-0.4204
5415.0000	-0.0075	-0.2595
5416.0000	1.5325	-0.0617
5417.0000	2.5650	0.1006
5418.0000	2.9427	0.1827
5419.0000	2.6401	0.1795
5420.0000	1.7615	0.0805
5421.0000	0.5258	-0.0968
5422.0000	-0.7743	-0.3196
5423.0000	-1.8291	-0.5242
5424.0000	-2.3765	-0.6230
5425.0000	-2.2588	-0.5402
5426.0000	-1.4601	-0.2594
5427.0000	-0.1146	0.1516
5428.0000	1.5180	0.5628
5429.0000	3.1058	0.8467
5430.0000	4.3162	0.9213
5431.0000	4.8894	0.8063
5432.0000	4.6985	0.5773
5433.0000	3.7791	0.3124
5434.0000	2.3240	0.0524
5435.0000	0.6406	-0.1968
5436.0000	-0.9183	-0.4312
5437.0000	-2.0339	-0.6211
5438.0000	-2.4941	-0.7162
5439.0000	-2.2401	-0.6800
5440.0000	-1.3778	-0.5100
5441.0000	-0.1491	-0.2513
5442.0000	1.1268	0.0452
5443.0000	2.1294	0.3454
5444.0000	2.6114	0.6331
5445.0000	2.4526	0.8876
5446.0000	1.6823	1.0651
5447.0000	0.4648	1.1040
5448.0000	-0.9459	0.9572
5449.0000	-2.2700	0.6290
5450.0000	-3.2673	0.1753
5451.0000	-3.7882	-0.2915
5452.0000	-3.7973	-0.6646
5453.0000	-3.3670	-0.8794
5454.0000	-2.6450	-0.9310
5455.0000	-1.8057	-0.8641
5456.0000	-1.0011	-0.7453
5457.0000	-0.3250	-0.6293
5458.0000	0.2011	-0.5386
5459.0000	0.6177	-0.4639
5460.0000	0.9966	-0.3814
5461.0000	1.4027	-0.2772
5462.0000	1.8587	-0.1519
5463.0000	2.3259	-0.0103
5464.0000	2.7071	0.1496
5465.0000	2.8717	0.3333
5466.0000	2.6953	0.5339
5467.0000	2.1031	0.7185
5468.0000	1.1042	0.8354
5469.0000	-0.1952	0.8369
5470.0000	-1.6038	0.7225
5471.0000	-2.8813	0.5201
5472.0000	-3.7901	0.2819
5473.0000	-4.1503	0.0533
5474.0000	-3.8828	-0.1420
5475.0000	-3.0312	-0.2972
5476.0000	-1.7542	-0.4112
5477.0000	-0.2922	-0.4825
5478.0000	1.0861	-0.5126
5479.0000	2.1431	-0.5030
5480.0000	2.7231	-0.4694
5481.0000	2.7839	-0.4000
5482.0000	2.4005	-0.2906
5483.0000	1.7413	-0.1521
5484.0000	1.0234	-0.0164
5485.0000	0.4571	0.0767
5486.0000	0.1946	0.1076
5487.0000	0.2939	0.0966
5488.0000	0.7075	0.0958
5489.0000	1.2965	0.1561
5490.0000	1.8682	0.2933
5491.0000	2.2254	0.4667
5492.0000	2.2176	0.6098
5493.0000	1.7801	0.6583
5494.0000	0.9521	0.5782
5495.0000	-0.1297	0.3776
5496.0000	-1.2616	0.1078
5497.0000	-2.2197	-0.1507
5498.0000	-2.8124	-0.3169
5499.0000	-2.9262	-0.3488
5500.0000	-2.5540	-0.2642
5501.0000	-1.7991	-0.1482
5502.0000	-0.8534	-0.0925
5503.0000	0.0452	-0.1408
5504.0000	0.6680	-0.2612
5505.0000	0.8498	-0.3702
5506.0000	0.5302	-0.3896
5507.0000	-0.2276	-0.2951
5508.0000	-1.2470	-0.1241
5509.0000	-2.2739	0.0531
5510.0000	-3.0330	0.1742
5511.0000	-3.2910	0.1980
5512.0000	-2.9124	0.1099
5513.0000	-1.8965	-0.0774
5514.0000	-0.3843	-0.3154
