# IODP371 site U1507 synthetic model data
#Synthetic model				
depth_m_bsf	velocity_m/s	density_Mg/m3	two-way-travel-time_(ms)	impedance
77.7164	1734.4800	1.6621	0.0893	2.8829
77.8688	1733.8860	1.6720	0.0895	2.8991
78.0212	1736.2620	1.6726	0.0896	2.9040
78.1736	1736.0640	1.6811	0.0898	2.9185
78.3260	1726.2630	1.6879	0.0900	2.9137
78.4784	1715.9670	1.6976	0.0902	2.9130
78.6308	1715.4720	1.7120	0.0903	2.9369
78.7832	1720.3230	1.7267	0.0905	2.9705
78.9356	1723.0950	1.7319	0.0907	2.9842
79.0880	1724.4810	1.7341	0.0909	2.9904
79.2404	1722.9960	1.7254	0.0910	2.9729
79.3928	1721.6100	1.7141	0.0912	2.9511
79.5452	1721.7090	1.7015	0.0914	2.9295
79.6976	1722.5010	1.6920	0.0916	2.9145
79.8500	1728.0450	1.6943	0.0917	2.9277
80.0024	1732.1040	1.6930	0.0919	2.9325
80.1548	1732.2030	1.6860	0.0921	2.9205
80.3072	1732.2030	1.6788	0.0923	2.9080
80.4596	1732.2030	1.6712	0.0925	2.8949
80.6120	1730.3220	1.6562	0.0926	2.8658
80.7644	1727.1540	1.6460	0.0928	2.8429
80.9168	1720.1250	1.6427	0.0930	2.8256
81.0692	1713.5910	1.6517	0.0932	2.8304
81.2216	1705.9680	1.6537	0.0933	2.8212
81.3740	1692.4050	1.6529	0.0935	2.7974
81.5264	1683.6930	1.6479	0.0937	2.7746
81.6788	1705.7700	1.6490	0.0939	2.8127
81.8312	1715.3730	1.6500	0.0941	2.8304
81.9836	1704.6810	1.6551	0.0942	2.8214
82.1360	1693.9890	1.6616	0.0944	2.8148
82.2884	1684.5840	1.6722	0.0946	2.8170
82.4408	1681.2180	1.6747	0.0948	2.8155
82.5932	1681.0200	1.6707	0.0950	2.8085
82.7456	1689.1380	1.6734	0.0951	2.8266
82.8980	1688.2470	1.6828	0.0953	2.8410
83.0504	1684.0890	1.6934	0.0955	2.8519
83.2028	1683.4950	1.6903	0.0957	2.8456
83.3552	1682.1090	1.6882	0.0959	2.8397
83.5076	1681.2180	1.6818	0.0960	2.8275
83.6600	1681.3170	1.6822	0.0962	2.8283
83.8124	1682.2080	1.6816	0.0964	2.8289
83.9648	1682.2080	1.6752	0.0966	2.8180
84.1172	1684.0890	1.6670	0.0968	2.8074
84.2696	1686.4650	1.6664	0.0969	2.8104
84.4220	1688.0490	1.6794	0.0971	2.8349
84.5744	1689.6330	1.6820	0.0973	2.8420
84.7268	1691.2170	1.6822	0.0975	2.8450
84.8792	1692.8010	1.6733	0.0977	2.8326
85.0316	1694.3850	1.6492	0.0978	2.7943
85.1840	1696.1670	1.6256	0.0980	2.7573
85.3364	1698.7410	1.6201	0.0982	2.7520
85.4888	1694.1870	1.6313	0.0984	2.7637
85.6412	1694.5830	1.6455	0.0986	2.7885
85.7936	1704.9780	1.6504	0.0987	2.8139
85.9460	1714.7790	1.6493	0.0989	2.8282
86.0984	1720.2240	1.6411	0.0991	2.8231
86.2508	1715.2740	1.6451	0.0993	2.8218
86.4032	1709.3340	1.6520	0.0995	2.8238
86.5556	1700.6220	1.6383	0.0996	2.7861
86.7080	1689.8310	1.6151	0.0998	2.7292
86.8604	1683.8910	1.5984	0.1000	2.6916
87.0128	1683.1980	1.5907	0.1002	2.6775
87.1652	1684.2870	1.5969	0.1004	2.6896
87.3176	1689.6330	1.5944	0.1005	2.6939
87.4700	1696.8600	1.5956	0.1007	2.7075
87.6224	1689.1380	1.5931	0.1009	2.6910
87.7748	1683.0990	1.5959	0.1011	2.6861
87.9272	1684.0890	1.5944	0.1013	2.6851
88.0796	1691.0190	1.5964	0.1014	2.6995
88.2320	1704.0870	1.6177	0.1016	2.7567
88.3844	1725.5700	1.6555	0.1018	2.8566
88.5368	1743.0930	1.6942	0.1020	2.9532
88.6892	1749.6270	1.7240	0.1022	3.0164
88.8416	1755.1710	1.7311	0.1023	3.0384
88.9940	1752.3000	1.7303	0.1025	3.0320
89.1464	1742.5980	1.7342	0.1027	3.0220
89.2988	1733.9850	1.7472	0.1028	3.0296
89.4512	1728.8370	1.7428	0.1030	3.0130
89.6036	1724.5800	1.7348	0.1032	2.9917
89.7560	1721.6100	1.7216	0.1034	2.9639
89.9084	1718.6400	1.7098	0.1036	2.9386
94.1756	1728.8370	1.7182	0.1085	2.9705
94.3280	1730.2230	1.7222	0.1087	2.9797
94.4804	1725.4710	1.7211	0.1089	2.9697
94.6328	1721.4120	1.7296	0.1090	2.9773
94.7852	1710.8190	1.7192	0.1092	2.9412
94.9376	1716.3630	1.7131	0.1094	2.9403
95.0900	1737.3510	1.7119	0.1096	2.9741
95.2424	1758.5370	1.7242	0.1097	3.0321
95.3948	1781.6040	1.7324	0.1099	3.0865
95.5472	1787.3460	1.7317	0.1101	3.0951
95.6996	1779.9210	1.7301	0.1103	3.0794
95.8520	1777.4460	1.7282	0.1104	3.0718
96.0044	1776.9510	1.7179	0.1106	3.0526
96.1568	1771.9020	1.6976	0.1108	3.0080
96.3092	1764.2790	1.6727	0.1109	2.9511
96.4616	1753.8840	1.6601	0.1111	2.9117
96.6140	1742.3010	1.6539	0.1113	2.8816
96.7664	1731.0150	1.6596	0.1115	2.8727
96.9188	1724.1840	1.6814	0.1116	2.8991
97.0712	1727.6490	1.6993	0.1118	2.9359
97.2236	1733.9850	1.7224	0.1120	2.9867
97.3760	1727.7480	1.7248	0.1122	2.9800
97.5284	1718.8380	1.7148	0.1123	2.9475
97.6808	1718.6400	1.7099	0.1125	2.9386
97.8332	1715.3730	1.7136	0.1127	2.9395
97.9856	1713.5910	1.7203	0.1129	2.9479
98.1380	1716.1650	1.7259	0.1131	2.9620
98.2904	1718.2440	1.7253	0.1132	2.9645
98.4428	1720.0260	1.7339	0.1134	2.9824
98.5952	1719.5310	1.7405	0.1136	2.9928
98.7476	1717.2540	1.7110	0.1138	2.9382
98.9000	1716.0660	1.6975	0.1139	2.9130
99.0524	1715.9670	1.6940	0.1141	2.9068
99.2048	1715.7690	1.7198	0.1143	2.9509
99.3572	1714.1850	1.7255	0.1145	2.9579
99.5096	1712.1060	1.7302	0.1147	2.9622
99.6620	1712.0070	1.7257	0.1148	2.9543
99.8144	1716.8580	1.7304	0.1150	2.9708
99.9668	1720.8180	1.7261	0.1152	2.9703
100.1192	1723.5900	1.7248	0.1154	2.9729
100.2716	1725.5700	1.7178	0.1155	2.9643
100.4240	1726.5600	1.7159	0.1157	2.9626
100.5764	1724.6790	1.7162	0.1159	2.9599
100.7288	1722.8970	1.7200	0.1161	2.9634
100.8812	1726.3620	1.7228	0.1162	2.9741
101.0336	1734.4800	1.7378	0.1164	3.0142
101.1860	1739.0340	1.7558	0.1166	3.0534
101.3384	1740.9150	1.7650	0.1168	3.0727
101.4908	1743.9840	1.7569	0.1170	3.0641
101.6432	1746.6570	1.7497	0.1171	3.0562
101.7956	1746.7560	1.7413	0.1173	3.0417
101.9480	1739.9250	1.7363	0.1175	3.0211
102.1004	1733.2920	1.7394	0.1177	3.0149
102.2528	1730.4210	1.7411	0.1178	3.0128
102.4052	1736.4600	1.7384	0.1180	3.0186
102.5576	1749.4290	1.7410	0.1182	3.0458
102.7100	1765.4670	1.7457	0.1184	3.0820
102.8624	1771.5060	1.7500	0.1185	3.1001
103.0148	1772.8920	1.7462	0.1187	3.0959
103.1672	1773.3870	1.7519	0.1189	3.1068
103.3196	1769.7240	1.7508	0.1190	3.0985
103.4720	1762.2990	1.7543	0.1192	3.0915
103.6244	1750.5180	1.7549	0.1194	3.0720
103.7768	1744.8750	1.7558	0.1196	3.0637
103.9292	1743.5880	1.7633	0.1197	3.0744
104.0816	1740.6180	1.7645	0.1199	3.0713
104.2340	1738.5390	1.7689	0.1201	3.0754
104.3864	1739.1330	1.7631	0.1203	3.0663
104.5388	1744.4790	1.7609	0.1204	3.0718
104.6912	1752.3990	1.7582	0.1206	3.0811
104.8436	1754.2800	1.7625	0.1208	3.0919
104.9960	1750.8150	1.7650	0.1210	3.0902
105.1484	1748.1420	1.7686	0.1211	3.0917
105.3008	1749.1320	1.7747	0.1213	3.1042
105.4532	1747.2510	1.7755	0.1215	3.1022
105.6056	1740.6180	1.7795	0.1217	3.0974
105.7580	1728.4410	1.7814	0.1218	3.0790
105.9104	1716.9570	1.7802	0.1220	3.0565
106.0628	1718.0460	1.7733	0.1222	3.0465
106.2152	1726.6590	1.7728	0.1224	3.0609
106.3676	1735.2720	1.7726	0.1225	3.0760
106.5200	1742.6970	1.7728	0.1227	3.0894
106.6724	1745.5680	1.7767	0.1229	3.1013
106.8248	1751.6070	1.7789	0.1231	3.1159
106.9772	1758.3390	1.7786	0.1232	3.1273
107.1296	1755.1710	1.7799	0.1234	3.1240
107.2820	1748.7360	1.7769	0.1236	3.1073
107.4344	1748.2410	1.7723	0.1238	3.0984
107.5868	1751.3100	1.7743	0.1239	3.1073
107.7392	1749.2310	1.7888	0.1241	3.1291
107.8916	1740.3210	1.7817	0.1243	3.1008
108.0440	1743.9840	1.7720	0.1245	3.0904
108.1964	1750.9140	1.7580	0.1246	3.0782
108.3488	1759.7250	1.7638	0.1248	3.1038
108.5012	1765.3680	1.7722	0.1250	3.1285
108.6536	1772.1000	1.7822	0.1251	3.1582
108.8060	1773.6840	1.7795	0.1253	3.1563
108.9584	1776.6540	1.7766	0.1255	3.1564
109.1108	1783.4850	1.7726	0.1257	3.1614
109.2632	1795.2660	1.7803	0.1258	3.1961
109.4156	1807.1460	1.7801	0.1260	3.2169
109.5680	1805.4630	1.7746	0.1262	3.2040
109.7204	1800.4140	1.7748	0.1263	3.1954
109.8728	1794.7710	1.7670	0.1265	3.1713
110.0252	1772.0010	1.7615	0.1267	3.1214
110.1776	1761.3090	1.7549	0.1269	3.0909
110.3300	1772.5950	1.7533	0.1270	3.1079
110.4824	1799.1270	1.7454	0.1272	3.1402
110.6348	1800.8100	1.7493	0.1274	3.1501
110.7872	1806.5520	1.7575	0.1275	3.1750
110.9396	1817.4420	1.7717	0.1277	3.2200
111.0920	1816.5510	1.7716	0.1279	3.2183
111.2444	1798.1370	1.7730	0.1280	3.1880
111.3968	1793.9790	1.7676	0.1282	3.1710
111.5492	1789.8210	1.7673	0.1284	3.1632
111.7016	1778.3370	1.7677	0.1286	3.1435
111.8540	1771.7040	1.7726	0.1287	3.1406
112.0064	1766.6550	1.7743	0.1289	3.1346
112.1588	1770.2190	1.7749	0.1291	3.1420
112.3112	1773.4860	1.7722	0.1292	3.1429
112.4636	1779.5250	1.7729	0.1294	3.1549
112.6160	1784.9700	1.7728	0.1296	3.1644
112.7684	1783.4850	1.7779	0.1298	3.1709
112.9208	1777.7430	1.7801	0.1299	3.1646
113.0732	1777.3470	1.7823	0.1301	3.1678
113.2256	1787.8410	1.7844	0.1303	3.1903
113.3780	1787.3460	1.7815	0.1304	3.1842
113.5304	1772.5950	1.7775	0.1306	3.1508
113.6828	1741.1130	1.7738	0.1308	3.0884
113.8352	1741.2120	1.7764	0.1310	3.0931
113.9876	1763.9820	1.7820	0.1311	3.1434
114.1400	1785.7620	1.7837	0.1313	3.1853
114.2924	1785.7620	1.7808	0.1315	3.1801
114.4448	1778.7330	1.7711	0.1316	3.1504
114.5972	1778.2380	1.7663	0.1318	3.1409
114.7496	1780.0200	1.7679	0.1320	3.1469
114.9020	1778.3370	1.7807	0.1322	3.1667
115.0544	1773.6840	1.7807	0.1323	3.1585
115.2068	1772.8920	1.7795	0.1325	3.1549
115.3592	1774.4760	1.7762	0.1327	3.1518
115.5116	1776.6540	1.7797	0.1328	3.1619
115.6640	1772.7930	1.7787	0.1330	3.1532
115.8164	1772.1990	1.7759	0.1332	3.1472
115.9688	1782.6930	1.7714	0.1334	3.1579
116.1212	1784.2770	1.7677	0.1335	3.1541
116.2736	1785.5640	1.7730	0.1337	3.1657
116.4260	1786.7520	1.7885	0.1339	3.1957
116.5784	1787.4450	1.7978	0.1340	3.2135
116.7308	1798.7310	1.7951	0.1342	3.2290
116.8832	1807.2450	1.7815	0.1344	3.2197
117.0356	1803.4830	1.7722	0.1346	3.1962
117.1880	1794.5730	1.7715	0.1347	3.1791
117.3404	1791.2070	1.7726	0.1349	3.1752
117.4928	1784.4750	1.7793	0.1351	3.1750
117.6452	1800.5130	1.7785	0.1352	3.2021
117.7976	1796.2560	1.7742	0.1354	3.1869
117.9500	1814.2740	1.7718	0.1356	3.2146
118.1024	1818.3330	1.7734	0.1357	3.2246
118.2548	1817.1450	1.7796	0.1359	3.2337
118.4072	1808.2350	1.7856	0.1361	3.2289
118.5596	1805.0670	1.7896	0.1362	3.2303
118.7120	1792.2960	1.7890	0.1364	3.2065
118.8644	1782.3960	1.7866	0.1366	3.1844
119.0168	1784.3760	1.7769	0.1368	3.1707
119.1692	1784.5740	1.7746	0.1369	3.1669
119.3216	1789.3260	1.7687	0.1371	3.1648
119.4740	1794.3750	1.7736	0.1373	3.1826
119.6264	1796.5530	1.7768	0.1374	3.1921
119.7788	1796.2560	1.7834	0.1376	3.2035
119.9312	1795.8600	1.7907	0.1378	3.2159
120.0836	1795.9590	1.7818	0.1379	3.2000
120.2360	1789.3260	1.7797	0.1381	3.1845
120.3884	1779.4260	1.7719	0.1383	3.1530
120.5408	1773.7830	1.7761	0.1385	3.1503
120.6932	1770.4170	1.7735	0.1386	3.1399
120.8456	1767.2490	1.7801	0.1388	3.1459
120.9980	1764.0810	1.7814	0.1390	3.1426
121.1504	1763.6850	1.7852	0.1391	3.1486
121.3028	1769.6250	1.7863	0.1393	3.1611
121.4552	1776.3570	1.7875	0.1395	3.1752
121.6076	1778.7330	1.7920	0.1397	3.1875
121.7600	1776.4560	1.7946	0.1398	3.1880
121.9124	1765.2690	1.7966	0.1400	3.1715
122.0648	1762.5960	1.7959	0.1402	3.1654
122.2172	1766.8530	1.7912	0.1404	3.1647
122.3696	1767.5460	1.7819	0.1405	3.1496
122.5220	1763.8830	1.7763	0.1407	3.1331
122.6744	1760.1210	1.7808	0.1409	3.1345
122.8268	1763.4870	1.7917	0.1410	3.1597
122.9792	1785.0690	1.7894	0.1412	3.1942
123.1316	1786.2570	1.7860	0.1414	3.1903
123.2840	1789.3260	1.7802	0.1416	3.1854
123.4364	1794.9690	1.7792	0.1417	3.1936
123.5888	1794.7710	1.7835	0.1419	3.2010
123.7412	1785.1680	1.7967	0.1421	3.2075
123.8936	1782.8910	1.7994	0.1422	3.2081
124.0460	1783.4850	1.7989	0.1424	3.2083
124.1984	1786.6530	1.7946	0.1426	3.2064
124.3508	1792.4940	1.7923	0.1427	3.2128
124.5032	1793.2860	1.7901	0.1429	3.2102
124.6556	1797.8400	1.7947	0.1431	3.2266
124.8080	1803.3840	1.8040	0.1433	3.2533
124.9604	1810.0170	1.8060	0.1434	3.2689
125.1128	1809.4230	1.8131	0.1436	3.2806
125.2652	1799.3250	1.8054	0.1438	3.2484
125.4176	1795.1670	1.8033	0.1439	3.2373
125.5700	1794.8700	1.7978	0.1441	3.2268
125.7224	1795.0680	1.7987	0.1443	3.2287
125.8748	1794.2760	1.7937	0.1444	3.2183
126.0272	1799.3250	1.7930	0.1446	3.2262
126.1796	1798.3350	1.7927	0.1448	3.2238
126.3320	1799.7210	1.7890	0.1449	3.2197
126.4844	1805.1660	1.7826	0.1451	3.2179
126.6368	1807.8390	1.7785	0.1453	3.2152
126.7892	1815.1650	1.7795	0.1455	3.2300
126.9416	1819.7190	1.7827	0.1456	3.2439
127.0940	1822.6890	1.7839	0.1458	3.2514
127.2464	1818.6300	1.7848	0.1460	3.2459
127.3988	1810.6110	1.7872	0.1461	3.2359
127.5512	1802.8890	1.7864	0.1463	3.2206
127.7036	1801.0080	1.7844	0.1465	3.2137
127.8560	1797.4440	1.7822	0.1466	3.2033
128.0084	1793.9790	1.7842	0.1468	3.2008
128.1608	1792.9890	1.7747	0.1470	3.1820
128.3132	1791.9990	1.7732	0.1471	3.1775
128.4656	1787.2470	1.7660	0.1473	3.1564
128.6180	1799.4240	1.7715	0.1475	3.1877
128.7704	1797.5430	1.7711	0.1477	3.1837
128.9228	1799.0280	1.7659	0.1478	3.1769
129.0752	1808.7300	1.7635	0.1480	3.1898
129.2276	1811.9970	1.7632	0.1482	3.1949
129.3800	1796.6520	1.7690	0.1483	3.1782
129.5324	1791.1080	1.7708	0.1485	3.1717
129.6848	1784.2770	1.7712	0.1487	3.1603
129.8372	1779.4260	1.7566	0.1488	3.1257
129.9896	1780.1190	1.7522	0.1490	3.1191
130.1420	1792.7910	1.7428	0.1492	3.1245
130.2944	1802.6910	1.7472	0.1494	3.1497
130.4468	1808.9280	1.7500	0.1495	3.1656
130.5992	1821.3030	1.7574	0.1497	3.2008
130.7516	1830.7080	1.7552	0.1499	3.2133
130.9040	1828.1340	1.7482	0.1500	3.1959
131.0564	1843.5780	1.7416	0.1502	3.2107
131.2088	1842.4890	1.7422	0.1504	3.2100
131.3612	1831.5990	1.7500	0.1505	3.2052
131.5136	1834.6680	1.7419	0.1507	3.1958
131.6660	1822.6890	1.7265	0.1509	3.1468
131.8184	1811.2050	1.7026	0.1510	3.0837
131.9708	1795.7610	1.6974	0.1512	3.0482
132.1232	1789.7220	1.6987	0.1514	3.0402
132.2756	1781.3070	1.7220	0.1515	3.0674
132.4280	1779.3270	1.7362	0.1517	3.0892
132.5804	1783.9800	1.7632	0.1519	3.1456
132.7328	1787.6430	1.7730	0.1520	3.1695
132.8852	1786.6530	1.7775	0.1522	3.1759
133.0376	1784.0790	1.7601	0.1524	3.1402
133.1900	1783.1880	1.7605	0.1526	3.1393
133.3424	1780.6140	1.7545	0.1527	3.1242
133.4948	1774.6740	1.7450	0.1529	3.0968
133.6472	1777.4460	1.7431	0.1531	3.0983
133.7996	1778.8320	1.7438	0.1532	3.1020
133.9520	1778.8320	1.7465	0.1534	3.1066
134.1044	1781.3070	1.7461	0.1536	3.1103
134.2568	1784.3760	1.7503	0.1538	3.1232
134.4092	1794.8700	1.7552	0.1539	3.1504
134.5616	1793.9790	1.7655	0.1541	3.1673
134.7140	1787.2470	1.7675	0.1543	3.1589
134.8664	1783.3860	1.7653	0.1544	3.1483
135.0188	1774.5750	1.7613	0.1546	3.1255
135.1712	1756.0620	1.7622	0.1548	3.0946
135.3236	1751.3100	1.7618	0.1550	3.0855
135.4760	1750.0230	1.7648	0.1551	3.0884
135.6284	1746.1620	1.7659	0.1553	3.0835
135.7808	1748.0430	1.7674	0.1555	3.0894
135.9332	1752.5970	1.7666	0.1556	3.0962
136.0856	1757.8440	1.7710	0.1558	3.1131
136.2380	1763.9820	1.7778	0.1560	3.1361
136.3904	1769.0310	1.7816	0.1562	3.1517
136.5428	1772.5950	1.7782	0.1563	3.1520
136.6952	1773.9810	1.7749	0.1565	3.1487
136.8476	1776.3570	1.7733	0.1567	3.1499
137.0000	1792.2960	1.7691	0.1569	3.1708
137.1524	1799.6220	1.7680	0.1570	3.1817
137.3048	1804.4730	1.7682	0.1572	3.1907
137.4572	1812.4920	1.7719	0.1574	3.2116
137.6096	1820.7090	1.7747	0.1575	3.2311
137.7620	1826.1540	1.7722	0.1577	3.2363
137.9144	1829.7180	1.7710	0.1579	3.2404
138.0668	1832.7870	1.7669	0.1580	3.2384
138.2192	1831.9950	1.7660	0.1582	3.2352
138.3716	1826.5500	1.7593	0.1584	3.2135
138.5240	1819.7190	1.7568	0.1585	3.1968
138.6764	1817.5410	1.7619	0.1587	3.2023
138.8288	1794.5730	1.7627	0.1589	3.1633
138.9812	1784.7720	1.7701	0.1590	3.1593
139.1336	1780.7130	1.7702	0.1592	3.1523
139.2860	1780.6140	1.7740	0.1594	3.1589
139.4384	1778.8320	1.7766	0.1596	3.1603
139.5908	1778.2380	1.7806	0.1597	3.1663
139.7432	1779.9210	1.7776	0.1599	3.1639
139.8956	1782.4950	1.7702	0.1601	3.1553
140.0480	1788.5340	1.7657	0.1602	3.1580
140.2004	1783.4850	1.7631	0.1604	3.1445
140.3528	1775.3670	1.7642	0.1606	3.1320
140.5052	1775.1690	1.7675	0.1607	3.1376
140.6576	1781.0100	1.7701	0.1609	3.1526
140.8100	1793.8800	1.7741	0.1611	3.1825
140.9624	1799.1270	1.7707	0.1613	3.1857
141.1148	1803.5820	1.7646	0.1614	3.1826
141.2672	1803.1860	1.7571	0.1616	3.1683
141.4196	1800.1170	1.7592	0.1618	3.1668
141.5720	1791.9990	1.7595	0.1619	3.1531
141.7244	1784.6730	1.7646	0.1621	3.1493
141.8768	1784.3760	1.7730	0.1623	3.1637
142.0292	1796.2560	1.7823	0.1624	3.2015
142.1816	1804.6710	1.7904	0.1626	3.2310
142.3340	1800.1170	1.7896	0.1628	3.2215
142.4864	1790.8110	1.7881	0.1630	3.2022
142.6388	1787.7420	1.7870	0.1631	3.1946
142.7912	1793.5830	1.7876	0.1633	3.2062
142.9436	1795.9590	1.7885	0.1635	3.2121
143.0960	1794.1770	1.7816	0.1636	3.1965
143.2484	1795.6620	1.7861	0.1638	3.2072
143.4008	1795.5630	1.7991	0.1640	3.2304
143.5532	1801.2060	1.8136	0.1641	3.2666
143.7056	1806.5520	1.8215	0.1643	3.2906
143.8580	1811.6010	1.8140	0.1645	3.2863
144.0104	1807.7400	1.8061	0.1647	3.2650
144.1628	1812.3930	1.7941	0.1648	3.2516
144.3152	1817.3430	1.7963	0.1650	3.2644
144.4676	1829.9160	1.7939	0.1652	3.2826
144.6200	1852.5870	1.7973	0.1653	3.3296
144.7724	1870.6050	1.7985	0.1655	3.3644
144.9248	1876.6440	1.8055	0.1656	3.3883
145.0772	1881.7920	1.8042	0.1658	3.3951
145.2296	1814.2740	1.8012	0.1660	3.2679
145.3820	1789.6230	1.8016	0.1661	3.2242
145.5344	1784.9700	1.8085	0.1663	3.2281
145.6868	1783.3860	1.8201	0.1665	3.2459
145.8392	1781.8020	1.8189	0.1667	3.2408
145.9916	1791.5040	1.8080	0.1668	3.2391
146.1440	1801.5030	1.7946	0.1670	3.2330
146.2964	1808.4330	1.7924	0.1672	3.2414
146.4488	1815.2640	1.7947	0.1673	3.2578
146.6012	1824.8670	1.7970	0.1675	3.2793
146.7536	1828.3320	1.7929	0.1677	3.2780
146.9060	1824.0750	1.7803	0.1678	3.2473
147.0584	1822.4910	1.7773	0.1680	3.2392
147.2108	1833.5790	1.7813	0.1682	3.2661
147.3632	1849.7160	1.7883	0.1683	3.3078
147.5156	1858.9230	1.7891	0.1685	3.3259
147.6680	1849.5180	1.7957	0.1687	3.3212
147.8204	1851.2010	1.8002	0.1688	3.3325
147.9728	1844.7660	1.7977	0.1690	3.3164
148.1252	1816.5510	1.7932	0.1692	3.2575
148.2776	1801.0080	1.7919	0.1693	3.2273
148.4300	1792.6920	1.7918	0.1695	3.2121
148.5824	1781.3070	1.7922	0.1697	3.1924
148.7348	1777.1490	1.7929	0.1698	3.1863
148.8872	1780.6140	1.8000	0.1700	3.2052
149.0396	1784.9700	1.8015	0.1702	3.2157
149.1920	1788.7320	1.8009	0.1704	3.2214
149.3444	1794.3750	1.7979	0.1705	3.2261
149.4968	1801.4040	1.8014	0.1707	3.2451
149.6492	1812.0960	1.8016	0.1709	3.2647
149.8016	1817.6400	1.7964	0.1710	3.2652
149.9540	1837.3410	1.7912	0.1712	3.2910
150.1064	1852.9830	1.7899	0.1714	3.3166
150.2588	1857.7350	1.7911	0.1715	3.3273
150.4112	1863.6750	1.7888	0.1717	3.3338
150.5636	1870.4070	1.7884	0.1719	3.3450
150.7160	1859.8140	1.7910	0.1720	3.3309
150.8684	1854.8640	1.7947	0.1722	3.3290
151.0208	1854.0720	1.7965	0.1723	3.3308
151.1732	1851.0030	1.7959	0.1725	3.3243
151.3256	1847.2410	1.7917	0.1727	3.3098
151.4780	1845.2610	1.7870	0.1728	3.2975
151.6304	1847.2410	1.7833	0.1730	3.2942
151.7828	1842.2910	1.7818	0.1732	3.2826
151.9352	1826.2530	1.7851	0.1733	3.2600
152.0876	1816.7490	1.7854	0.1735	3.2436
152.2400	1821.6000	1.7907	0.1737	3.2619
152.3924	1823.3820	1.7936	0.1738	3.2704
152.5448	1820.7090	1.7962	0.1740	3.2704
152.6972	1815.6600	1.7934	0.1742	3.2562
152.8496	1812.9870	1.7906	0.1743	3.2464
153.0020	1818.9270	1.7854	0.1745	3.2474
153.1544	1834.5690	1.7849	0.1747	3.2745
153.3068	1831.0050	1.7856	0.1748	3.2695
153.4592	1822.8870	1.7832	0.1750	3.2506
153.6116	1821.3030	1.7800	0.1752	3.2419
153.7640	1820.6100	1.7779	0.1753	3.2368
153.9164	1824.7680	1.7809	0.1755	3.2497
154.0688	1835.3610	1.7813	0.1757	3.2694
154.2212	1839.1230	1.7804	0.1758	3.2744
154.3736	1837.1430	1.7779	0.1760	3.2662
154.5260	1835.6580	1.7780	0.1762	3.2639
154.6784	1829.1240	1.7763	0.1763	3.2492
154.8308	1814.6700	1.7786	0.1765	3.2276
154.9832	1798.9290	1.7790	0.1767	3.2004
155.1356	1776.2580	1.7788	0.1768	3.1597
155.2880	1758.2400	1.7804	0.1770	3.1304
155.4404	1754.5770	1.7881	0.1772	3.1374
155.5928	1762.2000	1.7956	0.1774	3.1642
