# IODP371 site U1507 physical property data
#Raw data		
depth_m_bsf	velocity_m/s	density_Mg/m3
83.2028	1.7005	1.6903
83.3552	1.6991	1.6882
83.5076	1.6982	1.6818
83.6600	1.6983	1.6822
83.8124	1.6992	1.6816
83.9648	1.6992	1.6752
84.1172	1.7011	1.6670
84.2696	1.7035	1.6664
84.4220	1.7051	1.6794
84.5744	1.7067	1.6820
84.7268	1.7083	1.6822
84.8792	1.7099	1.6733
85.0316	1.7115	1.6492
85.1840	1.7133	1.6256
85.3364	1.7159	1.6201
85.4888	1.7113	1.6313
85.6412	1.7117	1.6455
85.7936	1.7222	1.6504
85.9460	1.7321	1.6493
86.0984	1.7376	1.6411
86.2508	1.7326	1.6451
86.4032	1.7266	1.6520
86.5556	1.7178	1.6383
86.7080	1.7069	1.6151
86.8604	1.7009	1.5984
87.0128	1.7002	1.5907
87.1652	1.7013	1.5969
87.3176	1.7067	1.5944
87.4700	1.7140	1.5956
87.6224	1.7062	1.5931
87.7748	1.7001	1.5959
87.9272	1.7011	1.5944
88.0796	1.7081	1.5964
88.2320	1.7213	1.6177
88.3844	1.7430	1.6555
88.5368	1.7607	1.6942
88.6892	1.7673	1.7240
88.8416	1.7729	1.7311
88.9940	1.7700	1.7303
89.1464	1.7602	1.7342
89.2988	1.7515	1.7472
89.4512	1.7463	1.7428
89.6036	1.7420	1.7348
89.7560	1.7390	1.7216
89.9084	1.7360	1.7098
94.1756	1.7463	1.7182
94.3280	1.7477	1.7222
94.4804	1.7429	1.7211
94.6328	1.7388	1.7296
94.7852	1.7281	1.7192
94.9376	1.7337	1.7131
95.0900	1.7549	1.7119
95.2424	1.7763	1.7242
95.3948	1.7996	1.7324
95.5472	1.8054	1.7317
95.6996	1.7979	1.7301
95.8520	1.7954	1.7282
96.0044	1.7949	1.7179
96.1568	1.7898	1.6976
96.3092	1.7821	1.6727
96.4616	1.7716	1.6601
96.6140	1.7599	1.6539
96.7664	1.7485	1.6596
96.9188	1.7416	1.6814
97.0712	1.7451	1.6993
97.2236	1.7515	1.7224
97.3760	1.7452	1.7248
97.5284	1.7362	1.7148
97.6808	1.7360	1.7099
97.8332	1.7327	1.7136
97.9856	1.7309	1.7203
98.1380	1.7335	1.7259
98.2904	1.7356	1.7253
98.4428	1.7374	1.7339
98.5952	1.7369	1.7405
98.7476	1.7346	1.7110
98.9000	1.7334	1.6975
99.0524	1.7333	1.6940
99.2048	1.7331	1.7198
99.3572	1.7315	1.7255
99.5096	1.7294	1.7302
99.6620	1.7293	1.7257
99.8144	1.7342	1.7304
99.9668	1.7382	1.7261
100.1192	1.7410	1.7248
100.2716	1.7430	1.7178
100.4240	1.7440	1.7159
100.5764	1.7421	1.7162
100.7288	1.7403	1.7200
100.8812	1.7438	1.7228
101.0336	1.7520	1.7378
101.1860	1.7566	1.7558
101.3384	1.7585	1.7650
101.4908	1.7616	1.7569
101.6432	1.7643	1.7497
101.7956	1.7644	1.7413
101.9480	1.7575	1.7363
102.1004	1.7508	1.7394
102.2528	1.7479	1.7411
102.4052	1.7540	1.7384
102.5576	1.7671	1.7410
102.7100	1.7833	1.7457
102.8624	1.7894	1.7500
103.0148	1.7908	1.7462
103.1672	1.7913	1.7519
103.3196	1.7876	1.7508
103.4720	1.7801	1.7543
103.6244	1.7682	1.7549
103.7768	1.7625	1.7558
103.9292	1.7612	1.7633
104.0816	1.7582	1.7645
104.2340	1.7561	1.7689
104.3864	1.7567	1.7631
104.5388	1.7621	1.7609
104.6912	1.7701	1.7582
104.8436	1.7720	1.7625
104.9960	1.7685	1.7650
105.1484	1.7658	1.7686
105.3008	1.7668	1.7747
105.4532	1.7649	1.7755
105.6056	1.7582	1.7795
105.7580	1.7459	1.7814
105.9104	1.7343	1.7802
106.0628	1.7354	1.7733
106.2152	1.7441	1.7728
106.3676	1.7528	1.7726
106.5200	1.7603	1.7728
106.6724	1.7632	1.7767
106.8248	1.7693	1.7789
106.9772	1.7761	1.7786
107.1296	1.7729	1.7799
107.2820	1.7664	1.7769
107.4344	1.7659	1.7723
107.5868	1.7690	1.7743
107.7392	1.7669	1.7888
107.8916	1.7579	1.7817
108.0440	1.7616	1.7720
108.1964	1.7686	1.7580
108.3488	1.7775	1.7638
108.5012	1.7832	1.7722
108.6536	1.7900	1.7822
108.8060	1.7916	1.7795
108.9584	1.7946	1.7766
109.1108	1.8015	1.7726
109.2632	1.8134	1.7803
109.4156	1.8254	1.7801
109.5680	1.8237	1.7746
109.7204	1.8186	1.7748
109.8728	1.8129	1.7670
110.0252	1.7899	1.7615
110.1776	1.7791	1.7549
110.3300	1.7905	1.7533
110.4824	1.8173	1.7454
110.6348	1.8190	1.7493
110.7872	1.8248	1.7575
110.9396	1.8358	1.7717
111.0920	1.8349	1.7716
111.2444	1.8163	1.7730
111.3968	1.8121	1.7676
111.5492	1.8079	1.7673
111.7016	1.7963	1.7677
111.8540	1.7896	1.7726
112.0064	1.7845	1.7743
112.1588	1.7881	1.7749
112.3112	1.7914	1.7722
112.4636	1.7975	1.7729
112.6160	1.8030	1.7728
112.7684	1.8015	1.7779
112.9208	1.7957	1.7801
113.0732	1.7953	1.7823
113.2256	1.8059	1.7844
113.3780	1.8054	1.7815
113.5304	1.7905	1.7775
113.6828	1.7587	1.7738
113.8352	1.7588	1.7764
113.9876	1.7818	1.7820
114.1400	1.8038	1.7837
114.2924	1.8038	1.7808
114.4448	1.7967	1.7711
114.5972	1.7962	1.7663
114.7496	1.7980	1.7679
114.9020	1.7963	1.7807
115.0544	1.7916	1.7807
115.2068	1.7908	1.7795
115.3592	1.7924	1.7762
115.5116	1.7946	1.7797
115.6640	1.7907	1.7787
115.8164	1.7901	1.7759
115.9688	1.8007	1.7714
116.1212	1.8023	1.7677
116.2736	1.8036	1.7730
116.4260	1.8048	1.7885
116.5784	1.8055	1.7978
116.7308	1.8169	1.7951
116.8832	1.8255	1.7815
117.0356	1.8217	1.7722
117.1880	1.8127	1.7715
117.3404	1.8093	1.7726
117.4928	1.8025	1.7793
117.6452	1.8187	1.7785
117.7976	1.8144	1.7742
117.9500	1.8326	1.7718
118.1024	1.8367	1.7734
118.2548	1.8355	1.7796
118.4072	1.8265	1.7856
118.5596	1.8233	1.7896
118.7120	1.8104	1.7890
118.8644	1.8004	1.7866
119.0168	1.8024	1.7769
119.1692	1.8026	1.7746
119.3216	1.8074	1.7687
119.4740	1.8125	1.7736
119.6264	1.8147	1.7768
119.7788	1.8144	1.7834
119.9312	1.8140	1.7907
120.0836	1.8141	1.7818
120.2360	1.8074	1.7797
120.3884	1.7974	1.7719
120.5408	1.7917	1.7761
120.6932	1.7883	1.7735
120.8456	1.7851	1.7801
120.9980	1.7819	1.7814
121.1504	1.7815	1.7852
121.3028	1.7875	1.7863
121.4552	1.7943	1.7875
121.6076	1.7967	1.7920
121.7600	1.7944	1.7946
121.9124	1.7831	1.7966
122.0648	1.7804	1.7959
122.2172	1.7847	1.7912
122.3696	1.7854	1.7819
122.5220	1.7817	1.7763
122.6744	1.7779	1.7808
122.8268	1.7813	1.7917
122.9792	1.8031	1.7894
123.1316	1.8043	1.7860
123.2840	1.8074	1.7802
123.4364	1.8131	1.7792
123.5888	1.8129	1.7835
123.7412	1.8032	1.7967
123.8936	1.8009	1.7994
124.0460	1.8015	1.7989
124.1984	1.8047	1.7946
124.3508	1.8106	1.7923
124.5032	1.8114	1.7901
124.6556	1.8160	1.7947
124.8080	1.8216	1.8040
124.9604	1.8283	1.8060
125.1128	1.8277	1.8131
125.2652	1.8175	1.8054
125.4176	1.8133	1.8033
125.5700	1.8130	1.7978
125.7224	1.8132	1.7987
125.8748	1.8124	1.7937
126.0272	1.8175	1.7930
126.1796	1.8165	1.7927
126.3320	1.8179	1.7890
126.4844	1.8234	1.7826
126.6368	1.8261	1.7785
126.7892	1.8335	1.7795
126.9416	1.8381	1.7827
127.0940	1.8411	1.7839
127.2464	1.8370	1.7848
127.3988	1.8289	1.7872
127.5512	1.8211	1.7864
127.7036	1.8192	1.7844
127.8560	1.8156	1.7822
128.0084	1.8121	1.7842
128.1608	1.8111	1.7747
128.3132	1.8101	1.7732
128.4656	1.8053	1.7660
128.6180	1.8176	1.7715
128.7704	1.8157	1.7711
128.9228	1.8172	1.7659
129.0752	1.8270	1.7635
129.2276	1.8303	1.7632
129.3800	1.8148	1.7690
129.5324	1.8092	1.7708
129.6848	1.8023	1.7712
129.8372	1.7974	1.7566
129.9896	1.7981	1.7522
130.1420	1.8109	1.7428
130.2944	1.8209	1.7472
130.4468	1.8272	1.7500
130.5992	1.8397	1.7574
130.7516	1.8492	1.7552
130.9040	1.8466	1.7482
131.0564	1.8622	1.7416
131.2088	1.8611	1.7422
131.3612	1.8501	1.7500
131.5136	1.8532	1.7419
131.6660	1.8411	1.7265
131.8184	1.8295	1.7026
131.9708	1.8139	1.6974
132.1232	1.8078	1.6987
132.2756	1.7993	1.7220
132.4280	1.7973	1.7362
132.5804	1.8020	1.7632
132.7328	1.8057	1.7730
132.8852	1.8047	1.7775
133.0376	1.8021	1.7601
133.1900	1.8012	1.7605
133.3424	1.7986	1.7545
133.4948	1.7926	1.7450
133.6472	1.7954	1.7431
133.7996	1.7968	1.7438
133.9520	1.7968	1.7465
134.1044	1.7993	1.7461
134.2568	1.8024	1.7503
134.4092	1.8130	1.7552
134.5616	1.8121	1.7655
134.7140	1.8053	1.7675
134.8664	1.8014	1.7653
135.0188	1.7925	1.7613
135.1712	1.7738	1.7622
135.3236	1.7690	1.7618
135.4760	1.7677	1.7648
135.6284	1.7638	1.7659
135.7808	1.7657	1.7674
135.9332	1.7703	1.7666
136.0856	1.7756	1.7710
136.2380	1.7818	1.7778
136.3904	1.7869	1.7816
136.5428	1.7905	1.7782
136.6952	1.7919	1.7749
136.8476	1.7943	1.7733
137.0000	1.8104	1.7691
137.1524	1.8178	1.7680
137.3048	1.8227	1.7682
137.4572	1.8308	1.7719
137.6096	1.8391	1.7747
137.7620	1.8446	1.7722
137.9144	1.8482	1.7710
138.0668	1.8513	1.7669
138.2192	1.8505	1.7660
138.3716	1.8450	1.7593
138.5240	1.8381	1.7568
138.6764	1.8359	1.7619
138.8288	1.8127	1.7627
138.9812	1.8028	1.7701
139.1336	1.7987	1.7702
139.2860	1.7986	1.7740
139.4384	1.7968	1.7766
139.5908	1.7962	1.7806
139.7432	1.7979	1.7776
139.8956	1.8005	1.7702
140.0480	1.8066	1.7657
140.2004	1.8015	1.7631
140.3528	1.7933	1.7642
140.5052	1.7931	1.7675
140.6576	1.7990	1.7701
140.8100	1.8120	1.7741
140.9624	1.8173	1.7707
141.1148	1.8218	1.7646
141.2672	1.8214	1.7571
141.4196	1.8183	1.7592
141.5720	1.8101	1.7595
141.7244	1.8027	1.7646
141.8768	1.8024	1.7730
142.0292	1.8144	1.7823
142.1816	1.8229	1.7904
142.3340	1.8183	1.7896
142.4864	1.8089	1.7881
142.6388	1.8058	1.7870
142.7912	1.8117	1.7876
142.9436	1.8141	1.7885
143.0960	1.8123	1.7816
143.2484	1.8138	1.7861
143.4008	1.8137	1.7991
143.5532	1.8194	1.8136
143.7056	1.8248	1.8215
143.8580	1.8299	1.8140
144.0104	1.8260	1.8061
144.1628	1.8307	1.7941
144.3152	1.8357	1.7963
144.4676	1.8484	1.7939
144.6200	1.8713	1.7973
144.7724	1.8895	1.7985
144.9248	1.8956	1.8055
145.0772	1.9008	1.8042
145.2296	1.8326	1.8012
145.3820	1.8077	1.8016
145.5344	1.8030	1.8085
145.6868	1.8014	1.8201
145.8392	1.7998	1.8189
145.9916	1.8096	1.8080
146.1440	1.8197	1.7946
146.2964	1.8267	1.7924
146.4488	1.8336	1.7947
146.6012	1.8433	1.7970
146.7536	1.8468	1.7929
146.9060	1.8425	1.7803
147.0584	1.8409	1.7773
147.2108	1.8521	1.7813
147.3632	1.8684	1.7883
147.5156	1.8777	1.7891
147.6680	1.8682	1.7957
147.8204	1.8699	1.8002
147.9728	1.8634	1.7977
148.1252	1.8349	1.7932
148.2776	1.8192	1.7919
148.4300	1.8108	1.7918
148.5824	1.7993	1.7922
148.7348	1.7951	1.7929
148.8872	1.7986	1.8000
149.0396	1.8030	1.8015
149.1920	1.8068	1.8009
149.3444	1.8125	1.7979
149.4968	1.8196	1.8014
149.6492	1.8304	1.8016
149.8016	1.8360	1.7964
149.9540	1.8559	1.7912
150.1064	1.8717	1.7899
150.2588	1.8765	1.7911
150.4112	1.8825	1.7888
150.5636	1.8893	1.7884
150.7160	1.8786	1.7910
150.8684	1.8736	1.7947
151.0208	1.8728	1.7965
151.1732	1.8697	1.7959
151.3256	1.8659	1.7917
151.4780	1.8639	1.7870
151.6304	1.8659	1.7833
151.7828	1.8609	1.7818
151.9352	1.8447	1.7851
152.0876	1.8351	1.7854
152.2400	1.8400	1.7907
152.3924	1.8418	1.7936
152.5448	1.8391	1.7962
152.6972	1.8340	1.7934
152.8496	1.8313	1.7906
153.0020	1.8373	1.7854
153.1544	1.8531	1.7849
153.3068	1.8495	1.7856
153.4592	1.8413	1.7832
153.6116	1.8397	1.7800
153.7640	1.8390	1.7779
153.9164	1.8432	1.7809
154.0688	1.8539	1.7813
154.2212	1.8577	1.7804
154.3736	1.8557	1.7779
154.5260	1.8542	1.7780
154.6784	1.8476	1.7763
154.8308	1.8330	1.7786
154.9832	1.8171	1.7790
155.1356	1.7942	1.7788
155.2880	1.7760	1.7804
155.4404	1.7723	1.7881
155.5928	1.7800	1.7956
155.7452	1.7925	1.7974
155.8976	1.8109	1.7990
156.0500	1.8266	1.7977
156.2024	1.8320	1.7935
156.3548	1.8286	1.7983
156.5072	1.8232	1.8002
156.6596	1.8212	1.8058
156.8120	1.8237	1.7935
156.9644	1.8261	1.7852
157.1168	1.8186	1.7787
157.2692	1.8137	1.7815
157.4216	1.8157	1.7799
157.5740	1.8163	1.7818
157.7264	1.8142	1.7812
157.8788	1.8117	1.7803
158.0312	1.8117	1.7784
158.1836	1.8141	1.7738
158.3360	1.8182	1.7786
158.4884	1.8224	1.7822
158.6408	1.8232	1.7884
158.7932	1.8212	1.7895
158.9456	1.8251	1.7901
159.0980	1.8276	1.7902
159.2504	1.8272	1.7897
159.4028	1.8300	1.7850
159.5552	1.8346	1.7885
159.7076	1.8413	1.7884
159.8600	1.8459	1.7895
160.0124	1.8459	1.7868
160.1648	1.8432	1.7795
160.3172	1.8398	1.7754
160.4696	1.8377	1.7725
160.6220	1.8390	1.7785
160.7744	1.8431	1.7806
160.9268	1.8380	1.7752
161.0792	1.8301	1.7713
161.2316	1.8253	1.7697
161.3840	1.8221	1.7765
161.5364	1.8242	1.7885
161.6888	1.8230	1.8007
161.8412	1.8178	1.8026
161.9936	1.8142	1.7947
162.1460	1.8140	1.7921
162.2984	1.8164	1.7890
162.4508	1.8200	1.7913
162.6032	1.8319	1.7875
162.7556	1.8498	1.7929
162.9080	1.8585	1.7930
163.0604	1.8627	1.7967
163.2128	1.8678	1.7970
163.3652	1.8747	1.7959
163.5176	1.8857	1.7939
163.6700	1.8934	1.7880
163.8224	1.8921	1.7837
163.9748	1.8933	1.7860
164.1272	1.8956	1.7818
164.2796	1.8937	1.7915
164.4320	1.8879	1.7906
164.5844	1.8799	1.7974
164.7368	1.8665	1.7937
164.8892	1.8571	1.7914
165.0416	1.8605	1.7880
165.1940	1.8692	1.7911
165.3464	1.8852	1.7936
165.4988	1.9054	1.7936
165.6512	1.9208	1.7959
165.8036	1.9155	1.7962
165.9560	1.8969	1.7963
166.1084	1.8848	1.7972
166.2608	1.8662	1.7988
166.4132	1.8512	1.7939
166.5656	1.8399	1.7933
166.7180	1.8333	1.7951
166.8704	1.8355	1.7999
167.0228	1.8345	1.8009
167.1752	1.8333	1.8045
167.3276	1.8345	1.8031
167.4800	1.8307	1.8049
167.6324	1.8239	1.8045
167.7848	1.8189	1.8103
167.9372	1.8164	1.8176
168.0896	1.8179	1.8171
168.2420	1.8254	1.8120
168.3944	1.8329	1.8093
168.5468	1.8425	1.8092
168.6992	1.8488	1.8043
168.8516	1.8499	1.8117
169.0040	1.8492	1.8194
169.1564	1.8492	1.8242
169.3088	1.8478	1.8189
169.4612	1.8479	1.8115
169.6136	1.8551	1.8137
169.7660	1.8593	1.8123
169.9184	1.8617	1.8115
170.0708	1.8595	1.8073
170.2232	1.8552	1.8072
170.3756	1.8520	1.8081
170.5280	1.8502	1.8061
170.6804	1.8516	1.8034
170.8328	1.8510	1.8040
170.9852	1.8489	1.7940
171.1376	1.8476	1.7833
171.2900	1.8485	1.7776
171.4424	1.8482	1.7891
171.5948	1.8465	1.7957
171.7472	1.8458	1.7941
171.8996	1.8472	1.7999
172.0520	1.8427	1.7980
172.2044	1.8407	1.8082
172.3568	1.8371	1.8070
172.5092	1.8320	1.8132
172.6616	1.8304	1.8085
172.8140	1.8325	1.8030
172.9664	1.8378	1.7984
173.1188	1.8463	1.7946
173.2712	1.8561	1.8009
173.4236	1.8633	1.8206
173.5760	1.8642	1.8366
173.7284	1.8622	1.8401
173.8808	1.8610	1.8391
174.0332	1.8626	1.8377
174.1856	1.8659	1.8392
174.3380	1.8767	1.8312
174.4904	1.8944	1.8295
174.6428	1.9088	1.8245
174.7952	1.9144	1.8304
174.9476	1.9150	1.8262
175.1000	1.9187	1.8300
175.2524	1.9139	1.8285
175.4048	1.9084	1.8310
175.5572	1.9057	1.8296
175.7096	1.9040	1.8259
175.8620	1.8993	1.8189
176.0144	1.9000	1.8173
176.1668	1.9041	1.8148
176.3192	1.9044	1.8158
176.4716	1.9032	1.8160
176.6240	1.8985	1.8160
176.7764	1.8938	1.8178
176.9288	1.8974	1.8183
177.0812	1.9029	1.8130
177.2336	1.9057	1.8000
177.3860	1.9078	1.7964
177.5384	1.9069	1.7945
177.6908	1.9050	1.8012
177.8432	1.9034	1.8045
177.9956	1.9013	1.8129
178.1480	1.8952	1.8104
178.3004	1.8919	1.8072
178.4528	1.8954	1.8012
178.6052	1.8950	1.8031
178.7576	1.8926	1.8048
178.9100	1.8887	1.8128
179.0624	1.8881	1.8092
179.2148	1.8897	1.8120
179.3672	1.8992	1.8322
179.5196	1.9041	1.8702
179.6720	1.9041	1.9139
179.8244	1.9044	1.8992
179.9768	1.9025	1.8624
180.1292	1.9038	1.8295
180.2816	1.8913	1.8068
180.4340	1.9009	1.8119
180.5864	1.9247	1.8178
180.7388	1.9341	1.8197
180.8912	1.9474	1.8169
181.0436	1.9608	1.8119
181.1960	1.9919	1.8147
181.3484	2.0065	1.8185
181.5008	1.9980	1.8259
181.6532	1.9763	1.8205
181.8056	1.9366	1.8194
181.9580	1.9223	1.8209
182.1104	1.8924	1.8293
182.2628	1.8855	1.8389
182.4152	1.8849	1.8397
182.5676	1.8857	1.8360
182.7200	1.8949	1.8280
182.8724	1.9060	1.8306
183.0248	1.9158	1.8284
183.1772	1.9243	1.8342
183.3296	1.9320	1.8335
183.4820	1.9459	1.8392
183.6344	1.9411	1.8353
183.7868	1.9287	1.8351
183.9392	1.9246	1.8385
184.0916	1.9354	1.8469
184.2440	1.9556	1.8500
184.3964	1.9684	1.8410
184.5488	1.9519	1.8382
184.7012	1.9469	1.8368
184.8536	1.9382	1.8418
185.0060	1.9470	1.8469
185.1584	1.9605	1.8472
185.3108	1.9699	1.8377
185.4632	1.9659	1.8351
185.6156	1.9406	1.8314
185.7680	1.8747	1.8401
185.9204	1.8665	1.8449
186.0728	1.8910	1.8456
186.2252	1.9053	1.8471
186.3776	1.9406	1.8497
186.5300	1.9476	1.8497
186.6824	1.9404	1.8392
186.8348	1.9322	1.8348
186.9872	1.9452	1.8284
187.1396	1.9573	1.8312
187.2920	1.9575	1.8399
187.4444	1.9555	1.8513
187.5968	1.9586	1.8522
187.7492	1.9593	1.8518
187.9016	1.9557	1.8489
188.0540	1.9574	1.8509
188.2064	1.9650	1.8449
188.3588	1.9781	1.8394
188.5112	1.9754	1.8357
188.6636	1.9707	1.8393
188.8160	1.9623	1.8515
188.9684	1.9600	1.8580
189.1208	1.9662	1.8598
189.2732	1.9656	1.8509
189.4256	1.9614	1.8459
189.5780	1.9516	1.8377
189.7304	1.9496	1.8401
189.8828	1.9489	1.8391
190.0352	1.9465	1.8456
190.1876	1.9444	1.8474
190.3400	1.9388	1.8439
190.4924	1.9346	1.8382
190.6448	1.9522	1.8255
190.7972	1.9655	1.8127
190.9496	1.9636	1.7989
191.1020	1.9695	1.7909
191.2544	1.9688	1.7919
191.4068	1.9668	1.7932
191.5592	1.9556	1.7999
191.7116	1.9463	1.8038
191.8640	1.9337	1.8019
192.0164	1.9251	1.8026
192.1688	1.9310	1.7959
192.3212	1.9376	1.8022
192.4736	1.9297	1.7909
192.6260	1.9343	1.7802
192.7784	1.9327	1.7795
192.9308	1.8606	1.7934
193.0832	1.8342	1.7978
193.2356	1.8246	1.7868
193.3880	1.8209	1.7826
193.5404	1.8400	1.7846
193.6928	1.8473	1.7803
193.8452	1.8693	1.8000
193.9976	1.8611	1.7890
194.1500	1.8564	1.7711
194.3024	1.8447	1.7410
194.4548	1.8507	1.7190
194.6072	1.8504	1.7435
194.7596	1.8529	1.7706
194.9120	1.8626	1.8068
195.0644	1.8661	1.8101
195.2168	1.8594	1.8202
195.3692	1.8598	1.8196
195.5216	1.8614	1.8100
195.6740	1.8768	1.7958
195.8264	1.8974	1.7835
195.9788	1.9092	1.7814
196.1312	1.9182	1.7852
196.2836	1.9376	1.7854
196.4360	1.9191	1.7948
196.5884	1.9098	1.8084
196.7408	1.9077	1.8159
196.8932	1.8914	1.8106
197.0456	1.8692	1.7998
197.1980	1.8366	1.7973
197.3504	1.8380	1.7951
197.5028	1.8247	1.8106
197.6552	1.8324	1.8246
197.8076	1.8354	1.8361
197.9600	1.8284	1.8317
198.1124	1.8292	1.8247
198.2648	1.8358	1.8123
198.4172	1.8438	1.8085
198.5696	1.8465	1.8062
198.7220	1.8486	1.8110
198.8744	1.8586	1.8081
199.0268	1.8659	1.7967
199.1792	1.8621	1.7936
199.3316	1.8660	1.7895
199.4840	1.8774	1.7909
199.6364	1.8838	1.7909
199.7888	1.8789	1.7935
199.9412	1.8731	1.7997
200.0936	1.8715	1.7985
200.2460	1.8636	1.7971
200.3984	1.8550	1.7960
200.5508	1.8574	1.8006
200.7032	1.8745	1.8039
200.8556	1.8663	1.8128
201.0080	1.8613	1.8168
201.1604	1.8623	1.8250
201.3128	1.8560	1.8293
201.4652	1.8476	1.8257
201.6176	1.8476	1.8188
201.7700	1.8594	1.8078
201.9224	1.8635	1.8051
202.0748	1.8645	1.8051
202.2272	1.8758	1.8063
202.3796	1.8697	1.8062
202.5320	1.8755	1.7983
202.6844	1.8819	1.7835
202.8368	1.8811	1.7846
202.9892	1.8829	1.7958
203.1416	1.8940	1.8057
203.2940	1.8883	1.8024
203.4464	1.8893	1.7771
203.5988	1.8733	1.7534
203.7512	1.8646	1.7435
203.9036	1.8553	1.7550
204.0560	1.8403	1.7728
204.2084	1.8345	1.7893
204.3608	1.8416	1.7985
204.5132	1.8450	1.8067
204.6656	1.8467	1.8032
204.8180	1.8475	1.7955
204.9704	1.8543	1.7924
205.1228	1.8707	1.7873
205.2752	1.9074	1.7890
205.4276	1.9235	1.7955
205.5800	1.9350	1.8037
205.7324	1.9421	1.7968
205.8848	1.9454	1.7866
206.0372	1.9395	1.7692
206.1896	1.9433	1.7728
206.3420	1.9146	1.7756
206.4944	1.8609	1.7828
206.6468	1.8359	1.7827
206.7992	1.8416	1.7725
206.9516	1.8712	1.7731
207.1040	1.8883	1.7811
207.2564	1.8923	1.8025
207.4088	1.8941	1.8182
207.5612	1.9049	1.8122
207.7136	1.9070	1.7987
207.8660	1.8958	1.7948
208.0184	1.8757	1.8010
208.1708	1.8568	1.8144
208.3232	1.8262	1.8206
208.4756	1.8140	1.8265
208.6280	1.8169	1.8307
208.7804	1.8409	1.8358
208.9328	1.8649	1.8339
209.0852	1.8885	1.8312
209.2376	1.9023	1.8280
209.3900	1.9034	1.8315
209.5424	1.9077	1.8385
209.6948	1.9108	1.8430
209.8472	1.9157	1.8339
209.9996	1.9126	1.8271
210.1520	1.8997	1.8292
210.3044	1.8910	1.8307
210.4568	1.9013	1.8224
210.6092	1.9281	1.8116
210.7616	1.9309	1.8063
210.9140	1.9217	1.8104
211.0664	1.9180	1.8202
211.2188	1.9247	1.8230
211.3712	1.9196	1.8211
211.5236	1.9153	1.8200
211.6760	1.9097	1.8122
211.8284	1.8974	1.8083
211.9808	1.8722	1.8023
212.1332	1.8588	1.8003
212.2856	1.8514	1.8035
212.4380	1.8697	1.8168
212.5904	1.8764	1.8189
212.7428	1.8784	1.8154
212.8952	1.8981	1.8084
213.0476	1.9183	1.8030
213.2000	1.9305	1.7951
213.3524	1.9294	1.7908
213.5048	1.9211	1.7917
213.6572	1.9120	1.8027
213.8096	1.8978	1.8146
213.9620	1.8785	1.8369
214.1144	1.8868	1.8403
214.2668	1.9305	1.8444
214.4192	1.9479	1.8387
214.5716	1.9383	1.8221
214.7240	1.8961	1.8007
214.8764	1.8835	1.7873
215.0288	1.8818	1.7828
215.1812	1.9003	1.7649
215.3336	1.9291	1.7399
215.4860	1.9377	1.7283
